species,class,order,weight_kg,length_cm,conservation_status
Yes all,Amphibia,Rodentia,4837.194,544.37,Near Threatened
Sometimes color,Mammalia,Primates,775.291,2181.53,Critically Endangered
Unit million,Mammalia,Squamata,2404.8,1674.77,Least Concern
Land training,Amphibia,Primates,1675.658,2941.46,Vulnerable
Together nice,Mammalia,Anura,598.422,23.07,Critically Endangered
Treat coach,Reptilia,Rodentia,2154.032,1134.85,Least Concern
Message look,Reptilia,Carnivora,495.223,917.33,Extinct in the Wild
Despite my,Aves,Passeriformes,4200.481,383.61,Critically Endangered
Then behind,Aves,Squamata,1744.344,856.88,Near Threatened
Material candidate,Actinopterygii,Rodentia,2762.538,591.32,Extinct in the Wild
Important available,Reptilia,Rodentia,112.791,416.8,Vulnerable
Big story,Aves,Carnivora,2236.539,465.26,Least Concern
Safe effort,Aves,Primates,1355.875,2070.04,Endangered
Model food,Actinopterygii,Squamata,4824.774,1122.12,Least Concern
Plant certain,Aves,Anura,4976.63,240.37,Critically Endangered
Visit pick,Actinopterygii,Primates,4926.553,1728.77,Critically Endangered
Pm spend,Actinopterygii,Primates,2342.857,356.49,Least Concern
Bad south,Reptilia,Anura,2086.39,1677.68,Critically Endangered
Firm clearly,Amphibia,Passeriformes,4812.25,2022.24,Least Concern
Big approach,Reptilia,Carnivora,2614.286,2260.71,Vulnerable
Born method,Amphibia,Primates,1646.199,1833.51,Vulnerable
Employee watch,Mammalia,Rodentia,4337.79,1957.0,Vulnerable
Administration draw,Amphibia,Carnivora,809.689,2425.72,Endangered
Crime news,Mammalia,Passeriformes,947.938,2940.98,Vulnerable
Phone against,Reptilia,Primates,1879.059,317.89,Vulnerable
Election matter,Aves,Squamata,1627.423,659.22,Least Concern
Among sport,Amphibia,Anura,864.719,2879.04,Near Threatened
Us mean,Actinopterygii,Carnivora,592.489,707.26,Least Concern
Fast approach,Amphibia,Squamata,1979.862,882.68,Vulnerable
Under evidence,Actinopterygii,Carnivora,4603.722,2721.15,Vulnerable
Leave mother,Reptilia,Carnivora,4294.115,1758.1,Endangered
What it,Reptilia,Squamata,4490.898,1497.92,Vulnerable
Property season,Aves,Squamata,3648.99,1530.08,Vulnerable
Far black,Reptilia,Carnivora,2922.774,859.17,Least Concern
According would,Actinopterygii,Carnivora,2872.369,804.06,Endangered
Character because,Reptilia,Primates,1715.07,835.44,Vulnerable
Collection reflect,Actinopterygii,Squamata,2860.838,2047.96,Extinct in the Wild
Traditional suddenly,Reptilia,Squamata,2744.179,2663.26,Near Threatened
Road light,Actinopterygii,Passeriformes,1709.715,2961.34,Extinct in the Wild
Above alone,Aves,Primates,3687.859,1429.15,Vulnerable
Million strategy,Mammalia,Primates,1993.57,506.78,Endangered
Wait trial,Mammalia,Anura,1763.257,113.08,Least Concern
Pattern hold,Reptilia,Anura,4807.161,2922.35,Critically Endangered
Deep stuff,Amphibia,Anura,1219.477,678.83,Vulnerable
Reason develop,Mammalia,Squamata,3592.642,305.36,Endangered
Since edge,Actinopterygii,Carnivora,2154.353,1417.73,Critically Endangered
Throughout your,Aves,Carnivora,1025.648,1046.65,Critically Endangered
Large want,Actinopterygii,Carnivora,4329.492,2984.43,Extinct in the Wild
Local friend,Amphibia,Primates,2412.759,1731.74,Endangered
Major less,Mammalia,Rodentia,2989.989,2957.96,Vulnerable
Church impact,Actinopterygii,Passeriformes,1436.018,1207.8,Endangered
Mind huge,Aves,Rodentia,1166.925,2137.19,Critically Endangered
Occur movement,Amphibia,Passeriformes,4824.277,2853.82,Near Threatened
Including century,Actinopterygii,Passeriformes,124.201,1456.17,Least Concern
Upon establish,Amphibia,Squamata,3918.444,1583.46,Near Threatened
Boy series,Reptilia,Primates,1245.176,258.08,Near Threatened
If member,Mammalia,Carnivora,1915.397,1106.13,Critically Endangered
Leg stock,Amphibia,Primates,957.971,2511.62,Vulnerable
Wait deep,Actinopterygii,Squamata,1811.998,1690.71,Least Concern
Allow matter,Amphibia,Squamata,3003.238,449.35,Critically Endangered
No machine,Aves,Carnivora,3150.727,667.24,Critically Endangered
I Mr,Aves,Squamata,1192.978,387.06,Critically Endangered
Do small,Reptilia,Passeriformes,2727.192,1661.71,Vulnerable
Us road,Mammalia,Squamata,4627.787,1177.26,Critically Endangered
Country company,Mammalia,Passeriformes,4615.629,167.24,Extinct in the Wild
Serve order,Actinopterygii,Passeriformes,111.914,1872.74,Extinct in the Wild
Situation hear,Amphibia,Primates,1740.291,1716.24,Least Concern
Since space,Actinopterygii,Primates,813.856,1917.97,Near Threatened
Month note,Aves,Anura,3922.758,1237.1,Least Concern
Green business,Reptilia,Passeriformes,3327.566,2119.36,Extinct in the Wild
Decide seem,Actinopterygii,Squamata,3731.387,1593.64,Extinct in the Wild
Difficult radio,Mammalia,Passeriformes,492.673,182.78,Least Concern
Indicate cold,Actinopterygii,Primates,1823.748,187.23,Least Concern
