species,class,order,weight_kg,length_cm,conservation_status
Send wonder,Reptilia,Carnivora,1743.181,484.41,Critically Endangered
Fall throw,Amphibia,Squamata,2025.952,781.98,Endangered
Tree available,Amphibia,Primates,4389.161,626.73,Vulnerable
Trouble paper,Aves,Squamata,19.093,149.27,Extinct in the Wild
Not approach,Amphibia,Primates,1849.621,684.44,Extinct in the Wild
Responsibility question,Mammalia,Primates,1715.092,1431.84,Critically Endangered
Small mission,Reptilia,Rodentia,1254.032,1397.74,Vulnerable
Pattern pay,Amphibia,Squamata,382.289,1357.36,Extinct in the Wild
Far phone,Amphibia,Carnivora,2996.931,988.63,Endangered
Court admit,Mammalia,Passeriformes,3598.641,122.26,Vulnerable
Whole student,Mammalia,Rodentia,961.156,570.62,Near Threatened
Beautiful page,Actinopterygii,Anura,3102.55,2126.76,Extinct in the Wild
Surface quickly,Mammalia,Anura,2439.55,2773.9,Vulnerable
South behind,Reptilia,Primates,2174.041,2916.29,Extinct in the Wild
From room,Reptilia,Primates,2262.501,2609.26,Extinct in the Wild
Catch Republican,Actinopterygii,Anura,2555.537,2420.89,Endangered
Trip hot,Mammalia,Rodentia,3855.841,823.78,Least Concern
Task receive,Amphibia,Squamata,2130.541,1282.17,Vulnerable
Left choice,Aves,Passeriformes,3433.898,289.57,Critically Endangered
Rich when,Amphibia,Primates,1232.693,1741.3,Near Threatened
Than scientist,Reptilia,Anura,4023.739,246.87,Least Concern
Generation structure,Mammalia,Carnivora,4812.439,729.2,Least Concern
Year collection,Actinopterygii,Passeriformes,2156.216,2032.08,Endangered
Check run,Amphibia,Passeriformes,4163.308,2610.89,Critically Endangered
Raise that,Mammalia,Primates,4732.302,216.94,Near Threatened
Success draw,Aves,Passeriformes,4843.643,1957.71,Near Threatened
Wonder sure,Reptilia,Anura,2053.571,52.02,Endangered
Start any,Reptilia,Rodentia,3005.183,1909.55,Vulnerable
To according,Amphibia,Anura,4400.544,2702.81,Critically Endangered
Challenge keep,Actinopterygii,Rodentia,248.698,2591.6,Vulnerable
Produce fine,Mammalia,Rodentia,4488.919,2727.45,Vulnerable
Democrat gas,Amphibia,Squamata,4240.394,2559.13,Critically Endangered
Thing nor,Aves,Anura,900.295,1831.1,Critically Endangered
Admit property,Mammalia,Primates,1682.569,1592.04,Near Threatened
Too throughout,Reptilia,Squamata,46.631,475.85,Extinct in the Wild
Environmental price,Aves,Squamata,969.726,1398.04,Vulnerable
Particular arm,Actinopterygii,Passeriformes,121.366,1104.3,Extinct in the Wild
Western couple,Amphibia,Carnivora,1553.545,1071.07,Endangered
Record four,Actinopterygii,Primates,4405.426,429.1,Near Threatened
Measure daughter,Actinopterygii,Passeriformes,4230.307,2195.21,Least Concern
Gas similar,Aves,Carnivora,2311.366,349.93,Endangered
Face bill,Aves,Anura,3140.222,898.18,Critically Endangered
Explain save,Mammalia,Primates,4435.813,617.14,Vulnerable
That model,Amphibia,Carnivora,4278.971,2518.3,Vulnerable
Pass new,Mammalia,Carnivora,3589.81,1975.62,Near Threatened
Apply safe,Amphibia,Squamata,4810.031,733.29,Least Concern
Site suggest,Reptilia,Squamata,1373.995,2577.3,Least Concern
Positive put,Reptilia,Primates,1649.811,2196.46,Near Threatened
Now beautiful,Amphibia,Anura,1554.194,951.64,Critically Endangered
Say treat,Mammalia,Squamata,1232.614,2106.6,Extinct in the Wild
During money,Aves,Carnivora,2368.356,958.97,Least Concern
Rate every,Amphibia,Primates,3386.154,173.94,Extinct in the Wild
Perform go,Amphibia,Squamata,3798.592,1943.32,Vulnerable
Sort property,Mammalia,Carnivora,3082.062,1519.9,Least Concern
Prove drive,Actinopterygii,Primates,2061.512,1447.04,Critically Endangered
Themselves seem,Amphibia,Carnivora,4124.033,2629.64,Least Concern
Forward dark,Amphibia,Carnivora,4696.367,296.06,Endangered
Try same,Aves,Anura,2736.028,509.75,Least Concern
So others,Actinopterygii,Anura,3486.734,666.4,Near Threatened
Bit front,Reptilia,Anura,2609.252,554.61,Endangered
Whole again,Reptilia,Anura,1044.828,1012.66,Endangered
Part hard,Actinopterygii,Anura,566.388,2042.82,Least Concern
Party next,Mammalia,Anura,1897.372,2515.45,Extinct in the Wild
Main garden,Actinopterygii,Passeriformes,1849.759,1616.02,Critically Endangered
Soldier culture,Reptilia,Anura,3448.702,1964.44,Critically Endangered
Music pick,Mammalia,Carnivora,3766.605,430.35,Near Threatened
Assume opportunity,Reptilia,Carnivora,2639.432,1826.34,Endangered
Goal reality,Mammalia,Anura,4380.481,117.14,Vulnerable
To budget,Mammalia,Passeriformes,3748.333,263.05,Endangered
Option seven,Mammalia,Squamata,261.762,2577.8,Least Concern
Effort six,Actinopterygii,Rodentia,1810.726,431.72,Extinct in the Wild
