species,class,order,weight_kg,length_cm,conservation_status
Arrive word,Aves,Primates,1258.879,1152.68,Vulnerable
Audience for,Reptilia,Primates,3902.56,1860.45,Near Threatened
Training able,Amphibia,Passeriformes,3355.27,1650.23,Least Concern
Add another,Actinopterygii,Passeriformes,1385.533,2365.51,Extinct in the Wild
West according,Actinopterygii,Carnivora,3381.934,2513.44,Endangered
Determine evidence,Amphibia,Carnivora,2483.356,1483.54,Extinct in the Wild
National himself,Mammalia,Anura,2963.463,2634.51,Near Threatened
Technology usually,Mammalia,Squamata,4625.181,1699.94,Least Concern
Writer group,Mammalia,Rodentia,3545.473,1784.3,Least Concern
Feel a,Reptilia,Squamata,2378.971,784.36,Critically Endangered
Kind main,Amphibia,Squamata,1140.361,2653.06,Vulnerable
Sure rise,Mammalia,Squamata,3568.184,1117.24,Endangered
Data system,Reptilia,Carnivora,4054.274,1026.05,Extinct in the Wild
Sing collection,Amphibia,Rodentia,592.822,282.76,Vulnerable
Right wall,Aves,Carnivora,2696.571,2889.52,Least Concern
Cell to,Actinopterygii,Passeriformes,4573.012,2349.8,Least Concern
Public drop,Amphibia,Rodentia,1623.975,1247.05,Critically Endangered
Somebody thank,Aves,Carnivora,3065.583,2859.18,Vulnerable
Game word,Mammalia,Rodentia,3606.542,633.18,Critically Endangered
Themselves list,Mammalia,Primates,3126.215,885.1,Endangered
Water which,Aves,Squamata,3514.295,1481.06,Critically Endangered
Challenge point,Actinopterygii,Carnivora,2552.08,1170.93,Critically Endangered
Popular tough,Mammalia,Squamata,1448.342,2163.16,Near Threatened
Bring step,Aves,Rodentia,2857.01,795.11,Endangered
Us trial,Reptilia,Primates,1038.112,74.44,Near Threatened
Service section,Mammalia,Anura,1858.352,1302.83,Extinct in the Wild
Wrong significant,Aves,Rodentia,3618.847,1874.44,Extinct in the Wild
Whole resource,Mammalia,Passeriformes,543.266,1425.38,Critically Endangered
Method indicate,Amphibia,Rodentia,1792.716,1517.57,Vulnerable
Thought morning,Actinopterygii,Rodentia,3266.981,2310.56,Near Threatened
Happy road,Reptilia,Squamata,3103.004,2950.08,Least Concern
Gun suffer,Actinopterygii,Rodentia,2143.097,675.69,Vulnerable
Lay president,Actinopterygii,Carnivora,339.211,411.32,Endangered
Dinner business,Actinopterygii,Passeriformes,2513.293,466.19,Least Concern
Everybody bring,Actinopterygii,Rodentia,259.544,797.96,Vulnerable
Music appear,Mammalia,Passeriformes,4593.833,2100.9,Least Concern
Player address,Mammalia,Anura,2578.892,1016.0,Vulnerable
Clear attention,Aves,Primates,1370.102,1222.59,Extinct in the Wild
Current improve,Amphibia,Passeriformes,4186.728,2016.16,Vulnerable
Operation everybody,Reptilia,Carnivora,1078.265,2465.4,Critically Endangered
Likely full,Amphibia,Rodentia,332.777,338.12,Extinct in the Wild
Despite land,Reptilia,Squamata,3861.722,2947.83,Least Concern
Standard nation,Amphibia,Rodentia,4785.599,88.9,Extinct in the Wild
Network shake,Mammalia,Passeriformes,503.696,191.52,Least Concern
Trip society,Aves,Primates,423.398,858.48,Near Threatened
Offer dinner,Amphibia,Squamata,451.541,1610.05,Endangered
Between carry,Reptilia,Anura,537.883,2914.65,Least Concern
Success whether,Mammalia,Carnivora,1164.093,1031.37,Near Threatened
Left peace,Mammalia,Carnivora,803.144,2810.2,Near Threatened
Station little,Actinopterygii,Carnivora,2620.187,1833.33,Least Concern
Professional whom,Actinopterygii,Primates,2399.043,140.34,Critically Endangered
Enough yes,Mammalia,Anura,3869.802,381.87,Near Threatened
Young nature,Mammalia,Primates,2549.621,2359.81,Vulnerable
Have stop,Reptilia,Squamata,2671.166,2825.77,Least Concern
Big around,Amphibia,Anura,3743.139,1236.74,Critically Endangered
Face Republican,Mammalia,Passeriformes,3399.557,960.24,Endangered
Our or,Aves,Carnivora,1541.357,1972.12,Extinct in the Wild
Who modern,Actinopterygii,Carnivora,3591.062,2485.26,Least Concern
News interview,Reptilia,Rodentia,2328.091,1102.56,Vulnerable
Story cover,Actinopterygii,Carnivora,839.959,424.52,Extinct in the Wild
Window measure,Actinopterygii,Passeriformes,1596.713,1086.29,Endangered
Education white,Aves,Squamata,2879.216,2393.84,Endangered
Dream name,Mammalia,Passeriformes,3679.018,1964.5,Critically Endangered
Author hold,Aves,Squamata,1610.574,2512.56,Near Threatened
Score pressure,Mammalia,Carnivora,1694.504,2582.18,Least Concern
Understand beat,Reptilia,Anura,4170.583,1517.94,Extinct in the Wild
Tree soldier,Amphibia,Passeriformes,1198.0,2762.45,Endangered
Discover author,Mammalia,Squamata,680.795,235.0,Critically Endangered
Experience democratic,Aves,Anura,1647.685,2685.19,Endangered
Company here,Actinopterygii,Primates,3605.491,1441.52,Endangered
Eye cause,Actinopterygii,Passeriformes,1720.44,1887.77,Critically Endangered
Significant ten,Aves,Primates,3084.749,833.83,Critically Endangered
Reduce such,Mammalia,Passeriformes,2292.164,1086.51,Near Threatened
Event friend,Reptilia,Primates,1831.475,1556.45,Near Threatened
Still position,Reptilia,Primates,2629.73,987.19,Near Threatened
Top market,Mammalia,Passeriformes,1387.025,1315.57,Critically Endangered
Door fly,Reptilia,Anura,1727.215,298.12,Critically Endangered
Ten hotel,Mammalia,Passeriformes,3310.45,197.18,Endangered
Another song,Actinopterygii,Anura,2758.332,1391.78,Vulnerable
Go civil,Amphibia,Passeriformes,1003.999,2882.47,Critically Endangered
According sport,Aves,Carnivora,259.86,1138.25,Critically Endangered
Them sea,Mammalia,Rodentia,1082.369,998.57,Least Concern
Production catch,Mammalia,Squamata,3601.768,1609.05,Near Threatened
Vote than,Reptilia,Primates,3040.333,1245.38,Near Threatened
Story affect,Actinopterygii,Anura,2847.902,2659.46,Least Concern
Source television,Reptilia,Squamata,4470.999,2698.92,Least Concern
Country soon,Mammalia,Carnivora,2670.319,121.55,Critically Endangered
Future ahead,Aves,Carnivora,1122.071,1714.23,Extinct in the Wild
Today around,Aves,Carnivora,1234.427,1140.17,Near Threatened
Recent despite,Reptilia,Rodentia,405.347,933.89,Critically Endangered
Fast million,Actinopterygii,Carnivora,3313.527,1291.93,Extinct in the Wild
Throughout glass,Reptilia,Rodentia,3558.426,2027.61,Vulnerable
Should issue,Mammalia,Passeriformes,3574.938,653.33,Least Concern
News value,Mammalia,Anura,1727.082,260.72,Extinct in the Wild
Amount develop,Aves,Carnivora,1078.722,681.94,Near Threatened
Type fly,Aves,Carnivora,2739.995,2618.17,Endangered
Keep lead,Amphibia,Passeriformes,3853.655,1391.83,Vulnerable
Star nature,Aves,Rodentia,3616.514,2591.46,Critically Endangered
It analysis,Amphibia,Carnivora,2611.027,2754.44,Vulnerable
Expert claim,Mammalia,Anura,2817.828,2969.55,Endangered
Pm national,Amphibia,Passeriformes,3556.073,2871.38,Near Threatened
Late style,Reptilia,Rodentia,243.719,987.89,Least Concern
Ready even,Amphibia,Rodentia,3164.845,491.03,Critically Endangered
The air,Reptilia,Primates,4509.162,743.23,Vulnerable
Seat trouble,Mammalia,Anura,3337.812,327.87,Least Concern
Enjoy shake,Mammalia,Squamata,1127.77,1238.91,Least Concern
Opportunity matter,Actinopterygii,Primates,1021.259,1337.86,Critically Endangered
Note although,Mammalia,Anura,2305.506,1764.53,Endangered
Serious step,Mammalia,Rodentia,738.667,2083.69,Extinct in the Wild
Throughout because,Actinopterygii,Anura,1339.041,1627.57,Vulnerable
Coach career,Aves,Anura,2370.293,813.9,Least Concern
Finally sometimes,Amphibia,Carnivora,1564.874,1154.38,Vulnerable
System realize,Amphibia,Anura,1191.417,295.33,Vulnerable
Coach outside,Amphibia,Carnivora,3855.462,1594.36,Least Concern
Beat determine,Reptilia,Anura,2349.893,516.37,Endangered
Four debate,Mammalia,Anura,3878.188,1244.2,Endangered
Billion information,Aves,Squamata,2646.764,418.66,Vulnerable
Foot walk,Aves,Anura,4892.022,1094.95,Least Concern
Serve sometimes,Mammalia,Passeriformes,2756.049,37.95,Least Concern
Network number,Reptilia,Passeriformes,1112.393,1612.65,Endangered
Place plant,Actinopterygii,Carnivora,4441.103,302.78,Near Threatened
Mission fish,Mammalia,Anura,2147.194,427.81,Endangered
Difficult wear,Aves,Primates,279.739,1333.85,Endangered
Congress work,Actinopterygii,Rodentia,2440.01,474.52,Vulnerable
Seat ever,Aves,Anura,440.033,1124.73,Extinct in the Wild
Thousand space,Reptilia,Squamata,704.302,1995.58,Near Threatened
Might technology,Aves,Passeriformes,2163.469,269.83,Near Threatened
Really until,Actinopterygii,Squamata,72.457,1407.75,Vulnerable
Actually group,Actinopterygii,Rodentia,3602.035,1022.19,Critically Endangered
Toward another,Aves,Carnivora,4869.216,2664.95,Critically Endangered
Network recently,Mammalia,Primates,715.087,2344.49,Critically Endangered
Medical heart,Aves,Carnivora,4365.567,36.61,Extinct in the Wild
Knowledge development,Actinopterygii,Primates,640.463,2789.42,Least Concern
Forget out,Reptilia,Carnivora,4676.722,48.78,Extinct in the Wild
Man itself,Reptilia,Anura,3905.941,433.6,Near Threatened
Say lead,Aves,Carnivora,3061.708,522.67,Extinct in the Wild
Learn campaign,Mammalia,Anura,984.655,2480.31,Endangered
Approach their,Aves,Squamata,4295.992,2608.37,Least Concern
List little,Reptilia,Anura,4626.523,2268.68,Near Threatened
Have investment,Actinopterygii,Primates,2149.097,2562.04,Critically Endangered
He choice,Aves,Rodentia,227.604,1759.54,Near Threatened
Receive to,Mammalia,Passeriformes,4415.17,1967.76,Near Threatened
Rise provide,Aves,Anura,1023.865,1352.55,Endangered
Personal home,Aves,Anura,3810.77,2598.7,Near Threatened
Blood show,Aves,Primates,235.183,984.68,Endangered
Western benefit,Aves,Rodentia,692.192,1332.22,Endangered
List story,Amphibia,Anura,2136.523,1626.87,Endangered
Behind wind,Mammalia,Squamata,798.892,2652.78,Least Concern
Mission sound,Actinopterygii,Carnivora,3896.088,1281.36,Vulnerable
Describe real,Reptilia,Carnivora,4047.763,1418.69,Critically Endangered
History east,Aves,Carnivora,1560.425,2925.46,Near Threatened
Teach police,Mammalia,Anura,2692.161,2121.2,Least Concern
Spring campaign,Mammalia,Carnivora,4748.035,1256.85,Endangered
Mouth democratic,Actinopterygii,Squamata,1480.69,561.71,Least Concern
Suffer create,Amphibia,Carnivora,1267.451,858.11,Extinct in the Wild
Fish too,Amphibia,Squamata,3799.616,1458.74,Extinct in the Wild
Life employee,Amphibia,Squamata,369.059,2719.57,Extinct in the Wild
Entire practice,Aves,Carnivora,427.856,291.69,Least Concern
Spend measure,Reptilia,Primates,3685.059,1715.44,Least Concern
Woman would,Aves,Passeriformes,2066.813,810.94,Critically Endangered
Voice report,Aves,Passeriformes,3951.75,2457.25,Extinct in the Wild
True interview,Mammalia,Squamata,2911.162,1199.46,Endangered
Be word,Mammalia,Squamata,1773.257,1153.66,Near Threatened
Practice according,Reptilia,Anura,252.313,508.32,Least Concern
Sister less,Aves,Carnivora,1434.299,564.31,Critically Endangered
Whose shoulder,Aves,Carnivora,3469.338,294.98,Vulnerable
Rule collection,Mammalia,Primates,996.667,1093.38,Extinct in the Wild
Investment truth,Aves,Primates,2919.099,2860.44,Critically Endangered
Decide ten,Aves,Squamata,817.978,956.04,Least Concern
Open society,Reptilia,Rodentia,1763.302,529.08,Extinct in the Wild
Walk every,Reptilia,Anura,3274.312,2628.04,Critically Endangered
Sure game,Actinopterygii,Anura,1569.418,1371.97,Extinct in the Wild
Prove evening,Reptilia,Carnivora,1439.709,254.02,Least Concern
Measure everybody,Mammalia,Rodentia,3125.613,2067.28,Vulnerable
Happen management,Aves,Rodentia,4059.167,35.18,Extinct in the Wild
Character two,Amphibia,Primates,2909.589,2714.18,Least Concern
Artist wonder,Mammalia,Primates,1501.036,450.71,Critically Endangered
Before relate,Reptilia,Rodentia,4572.935,100.66,Near Threatened
Test camera,Aves,Anura,3420.7,812.44,Endangered
Throughout involve,Amphibia,Passeriformes,2433.227,409.19,Vulnerable
Learn population,Actinopterygii,Anura,1847.034,602.43,Endangered
Talk store,Actinopterygii,Squamata,1853.123,616.46,Least Concern
Allow share,Reptilia,Anura,2988.029,1586.45,Near Threatened
Test now,Reptilia,Carnivora,2137.614,1490.35,Vulnerable
Message off,Aves,Passeriformes,3407.506,59.63,Critically Endangered
Model next,Aves,Passeriformes,4350.066,57.69,Near Threatened
Candidate analysis,Aves,Rodentia,1357.418,61.2,Endangered
Check down,Aves,Squamata,4043.234,2961.62,Vulnerable
Right administration,Mammalia,Passeriformes,39.866,2662.66,Least Concern
Animal economic,Mammalia,Carnivora,2791.55,1382.41,Extinct in the Wild
Into interesting,Mammalia,Primates,598.219,1006.79,Critically Endangered
Television environment,Amphibia,Squamata,3366.074,40.26,Least Concern
Begin role,Reptilia,Rodentia,2116.531,48.15,Vulnerable
Conference time,Reptilia,Passeriformes,1068.902,273.06,Extinct in the Wild
Control statement,Mammalia,Passeriformes,2094.484,1176.52,Vulnerable
Within report,Actinopterygii,Anura,1561.367,506.73,Near Threatened
Game her,Mammalia,Primates,4925.663,1961.16,Near Threatened
Check this,Amphibia,Rodentia,67.962,252.12,Endangered
Lawyer consider,Aves,Squamata,1205.869,2770.26,Endangered
Price PM,Reptilia,Passeriformes,2417.393,788.82,Least Concern
Voice impact,Aves,Primates,3888.804,1960.21,Endangered
Say our,Aves,Rodentia,561.562,2571.93,Extinct in the Wild
Hour Mrs,Amphibia,Primates,2834.828,155.74,Near Threatened
Just third,Aves,Carnivora,916.244,123.03,Endangered
Policy table,Actinopterygii,Rodentia,664.449,1220.65,Critically Endangered
Despite relate,Amphibia,Rodentia,1270.555,2413.07,Endangered
Campaign dog,Reptilia,Primates,2397.043,562.61,Near Threatened
Camera be,Amphibia,Anura,3811.13,2890.92,Endangered
Something society,Amphibia,Passeriformes,895.761,693.18,Critically Endangered
Interesting learn,Amphibia,Squamata,2199.79,56.71,Endangered
Bed room,Reptilia,Rodentia,176.786,1313.97,Near Threatened
Some once,Actinopterygii,Carnivora,699.224,141.64,Extinct in the Wild
Try offer,Reptilia,Rodentia,1327.642,2837.21,Least Concern
