species,class,order,weight_kg,length_cm,conservation_status
Book may,Amphibia,Anura,402.508,926.3,Near Threatened
Majority available,Reptilia,Rodentia,3076.52,1270.77,Extinct in the Wild
American control,Amphibia,Anura,997.236,2863.33,Least Concern
Animal single,Reptilia,Passeriformes,2600.349,2378.58,Vulnerable
Consumer responsibility,Mammalia,Anura,2236.245,657.53,Least Concern
Take together,Reptilia,Primates,4156.737,2382.06,Least Concern
Beyond TV,Actinopterygii,Carnivora,3564.588,2901.69,Near Threatened
White job,Mammalia,Passeriformes,3291.184,1336.74,Vulnerable
Life company,Amphibia,Rodentia,2273.219,1991.82,Endangered
Draw spring,Mammalia,Passeriformes,3270.775,1084.58,Extinct in the Wild
Official police,Reptilia,Squamata,4176.407,2856.67,Critically Endangered
Price suggest,Amphibia,Primates,2081.285,2753.22,Least Concern
Identify sense,Reptilia,Carnivora,4798.019,1565.89,Vulnerable
Everybody adult,Amphibia,Anura,4570.97,1664.41,Extinct in the Wild
Her include,Aves,Anura,4993.806,2976.66,Critically Endangered
Range report,Aves,Passeriformes,4686.611,103.78,Critically Endangered
Country air,Amphibia,Rodentia,2448.056,441.08,Vulnerable
White market,Aves,Anura,1201.515,146.49,Near Threatened
Wrong answer,Mammalia,Primates,4121.713,1691.53,Critically Endangered
Region though,Reptilia,Passeriformes,2431.405,2587.92,Vulnerable
Of mother,Aves,Anura,3238.937,2589.27,Extinct in the Wild
Form like,Mammalia,Anura,4898.667,1297.51,Extinct in the Wild
Issue leg,Actinopterygii,Squamata,1293.199,1893.15,Vulnerable
Protect voice,Aves,Carnivora,1102.222,1870.51,Critically Endangered
Record weight,Mammalia,Carnivora,1824.626,2033.72,Critically Endangered
Yes back,Aves,Primates,786.715,1349.84,Extinct in the Wild
Kitchen office,Actinopterygii,Rodentia,3593.95,764.21,Critically Endangered
Six something,Reptilia,Carnivora,3105.245,782.74,Near Threatened
Deal purpose,Mammalia,Carnivora,4310.265,1455.38,Critically Endangered
Yard appear,Mammalia,Rodentia,4555.473,2733.37,Vulnerable
Create north,Mammalia,Anura,4629.395,2220.13,Critically Endangered
Hospital rise,Actinopterygii,Rodentia,3757.761,572.08,Endangered
Expert real,Amphibia,Passeriformes,2689.58,1482.37,Near Threatened
Successful group,Mammalia,Carnivora,3086.459,1333.87,Near Threatened
Write turn,Aves,Squamata,1472.559,894.06,Least Concern
Carry worker,Reptilia,Squamata,705.991,201.89,Endangered
Anyone reality,Actinopterygii,Rodentia,943.619,1285.55,Critically Endangered
Reality after,Reptilia,Anura,137.351,1498.17,Near Threatened
Study believe,Reptilia,Squamata,3816.434,863.05,Critically Endangered
Where audience,Mammalia,Anura,1620.031,1178.64,Critically Endangered
Ago represent,Mammalia,Anura,1399.64,2808.76,Extinct in the Wild
Each force,Mammalia,Rodentia,1481.35,437.83,Vulnerable
