species,class,order,weight_kg,length_cm,conservation_status
Pretty training,Actinopterygii,Primates,4338.072,698.71,Near Threatened
Degree enter,Actinopterygii,Primates,3668.027,642.4,Endangered
Commercial collection,Actinopterygii,Passeriformes,535.944,471.17,Extinct in the Wild
Improve during,Mammalia,Passeriformes,4236.73,1482.15,Least Concern
Debate health,Mammalia,Passeriformes,2764.317,1688.32,Endangered
Rich process,Aves,Squamata,2963.271,2907.71,Least Concern
Despite little,Amphibia,Carnivora,1565.607,1966.6,Vulnerable
Easy receive,Amphibia,Anura,610.656,2642.25,Near Threatened
Claim morning,Aves,Primates,1457.992,197.24,Near Threatened
Method change,Aves,Rodentia,4728.058,1792.25,Near Threatened
Next move,Aves,Squamata,3182.743,1257.18,Critically Endangered
Design suggest,Actinopterygii,Anura,2084.966,1376.13,Least Concern
Buy force,Aves,Rodentia,1402.694,792.77,Near Threatened
Do follow,Mammalia,Anura,1012.099,414.43,Critically Endangered
General wind,Reptilia,Primates,895.853,2426.12,Vulnerable
Student stock,Actinopterygii,Carnivora,1505.868,2006.9,Endangered
Save continue,Reptilia,Rodentia,2365.41,2298.12,Near Threatened
Sell several,Mammalia,Carnivora,438.662,1407.71,Near Threatened
Tell write,Amphibia,Squamata,1736.985,2474.33,Vulnerable
Both appear,Reptilia,Squamata,3535.536,1539.39,Near Threatened
Happen brother,Actinopterygii,Carnivora,3799.362,789.32,Near Threatened
Third color,Amphibia,Squamata,1585.502,1014.58,Critically Endangered
Bring likely,Amphibia,Anura,1678.9,2032.41,Near Threatened
Statement region,Reptilia,Passeriformes,4296.279,198.98,Critically Endangered
Condition foot,Actinopterygii,Anura,2818.525,2639.28,Vulnerable
Term brother,Actinopterygii,Anura,1882.432,448.78,Near Threatened
Task look,Aves,Passeriformes,2607.515,2674.95,Vulnerable
Cold above,Aves,Primates,1084.384,2238.27,Vulnerable
Physical particularly,Actinopterygii,Passeriformes,4481.475,2336.35,Critically Endangered
Wrong four,Reptilia,Rodentia,4072.478,2209.37,Vulnerable
Everybody type,Actinopterygii,Squamata,4307.268,2789.57,Least Concern
Future upon,Aves,Rodentia,1352.363,1124.17,Least Concern
Activity unit,Mammalia,Primates,3521.822,2818.73,Near Threatened
Participant within,Mammalia,Rodentia,1965.596,280.78,Endangered
Sure test,Aves,Carnivora,3291.123,2358.72,Extinct in the Wild
Ever world,Amphibia,Squamata,2689.142,1315.47,Endangered
Economic article,Mammalia,Rodentia,4115.196,619.4,Vulnerable
Little after,Mammalia,Rodentia,3685.459,1702.3,Least Concern
Role every,Mammalia,Carnivora,1202.036,1250.4,Vulnerable
Choice easy,Reptilia,Rodentia,3925.963,2814.01,Endangered
Interesting discover,Aves,Primates,174.788,1285.71,Critically Endangered
