species,class,order,weight_kg,length_cm,conservation_status
Get executive,Reptilia,Primates,56.169,2409.5,Endangered
View southern,Actinopterygii,Carnivora,3691.563,2835.51,Critically Endangered
Guess lawyer,Reptilia,Carnivora,1521.059,2006.72,Critically Endangered
Technology employee,Actinopterygii,Carnivora,560.008,1128.39,Critically Endangered
Live likely,Actinopterygii,Squamata,4064.268,669.1,Extinct in the Wild
Word sometimes,Aves,Primates,1295.168,741.01,Extinct in the Wild
Message central,Mammalia,Primates,3883.098,939.16,Critically Endangered
Anything race,Reptilia,Passeriformes,2561.389,202.92,Vulnerable
Choose most,Amphibia,Primates,1722.065,661.01,Extinct in the Wild
What arm,Reptilia,Carnivora,2987.477,1787.9,Critically Endangered
Finally report,Mammalia,Primates,637.185,91.59,Vulnerable
Assume beyond,Mammalia,Rodentia,3340.679,2974.56,Extinct in the Wild
Stop compare,Aves,Anura,3478.383,2452.66,Near Threatened
Prevent teacher,Actinopterygii,Passeriformes,1590.541,1741.67,Near Threatened
Science theory,Aves,Anura,762.276,1919.5,Extinct in the Wild
Yeah act,Aves,Anura,1176.138,880.28,Least Concern
Fund order,Amphibia,Passeriformes,4248.476,1304.48,Vulnerable
Sing enter,Mammalia,Anura,373.765,2129.96,Vulnerable
Send get,Actinopterygii,Passeriformes,2249.818,2495.68,Least Concern
Own right,Aves,Rodentia,1827.674,243.59,Extinct in the Wild
Career party,Aves,Carnivora,3353.615,914.85,Extinct in the Wild
Here ball,Amphibia,Squamata,3275.365,2284.75,Critically Endangered
Religious start,Amphibia,Passeriformes,3925.228,1153.95,Near Threatened
Standard yeah,Actinopterygii,Carnivora,972.98,1598.77,Near Threatened
Yourself game,Aves,Rodentia,1803.943,1818.29,Extinct in the Wild
Picture future,Amphibia,Rodentia,2961.045,2554.45,Critically Endangered
Analysis report,Aves,Rodentia,2168.116,1984.79,Least Concern
Safe various,Reptilia,Passeriformes,898.983,1442.72,Critically Endangered
Practice career,Aves,Carnivora,1492.639,1462.36,Least Concern
Consumer animal,Mammalia,Passeriformes,677.432,2987.9,Least Concern
Half save,Mammalia,Primates,4648.364,963.87,Extinct in the Wild
Itself address,Aves,Anura,2919.686,532.12,Extinct in the Wild
Continue action,Actinopterygii,Passeriformes,3890.31,1035.03,Vulnerable
Argue government,Mammalia,Primates,1267.687,589.91,Endangered
They peace,Actinopterygii,Passeriformes,1731.542,1410.07,Critically Endangered
Nearly suffer,Actinopterygii,Rodentia,981.912,2512.98,Least Concern
Vote area,Amphibia,Passeriformes,248.523,576.99,Endangered
Attention capital,Reptilia,Primates,747.618,2195.0,Near Threatened
Billion often,Actinopterygii,Squamata,1070.004,1462.99,Endangered
Almost keep,Reptilia,Primates,4074.978,17.03,Extinct in the Wild
Interesting worker,Aves,Rodentia,2692.055,1525.17,Least Concern
Deal ten,Reptilia,Squamata,1397.469,1726.71,Vulnerable
Million news,Actinopterygii,Primates,3475.584,580.88,Critically Endangered
Trial capital,Mammalia,Passeriformes,531.873,2299.23,Near Threatened
Rest art,Amphibia,Primates,1153.573,2145.64,Extinct in the Wild
There surface,Reptilia,Anura,2707.686,1855.07,Near Threatened
Wife leader,Amphibia,Primates,844.217,1217.05,Extinct in the Wild
Growth must,Mammalia,Carnivora,810.734,1460.45,Critically Endangered
Remain large,Amphibia,Anura,2863.821,1110.69,Critically Endangered
They society,Aves,Carnivora,4974.739,408.25,Extinct in the Wild
Power whose,Amphibia,Carnivora,692.367,2461.05,Near Threatened
