species,class,order,weight_kg,length_cm,conservation_status
Town heavy,Amphibia,Anura,1380.938,1067.43,Critically Endangered
Whatever street,Amphibia,Carnivora,4269.566,968.04,Critically Endangered
Program deep,Aves,Passeriformes,3572.732,1218.61,Vulnerable
Expect suffer,Mammalia,Squamata,2305.355,2592.05,Critically Endangered
Century enter,Amphibia,Anura,1904.419,2332.8,Near Threatened
Protect discussion,Reptilia,Passeriformes,4538.106,335.91,Critically Endangered
Professional customer,Mammalia,Carnivora,2053.713,2916.06,Extinct in the Wild
Peace show,Actinopterygii,Rodentia,3384.929,1937.74,Extinct in the Wild
Ability chance,Aves,Rodentia,1148.898,913.38,Endangered
Him do,Mammalia,Passeriformes,1548.107,1745.93,Near Threatened
Key like,Reptilia,Primates,2988.564,326.99,Critically Endangered
Issue read,Amphibia,Anura,899.888,1231.54,Extinct in the Wild
Key report,Mammalia,Primates,2489.147,883.35,Least Concern
Anything understand,Actinopterygii,Carnivora,66.763,1858.04,Endangered
Alone scientist,Amphibia,Anura,3471.405,1415.67,Vulnerable
Provide no,Aves,Anura,326.103,2666.47,Vulnerable
Cut serious,Actinopterygii,Passeriformes,4147.271,2196.65,Vulnerable
Development poor,Reptilia,Squamata,2034.951,1789.38,Vulnerable
Play give,Aves,Passeriformes,1613.858,1277.07,Extinct in the Wild
On college,Amphibia,Passeriformes,3878.628,933.46,Near Threatened
Administration human,Reptilia,Primates,70.794,1054.47,Endangered
Figure whatever,Actinopterygii,Carnivora,4217.092,1784.73,Near Threatened
Future eight,Mammalia,Squamata,2024.012,291.96,Vulnerable
Score perform,Aves,Passeriformes,3641.624,2467.78,Vulnerable
Stage unit,Reptilia,Rodentia,1556.612,672.64,Near Threatened
Song opportunity,Reptilia,Anura,2838.299,2744.42,Critically Endangered
Military remember,Amphibia,Primates,3303.29,2792.58,Least Concern
Team call,Amphibia,Squamata,2578.603,2544.99,Near Threatened
Itself understand,Mammalia,Passeriformes,4343.951,1116.91,Vulnerable
Century lawyer,Actinopterygii,Carnivora,4630.364,902.88,Vulnerable
Value give,Mammalia,Rodentia,1361.107,735.87,Vulnerable
People bag,Amphibia,Squamata,4438.112,2118.37,Endangered
Laugh as,Actinopterygii,Anura,925.142,2895.92,Vulnerable
Instead room,Mammalia,Anura,791.384,2542.5,Vulnerable
Skin across,Aves,Carnivora,543.922,2316.35,Endangered
List work,Mammalia,Anura,4312.148,1933.88,Critically Endangered
Yard personal,Mammalia,Anura,3271.838,2096.51,Vulnerable
That month,Reptilia,Primates,3478.029,1409.52,Extinct in the Wild
Whom concern,Amphibia,Passeriformes,236.693,707.3,Critically Endangered
Majority both,Amphibia,Anura,1486.907,1595.09,Critically Endangered
Drop song,Reptilia,Squamata,3418.458,1304.23,Vulnerable
Than but,Actinopterygii,Squamata,4210.62,112.1,Least Concern
Evidence skill,Amphibia,Carnivora,1096.49,2007.42,Vulnerable
Then style,Aves,Carnivora,844.305,1279.84,Least Concern
War rate,Mammalia,Rodentia,438.568,991.44,Critically Endangered
Morning east,Amphibia,Squamata,511.484,1252.58,Vulnerable
Require month,Aves,Anura,4736.682,1273.35,Near Threatened
Eye increase,Reptilia,Rodentia,3593.309,676.92,Critically Endangered
However allow,Reptilia,Passeriformes,3108.827,2945.13,Near Threatened
War down,Aves,Squamata,2041.117,2984.98,Extinct in the Wild
Player despite,Aves,Squamata,1397.043,2863.92,Least Concern
Individual goal,Reptilia,Passeriformes,601.232,1307.98,Extinct in the Wild
Authority know,Amphibia,Rodentia,633.702,141.57,Endangered
Everybody movement,Aves,Anura,751.934,990.53,Critically Endangered
It newspaper,Reptilia,Primates,3112.384,1982.05,Critically Endangered
Personal crime,Amphibia,Carnivora,3199.108,2696.24,Near Threatened
Seat chair,Mammalia,Passeriformes,2349.322,1279.11,Vulnerable
Many answer,Mammalia,Anura,2598.581,1893.41,Endangered
Pull control,Aves,Squamata,4743.353,266.87,Critically Endangered
Different production,Actinopterygii,Anura,3083.918,1756.78,Least Concern
Herself decade,Mammalia,Rodentia,423.403,1701.58,Endangered
Ball coach,Amphibia,Squamata,2995.197,2744.03,Endangered
Base director,Actinopterygii,Anura,2220.562,1888.95,Least Concern
Bring hundred,Actinopterygii,Squamata,489.927,998.36,Critically Endangered
Source detail,Aves,Primates,3681.626,750.76,Least Concern
Human pick,Amphibia,Passeriformes,4612.551,304.23,Critically Endangered
Ask prove,Reptilia,Passeriformes,1792.676,2101.8,Critically Endangered
Feeling successful,Reptilia,Carnivora,3510.613,1545.84,Extinct in the Wild
Hour executive,Reptilia,Anura,2176.404,1249.32,Critically Endangered
Have coach,Actinopterygii,Passeriformes,544.194,2929.06,Least Concern
Few land,Actinopterygii,Passeriformes,8.075,2932.04,Vulnerable
If manager,Amphibia,Rodentia,3885.787,2199.5,Critically Endangered
Prove third,Mammalia,Carnivora,4466.053,2885.29,Critically Endangered
Itself owner,Amphibia,Rodentia,1425.039,442.84,Near Threatened
Question available,Aves,Anura,3870.355,2090.92,Extinct in the Wild
Many surface,Actinopterygii,Squamata,1853.927,2515.89,Least Concern
Leave recently,Aves,Anura,4741.757,2541.49,Vulnerable
Day cell,Aves,Anura,4876.038,757.55,Critically Endangered
Defense ten,Amphibia,Passeriformes,1698.747,2658.48,Endangered
World carry,Actinopterygii,Rodentia,313.89,530.43,Near Threatened
Carry phone,Reptilia,Rodentia,3879.72,2494.66,Vulnerable
Staff skill,Actinopterygii,Squamata,2707.091,1361.57,Near Threatened
Condition range,Actinopterygii,Primates,155.774,2958.39,Vulnerable
By pressure,Aves,Carnivora,1300.884,1017.29,Critically Endangered
Set far,Aves,Passeriformes,3033.198,1817.44,Near Threatened
Home bed,Reptilia,Squamata,4370.983,1845.92,Endangered
Detail fill,Actinopterygii,Passeriformes,913.572,2346.46,Extinct in the Wild
Cup represent,Reptilia,Squamata,4399.352,523.63,Near Threatened
Level oil,Reptilia,Squamata,4456.523,1369.52,Extinct in the Wild
Bed expert,Amphibia,Anura,2505.153,1837.18,Critically Endangered
Than source,Mammalia,Squamata,698.189,2256.38,Endangered
Share spend,Actinopterygii,Carnivora,2257.128,1300.96,Near Threatened
Too box,Reptilia,Squamata,2664.451,454.2,Near Threatened
Above protect,Reptilia,Squamata,99.843,989.18,Near Threatened
Him dream,Reptilia,Carnivora,2967.937,970.02,Extinct in the Wild
Anyone value,Mammalia,Carnivora,1397.227,2008.1,Vulnerable
Together stay,Actinopterygii,Anura,4301.766,647.27,Near Threatened
Floor join,Reptilia,Passeriformes,1104.458,741.74,Critically Endangered
Around right,Mammalia,Carnivora,1406.689,2200.74,Vulnerable
What guess,Mammalia,Anura,1523.705,2302.77,Endangered
Lot return,Aves,Passeriformes,3341.224,1585.49,Near Threatened
Grow from,Actinopterygii,Carnivora,901.975,1390.1,Critically Endangered
Among simply,Reptilia,Carnivora,4109.728,880.52,Extinct in the Wild
Lawyer nor,Actinopterygii,Anura,4341.804,228.26,Least Concern
Sport Congress,Reptilia,Rodentia,3381.652,567.5,Critically Endangered
Skill type,Actinopterygii,Carnivora,3787.937,1687.95,Extinct in the Wild
Baby break,Amphibia,Anura,4476.502,754.29,Least Concern
Certainly probably,Reptilia,Anura,1629.172,1934.02,Extinct in the Wild
Spend name,Reptilia,Anura,270.44,951.26,Least Concern
Close build,Reptilia,Anura,4762.965,244.76,Vulnerable
Physical authority,Actinopterygii,Primates,3885.152,1887.31,Extinct in the Wild
She much,Mammalia,Squamata,3445.714,2561.61,Endangered
Have ready,Mammalia,Carnivora,4787.97,49.9,Extinct in the Wild
Sit it,Amphibia,Rodentia,2390.525,2747.63,Extinct in the Wild
Explain why,Aves,Carnivora,3328.037,736.19,Near Threatened
Himself treatment,Actinopterygii,Carnivora,2031.096,2091.38,Vulnerable
Pressure industry,Amphibia,Primates,1954.653,418.36,Vulnerable
Teach real,Actinopterygii,Anura,2797.965,1687.18,Extinct in the Wild
Garden rich,Aves,Anura,4355.624,1219.37,Endangered
Today thought,Aves,Anura,1750.357,1349.62,Near Threatened
Various sport,Mammalia,Anura,3479.759,505.23,Critically Endangered
Nor pattern,Actinopterygii,Passeriformes,4740.041,309.48,Extinct in the Wild
Large dog,Mammalia,Rodentia,580.003,2681.83,Least Concern
Size social,Mammalia,Carnivora,540.083,1075.39,Near Threatened
Final get,Mammalia,Rodentia,3893.487,408.64,Vulnerable
