species,class,order,weight_kg,length_cm,conservation_status
Yet culture,Reptilia,Squamata,1717.61,2621.71,Extinct in the Wild
Employee put,Actinopterygii,Carnivora,4014.794,1115.9,Endangered
Four direction,Aves,Anura,1995.725,728.07,Vulnerable
Example tend,Mammalia,Primates,902.516,975.77,Least Concern
Anything continue,Mammalia,Primates,3229.869,458.51,Least Concern
Able dark,Aves,Passeriformes,3962.487,2253.78,Vulnerable
Total particularly,Actinopterygii,Carnivora,4178.941,810.66,Extinct in the Wild
Education student,Aves,Rodentia,4571.973,557.32,Critically Endangered
Loss skill,Reptilia,Carnivora,1014.69,1958.05,Vulnerable
Ability staff,Amphibia,Anura,4145.748,574.42,Near Threatened
Successful best,Reptilia,Passeriformes,2261.296,728.2,Extinct in the Wild
National player,Reptilia,Carnivora,4038.863,701.54,Extinct in the Wild
Gun issue,Reptilia,Passeriformes,1095.922,1175.58,Near Threatened
Station laugh,Aves,Carnivora,2073.972,26.41,Endangered
Visit run,Actinopterygii,Anura,2313.031,1198.75,Endangered
Anything us,Actinopterygii,Carnivora,996.311,1078.51,Endangered
See beat,Aves,Squamata,47.305,1971.08,Vulnerable
Four chance,Amphibia,Primates,2405.378,2151.4,Near Threatened
Draw station,Amphibia,Anura,3109.223,2589.81,Least Concern
Administration bring,Aves,Passeriformes,229.748,2587.49,Endangered
Religious rate,Amphibia,Squamata,2564.189,1285.1,Least Concern
Than generation,Mammalia,Primates,1644.937,620.99,Vulnerable
Sure event,Aves,Anura,2221.675,2562.69,Critically Endangered
Special name,Reptilia,Carnivora,247.829,2498.96,Near Threatened
Person adult,Amphibia,Anura,2459.865,2361.96,Near Threatened
Organization decade,Aves,Primates,2293.178,1145.79,Extinct in the Wild
Inside world,Amphibia,Squamata,802.83,977.76,Vulnerable
Apply picture,Aves,Squamata,2157.01,1130.5,Near Threatened
Real little,Actinopterygii,Rodentia,4661.33,2844.59,Endangered
Whose increase,Actinopterygii,Carnivora,4097.646,1151.78,Least Concern
Nation scene,Actinopterygii,Passeriformes,3419.804,30.41,Vulnerable
Though pull,Reptilia,Squamata,156.069,40.11,Near Threatened
Four remember,Reptilia,Anura,3037.886,819.36,Endangered
Election friend,Reptilia,Squamata,2127.032,2451.42,Endangered
Third off,Reptilia,Anura,161.309,227.36,Vulnerable
Rich production,Amphibia,Passeriformes,927.844,1448.61,Critically Endangered
Outside admit,Reptilia,Anura,1326.837,1887.48,Least Concern
Series fight,Reptilia,Primates,1213.418,2208.97,Near Threatened
Nature green,Aves,Carnivora,1494.21,1125.49,Least Concern
Part election,Reptilia,Carnivora,3783.052,2107.59,Near Threatened
Protect report,Aves,Anura,4338.212,1010.28,Endangered
Subject outside,Aves,Passeriformes,3134.566,2710.32,Endangered
Oil hot,Aves,Rodentia,2475.187,2107.86,Vulnerable
