species,class,order,weight_kg,length_cm,conservation_status
Institution season,Aves,Anura,2734.524,2147.43,Endangered
Beyond population,Mammalia,Rodentia,4051.74,1821.31,Near Threatened
Military plan,Mammalia,Anura,1192.229,2315.3,Vulnerable
Coach television,Mammalia,Rodentia,2967.103,2140.77,Endangered
Among bank,Reptilia,Passeriformes,385.362,1473.22,Near Threatened
Ever create,Mammalia,Anura,120.913,2530.69,Endangered
Travel toward,Amphibia,Rodentia,2534.995,1377.4,Critically Endangered
Fine forget,Amphibia,Rodentia,1942.615,390.96,Extinct in the Wild
Team small,Amphibia,Primates,2386.491,2393.92,Near Threatened
Decide within,Amphibia,Primates,4814.236,1900.76,Critically Endangered
Success approach,Aves,Passeriformes,622.892,1391.76,Least Concern
Sometimes item,Aves,Rodentia,2124.831,2415.56,Extinct in the Wild
Available land,Mammalia,Squamata,2305.083,2394.26,Endangered
Only show,Actinopterygii,Primates,863.551,1702.86,Endangered
Exist campaign,Aves,Primates,370.628,150.01,Near Threatened
Important soon,Reptilia,Squamata,3695.253,154.21,Endangered
Glass true,Reptilia,Anura,3876.099,2942.06,Endangered
Camera question,Mammalia,Passeriformes,4224.926,805.61,Extinct in the Wild
Movie me,Amphibia,Rodentia,3186.842,738.39,Extinct in the Wild
Believe debate,Reptilia,Passeriformes,368.538,453.97,Critically Endangered
Large happy,Amphibia,Squamata,3504.747,784.28,Extinct in the Wild
Environment popular,Amphibia,Primates,4861.575,386.55,Critically Endangered
Glass positive,Aves,Passeriformes,909.125,934.07,Critically Endangered
How seek,Actinopterygii,Primates,1178.767,2806.44,Vulnerable
Economy up,Reptilia,Primates,7.565,1198.77,Extinct in the Wild
Produce officer,Actinopterygii,Carnivora,237.635,938.37,Least Concern
According grow,Reptilia,Rodentia,1594.278,402.86,Vulnerable
Operation stand,Mammalia,Squamata,4521.222,1242.69,Near Threatened
Particular establish,Amphibia,Squamata,362.144,976.22,Extinct in the Wild
Fish safe,Mammalia,Anura,3482.319,1710.33,Endangered
Pm ten,Mammalia,Passeriformes,1353.089,1585.37,Endangered
Campaign believe,Mammalia,Passeriformes,2172.839,185.99,Extinct in the Wild
Better culture,Aves,Anura,1328.015,1588.19,Endangered
Enter truth,Reptilia,Carnivora,4410.042,1003.55,Vulnerable
Moment what,Reptilia,Passeriformes,3063.216,2082.04,Endangered
Wrong control,Aves,Anura,3536.014,2406.37,Least Concern
Western available,Mammalia,Anura,792.575,434.23,Endangered
