species,class,order,weight_kg,length_cm,conservation_status
Mouth bed,Actinopterygii,Carnivora,61.92,2863.8,Least Concern
Rock upon,Aves,Primates,4445.855,1322.85,Near Threatened
Stuff future,Reptilia,Rodentia,4984.569,359.38,Extinct in the Wild
Especially loss,Actinopterygii,Passeriformes,2689.702,1386.27,Vulnerable
Site consumer,Amphibia,Carnivora,1437.01,2143.41,Critically Endangered
Mean early,Mammalia,Rodentia,1646.546,1996.08,Critically Endangered
Technology place,Reptilia,Rodentia,4641.801,1618.91,Extinct in the Wild
Shake southern,Mammalia,Carnivora,3277.836,1661.75,Extinct in the Wild
Know day,Aves,Primates,769.188,412.29,Endangered
Read trouble,Reptilia,Anura,3889.92,579.67,Near Threatened
Wait part,Amphibia,Carnivora,676.696,144.95,Near Threatened
Remain want,Amphibia,Rodentia,1191.374,565.3,Vulnerable
Feeling either,Reptilia,Rodentia,4524.755,1127.01,Extinct in the Wild
Occur toward,Amphibia,Squamata,4227.69,559.41,Near Threatened
Stand gas,Amphibia,Squamata,4252.135,110.01,Least Concern
Organization focus,Amphibia,Squamata,4931.084,2484.24,Extinct in the Wild
Player simply,Mammalia,Squamata,2180.294,2579.29,Near Threatened
We author,Amphibia,Primates,1965.845,457.26,Endangered
Happen computer,Reptilia,Primates,2998.026,1107.7,Vulnerable
Collection TV,Mammalia,Squamata,4270.589,1202.0,Extinct in the Wild
Leave dream,Amphibia,Anura,1966.73,604.11,Vulnerable
Establish bar,Reptilia,Passeriformes,17.875,613.73,Extinct in the Wild
Why player,Aves,Rodentia,3023.194,2210.21,Vulnerable
Data customer,Mammalia,Rodentia,4604.421,123.63,Near Threatened
Lead world,Actinopterygii,Anura,4985.669,91.82,Near Threatened
Heart power,Aves,Anura,1618.496,2467.02,Vulnerable
Traditional kid,Aves,Carnivora,478.156,2801.32,Near Threatened
Development time,Mammalia,Primates,4637.895,453.86,Critically Endangered
Evening thing,Reptilia,Rodentia,2566.909,2989.33,Vulnerable
Network office,Reptilia,Passeriformes,1432.707,74.1,Vulnerable
At attack,Reptilia,Rodentia,377.492,1560.7,Extinct in the Wild
Focus night,Actinopterygii,Rodentia,2588.483,1446.54,Extinct in the Wild
Name full,Aves,Anura,4181.091,1624.87,Vulnerable
Choose hit,Aves,Anura,2617.358,275.01,Vulnerable
Rate bar,Amphibia,Rodentia,922.939,872.81,Endangered
Sea personal,Reptilia,Squamata,2218.73,359.62,Least Concern
Take part,Actinopterygii,Carnivora,4114.484,533.03,Near Threatened
Mr support,Amphibia,Passeriformes,4478.348,2092.34,Endangered
Door study,Reptilia,Primates,2456.355,1411.39,Endangered
Every fill,Actinopterygii,Anura,3964.558,2682.06,Vulnerable
Loss situation,Aves,Anura,1326.469,47.4,Extinct in the Wild
Record say,Aves,Primates,3144.479,1120.46,Vulnerable
Edge far,Reptilia,Primates,2593.071,1288.11,Critically Endangered
Fund focus,Aves,Rodentia,2796.775,2013.3,Least Concern
Tax shake,Reptilia,Anura,2822.092,274.79,Least Concern
Bank end,Aves,Anura,2711.724,1977.81,Vulnerable
Nature story,Mammalia,Passeriformes,3140.519,2267.15,Vulnerable
Father join,Amphibia,Squamata,1154.391,1529.96,Extinct in the Wild
Art resource,Aves,Anura,3447.04,2588.71,Near Threatened
Together catch,Aves,Squamata,3294.205,610.59,Extinct in the Wild
Off process,Mammalia,Rodentia,4626.634,1868.87,Endangered
Successful score,Reptilia,Anura,2786.234,2880.67,Extinct in the Wild
Study child,Mammalia,Passeriformes,4303.346,2695.71,Extinct in the Wild
Dark claim,Reptilia,Anura,3727.332,1280.8,Critically Endangered
Their federal,Aves,Rodentia,4056.442,681.43,Near Threatened
Finish sit,Reptilia,Primates,4725.835,1826.42,Extinct in the Wild
Customer move,Actinopterygii,Primates,659.447,423.44,Critically Endangered
Fall result,Reptilia,Squamata,1132.302,135.72,Near Threatened
Face again,Mammalia,Rodentia,2009.329,135.5,Endangered
Catch rock,Amphibia,Rodentia,4303.938,1180.0,Least Concern
Light behavior,Aves,Rodentia,489.139,1097.07,Critically Endangered
Nature forget,Reptilia,Carnivora,4448.8,2140.96,Critically Endangered
Sing claim,Reptilia,Squamata,4294.967,1800.46,Critically Endangered
His range,Aves,Rodentia,3054.377,1975.52,Endangered
This eye,Aves,Squamata,3412.349,46.54,Vulnerable
Main believe,Aves,Rodentia,4321.69,685.65,Extinct in the Wild
Station dinner,Mammalia,Anura,3760.228,166.45,Least Concern
Perform management,Mammalia,Anura,4072.273,1789.44,Endangered
Ok suddenly,Reptilia,Passeriformes,1162.657,931.76,Extinct in the Wild
Carry team,Actinopterygii,Squamata,709.458,185.22,Endangered
Item father,Aves,Passeriformes,1002.98,1808.05,Endangered
Knowledge number,Amphibia,Primates,2095.354,737.57,Vulnerable
Social deal,Amphibia,Rodentia,365.581,424.92,Least Concern
Growth appear,Mammalia,Anura,2777.996,1199.51,Vulnerable
Million above,Aves,Passeriformes,3417.908,2896.17,Critically Endangered
Daughter could,Aves,Squamata,1812.336,2907.05,Extinct in the Wild
Huge region,Mammalia,Carnivora,96.063,2330.47,Endangered
Act art,Aves,Squamata,4906.337,2816.77,Vulnerable
Price bring,Actinopterygii,Anura,2141.678,1635.17,Endangered
Far alone,Actinopterygii,Primates,3410.979,2251.06,Least Concern
Oil under,Aves,Carnivora,2727.357,1780.61,Least Concern
Each know,Mammalia,Carnivora,772.937,1402.29,Extinct in the Wild
Own bad,Amphibia,Carnivora,3988.884,2101.92,Extinct in the Wild
Number offer,Amphibia,Squamata,2797.211,959.81,Endangered
Money structure,Reptilia,Anura,2169.527,1248.63,Endangered
Strategy walk,Mammalia,Primates,2733.905,1329.25,Vulnerable
Off good,Actinopterygii,Rodentia,2562.223,2968.0,Vulnerable
Whole there,Reptilia,Carnivora,3786.843,1930.52,Vulnerable
Meet consider,Reptilia,Passeriformes,1879.681,2466.17,Least Concern
Range near,Aves,Passeriformes,2349.762,504.12,Critically Endangered
Part attorney,Amphibia,Squamata,4955.444,1812.51,Extinct in the Wild
Attention end,Mammalia,Squamata,4562.587,1583.24,Vulnerable
Any leg,Mammalia,Carnivora,2137.144,372.69,Least Concern
Address without,Reptilia,Anura,4935.89,1692.36,Least Concern
Current policy,Reptilia,Anura,849.255,2359.31,Critically Endangered
Interest always,Mammalia,Carnivora,1028.649,2457.21,Extinct in the Wild
Hit start,Reptilia,Anura,3392.668,1106.06,Least Concern
Daughter plan,Amphibia,Squamata,838.394,2692.63,Critically Endangered
Send media,Aves,Carnivora,2141.979,1589.7,Vulnerable
Season activity,Actinopterygii,Primates,1360.793,2419.66,Critically Endangered
Traditional foot,Reptilia,Primates,989.665,2575.36,Critically Endangered
Fund community,Reptilia,Passeriformes,2708.714,2269.54,Critically Endangered
Impact indeed,Amphibia,Squamata,2930.855,2330.87,Endangered
Speech and,Amphibia,Squamata,4895.865,1765.49,Vulnerable
Art speech,Amphibia,Anura,3076.381,1619.26,Extinct in the Wild
Share also,Reptilia,Passeriformes,220.471,1835.62,Extinct in the Wild
Behavior our,Mammalia,Squamata,3771.98,1630.34,Near Threatened
Since hour,Amphibia,Passeriformes,1686.499,1563.15,Near Threatened
Enough him,Actinopterygii,Primates,483.55,1464.09,Vulnerable
And measure,Aves,Carnivora,4983.624,2579.62,Least Concern
Contain such,Mammalia,Anura,705.74,108.42,Extinct in the Wild
Phone do,Actinopterygii,Primates,2887.17,600.95,Vulnerable
Sense happy,Reptilia,Squamata,356.592,2804.07,Near Threatened
Suggest owner,Amphibia,Squamata,4643.261,949.58,Vulnerable
Likely trade,Amphibia,Passeriformes,2208.056,2296.07,Least Concern
Author parent,Actinopterygii,Anura,2572.662,665.73,Critically Endangered
Parent writer,Actinopterygii,Primates,1100.634,2474.35,Near Threatened
Assume prove,Mammalia,Rodentia,2304.824,2820.88,Extinct in the Wild
But at,Actinopterygii,Carnivora,3104.981,360.37,Least Concern
Just type,Amphibia,Carnivora,71.969,251.09,Vulnerable
Newspaper build,Mammalia,Passeriformes,4316.205,2398.48,Near Threatened
Read southern,Mammalia,Carnivora,3929.075,2889.47,Extinct in the Wild
Up draw,Reptilia,Anura,1473.443,2681.88,Vulnerable
Article range,Mammalia,Rodentia,1264.608,474.94,Critically Endangered
Avoid street,Aves,Squamata,378.02,2827.11,Extinct in the Wild
Season financial,Mammalia,Anura,187.483,1307.99,Vulnerable
Standard rule,Aves,Anura,4457.718,825.19,Critically Endangered
Pattern resource,Actinopterygii,Rodentia,103.797,842.07,Least Concern
Should single,Mammalia,Primates,3476.419,2953.54,Near Threatened
Exactly even,Actinopterygii,Passeriformes,838.15,641.71,Endangered
Point can,Aves,Anura,3272.824,1667.25,Endangered
Everyone official,Aves,Passeriformes,3615.307,1726.12,Critically Endangered
Wide new,Aves,Rodentia,4501.322,1888.13,Critically Endangered
Drop director,Reptilia,Squamata,1440.871,1202.0,Extinct in the Wild
Civil pressure,Amphibia,Anura,3087.187,2603.46,Extinct in the Wild
Fish quite,Reptilia,Squamata,4058.064,1520.91,Critically Endangered
Focus bit,Actinopterygii,Anura,3518.632,75.75,Vulnerable
Much speech,Aves,Carnivora,4748.722,2643.17,Near Threatened
One should,Mammalia,Passeriformes,4108.557,456.91,Critically Endangered
Employee activity,Mammalia,Primates,4660.677,760.88,Vulnerable
House recently,Aves,Carnivora,238.064,1203.7,Endangered
From school,Mammalia,Anura,3652.212,836.05,Vulnerable
Remember lot,Actinopterygii,Primates,1091.468,1157.65,Least Concern
Sing however,Actinopterygii,Rodentia,2576.384,1213.38,Endangered
Attention month,Amphibia,Squamata,4936.928,2097.99,Endangered
Task consider,Reptilia,Passeriformes,216.146,965.75,Critically Endangered
Nothing product,Amphibia,Anura,2056.219,1556.62,Endangered
Party particularly,Mammalia,Passeriformes,4924.828,301.69,Near Threatened
There maintain,Amphibia,Rodentia,981.458,2063.82,Near Threatened
Contain owner,Actinopterygii,Carnivora,1492.203,1377.0,Vulnerable
Able buy,Aves,Carnivora,578.197,111.83,Least Concern
Next difficult,Aves,Carnivora,4574.704,1494.49,Extinct in the Wild
Hope executive,Amphibia,Carnivora,95.037,2641.09,Critically Endangered
Often idea,Amphibia,Squamata,4998.235,1512.47,Endangered
Participant company,Actinopterygii,Carnivora,4444.568,2304.75,Extinct in the Wild
Billion wind,Reptilia,Squamata,3342.511,95.19,Least Concern
East enough,Aves,Squamata,2348.746,2722.49,Endangered
