species,class,order,weight_kg,length_cm,conservation_status
North four,Aves,Squamata,778.66,1529.5,Critically Endangered
Special back,Aves,Rodentia,4644.872,123.68,Near Threatened
Interesting least,Mammalia,Passeriformes,2133.55,2484.49,Vulnerable
Boy fall,Mammalia,Carnivora,3745.608,669.39,Vulnerable
Above trouble,Amphibia,Carnivora,3600.26,2990.3,Critically Endangered
Grow they,Mammalia,Carnivora,3320.739,2861.77,Near Threatened
Thousand think,Mammalia,Passeriformes,353.833,2063.23,Vulnerable
Least study,Aves,Squamata,4564.777,2429.05,Extinct in the Wild
Policy perform,Mammalia,Rodentia,4304.248,2975.36,Near Threatened
Research different,Amphibia,Carnivora,4548.655,995.32,Endangered
Guess shake,Actinopterygii,Passeriformes,2736.954,768.31,Endangered
Never money,Reptilia,Passeriformes,160.369,1158.86,Endangered
Woman this,Aves,Carnivora,953.264,2548.95,Least Concern
Loss statement,Aves,Carnivora,4947.657,2004.38,Extinct in the Wild
Various seem,Amphibia,Passeriformes,1088.668,2163.42,Critically Endangered
History newspaper,Actinopterygii,Primates,1061.101,864.48,Extinct in the Wild
Rest stand,Reptilia,Primates,2214.639,262.34,Least Concern
Cover how,Actinopterygii,Anura,3410.36,1743.8,Endangered
Medical protect,Aves,Carnivora,4500.963,889.33,Near Threatened
Size feel,Mammalia,Anura,3293.333,2652.71,Critically Endangered
Town fact,Aves,Rodentia,4102.657,1774.3,Near Threatened
Prepare money,Actinopterygii,Anura,3783.889,1686.16,Critically Endangered
Character it,Reptilia,Rodentia,4292.679,574.78,Critically Endangered
Involve various,Amphibia,Squamata,380.426,1809.78,Least Concern
Investment ahead,Amphibia,Anura,3280.964,2622.21,Near Threatened
Per age,Reptilia,Squamata,3268.03,552.22,Near Threatened
Society join,Actinopterygii,Rodentia,3004.114,2806.72,Critically Endangered
Moment scene,Reptilia,Primates,291.735,123.61,Near Threatened
Change consider,Reptilia,Carnivora,823.975,998.92,Extinct in the Wild
Firm fear,Mammalia,Squamata,1637.108,2559.5,Near Threatened
Name much,Actinopterygii,Squamata,3067.465,570.65,Near Threatened
Bad foreign,Reptilia,Squamata,1242.722,1607.46,Endangered
Couple generation,Aves,Anura,721.978,2306.22,Extinct in the Wild
Energy music,Aves,Passeriformes,4544.822,2405.59,Extinct in the Wild
Nearly drive,Mammalia,Anura,632.946,634.41,Vulnerable
Themselves several,Amphibia,Rodentia,4639.058,534.87,Extinct in the Wild
Usually long,Actinopterygii,Carnivora,325.669,199.49,Endangered
Become such,Mammalia,Squamata,1329.949,1860.8,Extinct in the Wild
Leave about,Reptilia,Carnivora,351.015,2674.76,Least Concern
True evidence,Aves,Rodentia,1392.075,30.82,Critically Endangered
Plant add,Aves,Carnivora,505.789,285.04,Least Concern
Store ever,Reptilia,Rodentia,627.12,2628.69,Near Threatened
Soldier do,Mammalia,Anura,978.34,2961.92,Critically Endangered
Item agreement,Aves,Carnivora,681.682,4.95,Near Threatened
Outside boy,Actinopterygii,Rodentia,545.873,149.63,Near Threatened
Include beautiful,Amphibia,Primates,4624.838,2509.67,Extinct in the Wild
Room group,Reptilia,Carnivora,4196.017,1878.17,Extinct in the Wild
Firm its,Actinopterygii,Carnivora,4719.195,2407.8,Extinct in the Wild
Song benefit,Actinopterygii,Squamata,2210.746,906.29,Critically Endangered
Audience if,Reptilia,Passeriformes,474.227,2238.38,Vulnerable
Describe still,Reptilia,Anura,2808.379,826.37,Least Concern
My explain,Reptilia,Primates,2203.411,370.02,Near Threatened
War few,Mammalia,Carnivora,3241.357,2669.86,Near Threatened
Chance deal,Actinopterygii,Anura,2396.781,1850.56,Extinct in the Wild
Beautiful forward,Amphibia,Anura,1295.29,529.72,Extinct in the Wild
Important fast,Aves,Passeriformes,3723.94,1997.47,Critically Endangered
Arm coach,Amphibia,Passeriformes,2609.311,2095.06,Near Threatened
Believe describe,Actinopterygii,Passeriformes,2236.651,398.79,Endangered
White message,Actinopterygii,Passeriformes,4682.364,1566.55,Extinct in the Wild
Themselves thought,Mammalia,Primates,3970.594,2080.57,Least Concern
Government never,Actinopterygii,Primates,1085.805,197.99,Endangered
Evening order,Actinopterygii,Passeriformes,4874.813,1042.18,Near Threatened
Say firm,Actinopterygii,Anura,491.666,1504.85,Vulnerable
Audience kitchen,Actinopterygii,Carnivora,4304.346,584.69,Near Threatened
Line ask,Reptilia,Anura,4297.771,2996.98,Vulnerable
