species,class,order,weight_kg,length_cm,conservation_status
Young challenge,Reptilia,Carnivora,1450.788,2201.31,Vulnerable
Determine east,Mammalia,Primates,4618.306,488.82,Critically Endangered
Hospital option,Actinopterygii,Primates,4882.472,1493.99,Critically Endangered
Return less,Reptilia,Primates,1380.444,817.88,Vulnerable
Phone easy,Aves,Rodentia,2944.099,2632.71,Extinct in the Wild
Skin affect,Mammalia,Anura,3252.666,92.12,Near Threatened
Opportunity program,Mammalia,Squamata,4598.394,720.07,Endangered
Nation five,Actinopterygii,Passeriformes,2056.071,722.18,Extinct in the Wild
Police card,Mammalia,Rodentia,4673.112,1087.96,Endangered
Join this,Reptilia,Rodentia,3988.399,2471.44,Extinct in the Wild
South young,Amphibia,Passeriformes,3997.776,1551.82,Near Threatened
From tough,Aves,Carnivora,4055.16,2234.84,Extinct in the Wild
Soon guy,Actinopterygii,Squamata,3041.088,82.6,Extinct in the Wild
Nor increase,Aves,Squamata,538.989,2424.43,Critically Endangered
Debate find,Amphibia,Passeriformes,3637.735,1503.76,Vulnerable
Another draw,Mammalia,Carnivora,3448.615,2998.77,Endangered
Worry shake,Amphibia,Passeriformes,725.786,383.89,Extinct in the Wild
Bit source,Reptilia,Anura,2153.924,916.07,Vulnerable
Head safe,Mammalia,Primates,2856.421,1071.02,Endangered
Partner respond,Reptilia,Carnivora,1199.262,1756.02,Vulnerable
Himself new,Aves,Carnivora,1430.094,613.69,Extinct in the Wild
Yet scientist,Amphibia,Squamata,4996.241,1276.11,Endangered
Middle his,Amphibia,Rodentia,1731.096,1836.03,Vulnerable
Off person,Mammalia,Carnivora,4379.577,2860.37,Critically Endangered
Special themselves,Reptilia,Passeriformes,2848.508,215.52,Critically Endangered
Between religious,Aves,Carnivora,161.731,2181.64,Least Concern
Animal truth,Reptilia,Anura,1068.139,1363.17,Extinct in the Wild
Town term,Reptilia,Squamata,524.045,2010.35,Vulnerable
Example dog,Aves,Rodentia,42.177,2888.51,Endangered
Best finish,Amphibia,Rodentia,2345.912,722.15,Endangered
Yes computer,Reptilia,Anura,4623.705,2374.13,Least Concern
West light,Amphibia,Rodentia,1265.11,158.28,Critically Endangered
Glass our,Actinopterygii,Primates,676.064,641.07,Near Threatened
Which training,Mammalia,Squamata,1839.045,881.6,Least Concern
Question ability,Actinopterygii,Rodentia,1996.818,1737.21,Near Threatened
North both,Mammalia,Carnivora,2923.242,408.68,Vulnerable
Score budget,Mammalia,Rodentia,4981.822,1357.92,Vulnerable
Them time,Actinopterygii,Anura,3643.377,211.31,Endangered
Work pull,Actinopterygii,Carnivora,2626.456,1035.44,Least Concern
Beautiful six,Mammalia,Anura,1616.817,2718.98,Extinct in the Wild
Land start,Aves,Squamata,1363.952,739.59,Near Threatened
Every building,Actinopterygii,Anura,2417.967,570.37,Vulnerable
Indeed task,Mammalia,Squamata,1794.864,443.92,Near Threatened
How near,Amphibia,Passeriformes,1866.664,357.31,Vulnerable
Arm town,Reptilia,Anura,2807.174,985.9,Vulnerable
Heart over,Mammalia,Passeriformes,1065.813,1603.41,Least Concern
A message,Mammalia,Rodentia,251.114,2867.55,Least Concern
Spend agency,Amphibia,Rodentia,3688.974,2013.95,Critically Endangered
Method need,Reptilia,Squamata,2654.602,2355.67,Endangered
Thought skill,Reptilia,Anura,2226.978,2108.61,Extinct in the Wild
Near force,Mammalia,Primates,1336.7,2048.77,Endangered
Final court,Reptilia,Squamata,4803.471,2357.28,Least Concern
Learn when,Amphibia,Anura,3959.591,2722.1,Critically Endangered
Authority garden,Amphibia,Primates,2671.791,1874.7,Endangered
Wait administration,Actinopterygii,Primates,4635.65,306.9,Extinct in the Wild
Like modern,Mammalia,Squamata,2538.112,2008.86,Vulnerable
Free page,Aves,Passeriformes,1829.729,2847.56,Extinct in the Wild
Office movement,Amphibia,Primates,109.048,2121.41,Critically Endangered
Center down,Reptilia,Squamata,4580.692,2547.49,Near Threatened
Upon work,Mammalia,Carnivora,3096.426,1275.0,Near Threatened
Who college,Amphibia,Rodentia,1751.677,1027.44,Least Concern
Return sing,Reptilia,Anura,2744.942,2187.26,Extinct in the Wild
Change just,Amphibia,Rodentia,1743.031,2385.49,Critically Endangered
Really anything,Actinopterygii,Squamata,4878.97,2663.88,Critically Endangered
Man answer,Reptilia,Passeriformes,844.185,1311.84,Endangered
Visit again,Reptilia,Primates,114.873,2370.32,Endangered
Themselves simply,Amphibia,Rodentia,1462.607,2684.87,Vulnerable
Up southern,Reptilia,Passeriformes,2614.007,2067.38,Least Concern
Continue home,Aves,Primates,1804.59,1627.93,Extinct in the Wild
Including wall,Amphibia,Primates,4560.606,51.63,Extinct in the Wild
Television reality,Mammalia,Carnivora,4151.515,149.78,Endangered
Mind those,Mammalia,Anura,2819.917,333.73,Vulnerable
Middle response,Amphibia,Primates,3789.109,1842.9,Extinct in the Wild
Ability business,Actinopterygii,Squamata,734.959,2836.41,Least Concern
Piece activity,Aves,Passeriformes,1260.859,1542.65,Least Concern
Expert hope,Mammalia,Anura,2335.051,2354.94,Near Threatened
Meet seven,Amphibia,Anura,990.764,269.98,Endangered
Night current,Reptilia,Anura,1959.887,2908.13,Extinct in the Wild
Contain process,Mammalia,Passeriformes,4983.783,1861.65,Extinct in the Wild
Head leg,Actinopterygii,Carnivora,3482.525,2044.59,Critically Endangered
Across watch,Mammalia,Passeriformes,1288.714,1222.98,Extinct in the Wild
Human really,Reptilia,Primates,1308.482,2217.17,Endangered
Put man,Aves,Carnivora,2332.501,1421.42,Vulnerable
Million protect,Amphibia,Carnivora,3425.386,2519.01,Critically Endangered
Boy draw,Aves,Anura,738.01,578.13,Vulnerable
Community day,Amphibia,Passeriformes,4621.143,1566.21,Endangered
Determine bag,Amphibia,Primates,3518.297,1603.25,Critically Endangered
Down such,Amphibia,Passeriformes,1990.465,2398.22,Near Threatened
Former indicate,Mammalia,Rodentia,4233.51,2566.22,Least Concern
Any few,Actinopterygii,Anura,2578.074,1907.36,Extinct in the Wild
Company toward,Reptilia,Passeriformes,4795.34,1979.57,Least Concern
Program how,Reptilia,Carnivora,2971.865,2107.29,Extinct in the Wild
Time wrong,Amphibia,Squamata,4711.827,676.8,Extinct in the Wild
Beyond should,Mammalia,Rodentia,2928.206,2917.62,Vulnerable
Whether sport,Mammalia,Passeriformes,2783.445,1050.94,Endangered
Interview wrong,Actinopterygii,Rodentia,3134.4,543.71,Extinct in the Wild
Performance military,Reptilia,Carnivora,2066.354,1773.56,Endangered
Author soon,Aves,Rodentia,1102.3,1564.48,Endangered
Culture field,Actinopterygii,Passeriformes,3484.574,423.56,Least Concern
Interview case,Amphibia,Anura,4738.294,1259.74,Least Concern
Time space,Aves,Passeriformes,4266.358,1703.94,Extinct in the Wild
Study learn,Reptilia,Rodentia,333.066,901.69,Near Threatened
This sport,Amphibia,Rodentia,2268.67,1234.16,Least Concern
Our need,Mammalia,Passeriformes,1946.537,984.02,Least Concern
Claim process,Actinopterygii,Passeriformes,1686.215,191.02,Extinct in the Wild
Year now,Amphibia,Rodentia,2372.217,984.45,Endangered
Increase mission,Amphibia,Passeriformes,1963.146,1040.71,Vulnerable
Vote production,Mammalia,Squamata,757.917,1019.86,Endangered
Without need,Actinopterygii,Squamata,3377.224,2881.71,Least Concern
Available on,Aves,Carnivora,1663.341,420.18,Least Concern
Girl then,Actinopterygii,Rodentia,761.603,726.49,Vulnerable
Class throw,Mammalia,Anura,4023.648,2272.76,Near Threatened
Collection important,Reptilia,Anura,2970.201,784.06,Near Threatened
Argue form,Mammalia,Squamata,4088.402,2636.82,Extinct in the Wild
Appear candidate,Amphibia,Rodentia,2084.888,2681.42,Vulnerable
Interest cut,Amphibia,Carnivora,1066.61,1737.1,Critically Endangered
Year information,Aves,Primates,4588.582,2266.06,Endangered
Discuss other,Actinopterygii,Passeriformes,1049.938,2559.85,Least Concern
