species,class,order,weight_kg,length_cm,conservation_status
Republican measure,Aves,Passeriformes,3539.26,2129.09,Near Threatened
Mrs never,Mammalia,Squamata,1431.635,2311.56,Endangered
Response yet,Mammalia,Primates,3918.152,583.81,Endangered
Evidence defense,Actinopterygii,Primates,3578.736,2983.5,Vulnerable
Accept like,Mammalia,Anura,4909.268,2796.13,Endangered
Push prove,Mammalia,Anura,4419.859,2926.06,Least Concern
Under most,Aves,Primates,4141.444,2766.53,Vulnerable
Arrive price,Amphibia,Rodentia,3733.746,2836.11,Critically Endangered
Into will,Aves,Squamata,1587.113,2290.34,Vulnerable
Example mother,Reptilia,Rodentia,1390.115,1807.34,Endangered
Likely concern,Actinopterygii,Rodentia,4172.887,2132.85,Near Threatened
Front sort,Amphibia,Carnivora,4246.722,2039.78,Least Concern
Maintain individual,Aves,Squamata,1025.727,2723.18,Least Concern
Six must,Reptilia,Rodentia,4021.308,2675.37,Least Concern
Student space,Actinopterygii,Rodentia,4191.634,909.04,Near Threatened
Yourself traditional,Mammalia,Rodentia,4750.443,1010.85,Endangered
Data door,Aves,Squamata,1946.134,1687.72,Endangered
Prepare minute,Amphibia,Primates,701.533,1963.06,Endangered
Impact girl,Actinopterygii,Carnivora,925.127,1008.9,Endangered
Road lot,Actinopterygii,Squamata,3374.438,496.91,Least Concern
Three century,Amphibia,Primates,3954.089,1981.28,Critically Endangered
Step buy,Amphibia,Carnivora,2071.553,702.07,Near Threatened
Bag upon,Reptilia,Primates,945.647,601.7,Critically Endangered
Building free,Actinopterygii,Primates,1967.44,2123.53,Extinct in the Wild
Book determine,Actinopterygii,Carnivora,412.265,859.87,Vulnerable
Eight big,Actinopterygii,Anura,442.636,179.0,Endangered
National well,Reptilia,Rodentia,559.141,1128.64,Least Concern
Also ok,Reptilia,Primates,1959.252,1925.32,Near Threatened
Republican environment,Aves,Squamata,565.023,1778.76,Endangered
Keep wind,Amphibia,Carnivora,1779.446,492.49,Extinct in the Wild
Easy these,Aves,Anura,4450.222,2181.74,Critically Endangered
Per cell,Actinopterygii,Squamata,3214.614,1121.18,Critically Endangered
