species,class,order,weight_kg,length_cm,conservation_status
Art about,Mammalia,Primates,4941.942,2088.04,Near Threatened
Each whole,Amphibia,Primates,3637.295,2339.28,Extinct in the Wild
Information realize,Amphibia,Squamata,4264.435,1072.8,Extinct in the Wild
Soldier region,Aves,Carnivora,4881.799,2807.38,Near Threatened
Discover if,Reptilia,Rodentia,4293.683,301.78,Critically Endangered
Lead structure,Actinopterygii,Carnivora,1845.271,1506.27,Endangered
Now film,Aves,Carnivora,2994.919,1735.93,Vulnerable
Success Republican,Actinopterygii,Rodentia,1825.497,2175.79,Least Concern
Middle themselves,Amphibia,Passeriformes,1484.273,2003.83,Extinct in the Wild
Environmental receive,Aves,Squamata,691.055,1338.74,Extinct in the Wild
Time may,Mammalia,Passeriformes,4561.84,2382.97,Least Concern
Should professional,Reptilia,Squamata,2699.745,1153.59,Least Concern
Fine ever,Aves,Passeriformes,2226.866,79.86,Near Threatened
Hand hope,Amphibia,Primates,2073.054,964.76,Near Threatened
Loss store,Aves,Carnivora,415.816,1390.68,Endangered
Once national,Aves,Rodentia,4242.225,1308.71,Vulnerable
Save social,Reptilia,Primates,4590.28,483.88,Endangered
Thought manage,Reptilia,Rodentia,749.478,809.1,Vulnerable
Song back,Actinopterygii,Anura,2406.991,1514.27,Endangered
Same two,Reptilia,Passeriformes,854.008,2765.27,Critically Endangered
Page century,Mammalia,Carnivora,4083.31,2274.32,Least Concern
Seek of,Mammalia,Passeriformes,1381.596,2308.76,Extinct in the Wild
Number together,Actinopterygii,Anura,4033.988,2828.94,Critically Endangered
Close yard,Reptilia,Primates,1080.227,912.26,Critically Endangered
Skin community,Aves,Carnivora,1830.171,1885.05,Near Threatened
Avoid out,Mammalia,Rodentia,3451.098,1223.6,Least Concern
Price reflect,Amphibia,Rodentia,4666.772,223.56,Extinct in the Wild
Media onto,Amphibia,Squamata,4887.508,870.78,Vulnerable
Nature almost,Amphibia,Anura,4352.978,1878.53,Vulnerable
Country top,Mammalia,Squamata,286.2,1561.52,Vulnerable
Part reason,Amphibia,Rodentia,3989.278,43.99,Vulnerable
Sense Mrs,Amphibia,Anura,4931.451,1117.77,Critically Endangered
Above chair,Amphibia,Rodentia,4887.819,1663.89,Endangered
Live increase,Aves,Passeriformes,2140.023,665.43,Extinct in the Wild
The successful,Actinopterygii,Squamata,2891.432,2777.62,Vulnerable
Window somebody,Amphibia,Primates,3138.352,25.73,Extinct in the Wild
Inside center,Aves,Carnivora,2298.295,683.5,Extinct in the Wild
Power detail,Mammalia,Primates,1212.462,1270.43,Extinct in the Wild
Garden common,Reptilia,Primates,4488.17,447.7,Least Concern
Top have,Actinopterygii,Carnivora,3552.358,485.82,Near Threatened
Opportunity middle,Actinopterygii,Passeriformes,3828.982,1968.39,Vulnerable
Weight democratic,Amphibia,Passeriformes,2416.275,2811.47,Critically Endangered
Religious meeting,Actinopterygii,Squamata,4601.687,486.97,Extinct in the Wild
Power hold,Mammalia,Rodentia,1722.428,1216.36,Near Threatened
Woman near,Mammalia,Squamata,4229.513,494.68,Extinct in the Wild
Likely enjoy,Mammalia,Carnivora,3090.848,835.58,Near Threatened
Indicate check,Mammalia,Passeriformes,2105.478,2502.58,Extinct in the Wild
Interest decade,Aves,Primates,1043.531,991.64,Vulnerable
Southern challenge,Actinopterygii,Anura,535.709,491.18,Critically Endangered
Medical add,Actinopterygii,Squamata,351.917,2891.36,Endangered
Start as,Actinopterygii,Rodentia,4979.218,2186.69,Near Threatened
Ever attention,Reptilia,Anura,471.137,358.95,Vulnerable
Summer member,Mammalia,Rodentia,1075.125,370.2,Critically Endangered
Must form,Amphibia,Anura,2495.995,1797.27,Near Threatened
Exist wait,Mammalia,Passeriformes,984.897,263.77,Endangered
Situation note,Actinopterygii,Primates,3903.841,2503.49,Critically Endangered
Red former,Actinopterygii,Rodentia,4500.508,86.62,Extinct in the Wild
Interesting indeed,Amphibia,Squamata,2949.163,746.45,Endangered
Hit ok,Amphibia,Squamata,4683.573,1970.94,Near Threatened
Concern success,Amphibia,Primates,390.81,1921.48,Least Concern
Compare special,Reptilia,Squamata,1753.771,2026.07,Endangered
Skin soon,Aves,Passeriformes,2035.933,1792.95,Near Threatened
Sort baby,Aves,Rodentia,4124.48,1957.75,Endangered
Resource area,Mammalia,Passeriformes,4646.338,605.03,Extinct in the Wild
Receive usually,Mammalia,Carnivora,1534.273,1417.92,Near Threatened
Seek religious,Mammalia,Anura,2264.4,1985.39,Endangered
Worker available,Reptilia,Rodentia,4936.025,986.71,Least Concern
Word allow,Amphibia,Carnivora,4768.288,1091.86,Extinct in the Wild
Rich early,Amphibia,Rodentia,4595.035,2275.93,Vulnerable
Significant quality,Aves,Squamata,781.701,43.14,Least Concern
