species,class,order,weight_kg,length_cm,conservation_status
Fly close,Actinopterygii,Squamata,1978.244,425.68,Critically Endangered
Director whole,Mammalia,Rodentia,3543.082,385.85,Least Concern
Drive produce,Reptilia,Primates,85.163,666.48,Extinct in the Wild
Life spend,Actinopterygii,Passeriformes,2740.806,1143.06,Least Concern
Three none,Amphibia,Rodentia,4266.199,1587.1,Near Threatened
Research force,Aves,Primates,335.911,2538.17,Extinct in the Wild
Work break,Mammalia,Rodentia,229.891,2710.79,Vulnerable
Avoid boy,Mammalia,Primates,2367.587,247.85,Critically Endangered
Soon gas,Reptilia,Carnivora,4479.269,553.27,Critically Endangered
Material choose,Actinopterygii,Squamata,2030.108,2170.43,Critically Endangered
On campaign,Mammalia,Carnivora,2973.888,48.65,Endangered
Girl near,Aves,Primates,864.785,436.08,Extinct in the Wild
Law remain,Amphibia,Carnivora,3018.738,2495.65,Near Threatened
Last street,Actinopterygii,Carnivora,4903.405,625.59,Vulnerable
One keep,Reptilia,Rodentia,824.752,90.17,Extinct in the Wild
Result want,Mammalia,Squamata,1679.073,456.75,Near Threatened
Box share,Aves,Passeriformes,3472.3,387.45,Vulnerable
Ability budget,Amphibia,Rodentia,467.276,20.73,Extinct in the Wild
Job word,Aves,Rodentia,503.665,2093.1,Critically Endangered
International cold,Amphibia,Carnivora,3778.733,1230.68,Endangered
Act fly,Aves,Primates,2509.848,2322.1,Critically Endangered
Bring dog,Mammalia,Anura,3649.482,1553.01,Least Concern
Yeah rock,Actinopterygii,Rodentia,4890.365,1554.82,Endangered
Skin support,Amphibia,Primates,3943.622,2372.69,Critically Endangered
Coach understand,Actinopterygii,Passeriformes,234.681,2224.46,Least Concern
Study north,Amphibia,Squamata,2299.358,1386.43,Vulnerable
Understand chair,Amphibia,Anura,515.281,2082.35,Least Concern
American bring,Mammalia,Passeriformes,3415.785,1548.76,Vulnerable
Interview foreign,Reptilia,Passeriformes,1458.926,161.05,Vulnerable
Real enough,Aves,Rodentia,2352.235,718.43,Endangered
Lawyer will,Aves,Carnivora,3171.191,1232.42,Near Threatened
Class part,Amphibia,Squamata,4381.456,677.21,Least Concern
Meeting strategy,Actinopterygii,Squamata,1323.567,1766.64,Vulnerable
Political share,Amphibia,Carnivora,1707.016,177.32,Critically Endangered
Like four,Reptilia,Anura,4986.033,1094.34,Near Threatened
Of short,Aves,Anura,4925.461,1698.34,Least Concern
Form animal,Amphibia,Primates,665.628,113.95,Extinct in the Wild
Garden standard,Mammalia,Carnivora,3221.309,487.22,Least Concern
Tax pretty,Actinopterygii,Carnivora,501.907,2230.52,Near Threatened
Long support,Reptilia,Squamata,2474.437,2590.17,Vulnerable
