species,class,order,weight_kg,length_cm,conservation_status
Party community,Actinopterygii,Passeriformes,3633.337,1106.09,Critically Endangered
They skin,Mammalia,Rodentia,2005.569,827.96,Critically Endangered
Sign must,Amphibia,Carnivora,4529.297,468.88,Extinct in the Wild
Good voice,Actinopterygii,Squamata,4253.18,2684.22,Vulnerable
For road,Actinopterygii,Anura,2159.15,2000.86,Extinct in the Wild
Standard than,Amphibia,Passeriformes,3228.598,1615.8,Critically Endangered
Ever door,Reptilia,Rodentia,2341.784,1532.51,Extinct in the Wild
Book policy,Reptilia,Passeriformes,1645.815,1637.34,Near Threatened
Ability place,Mammalia,Anura,2978.879,1558.31,Least Concern
Lay me,Aves,Passeriformes,3524.308,1206.09,Vulnerable
She girl,Amphibia,Carnivora,4550.464,1300.54,Vulnerable
Street final,Amphibia,Carnivora,2207.34,251.3,Critically Endangered
Bring bag,Reptilia,Passeriformes,2336.698,1099.93,Near Threatened
Able their,Amphibia,Anura,4921.651,438.47,Least Concern
Wrong who,Reptilia,Primates,3585.949,1092.53,Critically Endangered
School receive,Aves,Passeriformes,2498.927,1401.91,Extinct in the Wild
Effect see,Reptilia,Passeriformes,3364.773,1912.27,Near Threatened
Understand same,Aves,Carnivora,4921.429,1654.61,Critically Endangered
Chance specific,Amphibia,Rodentia,3361.784,1311.03,Critically Endangered
Possible space,Mammalia,Squamata,3019.797,2529.31,Extinct in the Wild
Choice prove,Mammalia,Passeriformes,4490.943,27.46,Least Concern
Approach assume,Actinopterygii,Passeriformes,3567.421,2973.06,Critically Endangered
Training space,Reptilia,Primates,3504.405,2242.75,Endangered
Continue interesting,Actinopterygii,Passeriformes,3381.782,2163.57,Critically Endangered
Soon want,Actinopterygii,Rodentia,2273.554,620.1,Near Threatened
Around remember,Amphibia,Anura,2418.417,2195.9,Least Concern
Gun per,Actinopterygii,Anura,1022.015,1553.58,Least Concern
Strong bed,Aves,Rodentia,1352.735,1403.33,Extinct in the Wild
Else without,Amphibia,Anura,788.067,710.08,Critically Endangered
West skill,Actinopterygii,Anura,3310.252,1005.76,Endangered
Truth determine,Aves,Primates,1250.588,2520.92,Critically Endangered
Phone four,Mammalia,Squamata,2716.504,57.98,Critically Endangered
Anything size,Aves,Primates,4297.073,2842.01,Least Concern
Cover usually,Reptilia,Passeriformes,3278.544,828.06,Critically Endangered
Book there,Amphibia,Passeriformes,1742.407,864.38,Extinct in the Wild
Daughter appear,Aves,Squamata,4582.509,708.91,Least Concern
Change collection,Mammalia,Anura,4702.656,462.16,Vulnerable
Brother network,Reptilia,Rodentia,1992.348,969.96,Extinct in the Wild
Power draw,Aves,Primates,2948.74,2128.96,Endangered
Cultural sister,Mammalia,Anura,3430.023,2875.15,Least Concern
Team fill,Amphibia,Carnivora,549.656,23.23,Extinct in the Wild
Can her,Actinopterygii,Passeriformes,368.105,2099.07,Endangered
Lay administration,Amphibia,Carnivora,267.634,1181.24,Least Concern
Environmental here,Aves,Carnivora,4132.732,375.49,Critically Endangered
White maintain,Aves,Carnivora,4442.245,2045.51,Least Concern
Will various,Reptilia,Squamata,4862.427,1336.86,Near Threatened
Beautiful seem,Actinopterygii,Primates,136.532,500.0,Critically Endangered
Seven visit,Mammalia,Passeriformes,3628.793,1445.45,Endangered
She hour,Aves,Carnivora,4079.576,191.96,Critically Endangered
Employee sign,Actinopterygii,Primates,879.918,2418.39,Vulnerable
Ok we,Mammalia,Passeriformes,459.589,1420.33,Endangered
Only mother,Amphibia,Squamata,4479.453,1893.41,Endangered
Time action,Aves,Anura,1410.409,2802.34,Extinct in the Wild
Add together,Aves,Squamata,534.648,1928.91,Near Threatened
Say event,Actinopterygii,Passeriformes,3259.628,29.58,Extinct in the Wild
Time page,Actinopterygii,Rodentia,3820.251,2220.31,Endangered
Voice open,Amphibia,Primates,4858.666,102.8,Endangered
War American,Actinopterygii,Rodentia,1049.747,2290.18,Least Concern
Suddenly mouth,Mammalia,Carnivora,190.165,929.78,Least Concern
Oil success,Aves,Carnivora,4472.942,214.73,Critically Endangered
Quite yard,Reptilia,Rodentia,331.25,500.75,Near Threatened
Page type,Amphibia,Carnivora,4614.691,2957.74,Endangered
Push nature,Reptilia,Squamata,4671.128,386.7,Near Threatened
Others other,Aves,Passeriformes,3444.306,2123.16,Vulnerable
Yet deep,Actinopterygii,Rodentia,3322.757,1064.22,Least Concern
Situation however,Reptilia,Squamata,4616.39,2174.62,Least Concern
Available response,Amphibia,Rodentia,402.991,1262.13,Least Concern
Stage budget,Reptilia,Carnivora,61.975,2677.1,Least Concern
Car however,Mammalia,Passeriformes,887.667,763.37,Vulnerable
Name stand,Reptilia,Carnivora,3042.519,1448.38,Near Threatened
Include attack,Actinopterygii,Carnivora,4154.04,2972.99,Least Concern
Thousand lawyer,Aves,Squamata,3177.456,2616.43,Least Concern
Author feeling,Amphibia,Passeriformes,2892.404,594.3,Endangered
Data fill,Aves,Anura,4743.494,2118.43,Vulnerable
Artist cause,Actinopterygii,Passeriformes,3467.302,414.13,Extinct in the Wild
Card avoid,Aves,Primates,1383.428,1076.5,Vulnerable
Shake inside,Mammalia,Passeriformes,191.761,332.07,Near Threatened
Rise military,Reptilia,Squamata,2312.159,229.99,Endangered
Style national,Amphibia,Rodentia,1001.471,1842.84,Critically Endangered
Suggest case,Mammalia,Carnivora,1757.611,1481.2,Extinct in the Wild
Position old,Mammalia,Rodentia,40.444,1769.48,Near Threatened
Social firm,Reptilia,Rodentia,4347.421,2748.37,Endangered
Ability environment,Amphibia,Rodentia,4717.694,929.13,Near Threatened
Education his,Amphibia,Passeriformes,2538.585,2749.49,Endangered
Left north,Amphibia,Carnivora,1545.37,382.43,Vulnerable
Seek network,Reptilia,Primates,2402.974,431.67,Vulnerable
Trade reveal,Aves,Anura,903.65,1190.85,Near Threatened
Program practice,Mammalia,Carnivora,4988.932,1312.28,Near Threatened
Agree speech,Reptilia,Anura,4826.918,1598.16,Endangered
Speech we,Actinopterygii,Anura,1645.275,1598.95,Least Concern
Anything society,Actinopterygii,Anura,1972.509,2293.15,Critically Endangered
Available learn,Reptilia,Rodentia,2280.59,2809.51,Least Concern
International me,Amphibia,Rodentia,35.351,915.6,Vulnerable
Its room,Reptilia,Anura,4262.489,910.81,Endangered
Inside media,Reptilia,Rodentia,4105.258,114.64,Critically Endangered
Public public,Actinopterygii,Rodentia,1613.207,356.24,Near Threatened
Tonight similar,Mammalia,Carnivora,3587.32,2087.68,Critically Endangered
Opportunity improve,Amphibia,Passeriformes,3401.858,1231.96,Vulnerable
Another director,Mammalia,Rodentia,640.288,1128.37,Near Threatened
Dinner hear,Amphibia,Passeriformes,3475.168,1195.58,Least Concern
Policy often,Aves,Passeriformes,1658.216,1376.87,Near Threatened
Radio yes,Aves,Rodentia,3220.772,1041.91,Endangered
Media poor,Mammalia,Anura,4448.074,221.23,Endangered
Real court,Aves,Passeriformes,3989.99,2955.66,Critically Endangered
Floor operation,Reptilia,Passeriformes,3784.197,297.85,Endangered
Politics college,Aves,Primates,4169.416,2587.78,Near Threatened
Few goal,Aves,Squamata,4492.457,2686.05,Vulnerable
Available traditional,Reptilia,Squamata,1458.063,2599.95,Near Threatened
Remain drop,Reptilia,Primates,3821.305,109.18,Critically Endangered
Improve kid,Mammalia,Passeriformes,1461.897,1506.64,Critically Endangered
Fire simple,Aves,Anura,3936.02,81.31,Critically Endangered
Range listen,Mammalia,Primates,2592.152,93.03,Critically Endangered
Quickly involve,Mammalia,Anura,3350.08,1716.04,Critically Endangered
Follow everything,Mammalia,Primates,1625.358,1723.14,Vulnerable
Foot TV,Reptilia,Anura,3537.09,1182.58,Vulnerable
Again piece,Amphibia,Primates,178.386,1812.35,Extinct in the Wild
Animal exist,Reptilia,Primates,4735.238,1717.29,Near Threatened
Or house,Aves,Anura,901.716,2036.85,Near Threatened
Letter leader,Aves,Primates,3750.815,565.98,Extinct in the Wild
Shake still,Aves,Anura,1465.089,685.03,Vulnerable
Enter push,Amphibia,Squamata,2055.435,2040.87,Extinct in the Wild
Land see,Amphibia,Carnivora,3686.671,2309.64,Extinct in the Wild
Deal natural,Mammalia,Passeriformes,2305.051,850.8,Endangered
Need relate,Aves,Passeriformes,1445.978,2339.3,Endangered
Interview Mr,Reptilia,Rodentia,487.981,553.91,Critically Endangered
Light few,Reptilia,Passeriformes,1988.063,2124.05,Extinct in the Wild
Yard in,Amphibia,Rodentia,27.762,2888.43,Extinct in the Wild
Lay training,Actinopterygii,Carnivora,4042.669,2250.21,Critically Endangered
About air,Amphibia,Rodentia,4988.386,2907.28,Vulnerable
Budget score,Actinopterygii,Rodentia,3041.478,1670.71,Near Threatened
Former admit,Amphibia,Passeriformes,1989.733,1005.0,Critically Endangered
Parent stand,Mammalia,Squamata,2278.487,1814.61,Vulnerable
Expert clearly,Amphibia,Squamata,4179.505,1635.42,Least Concern
Development law,Reptilia,Squamata,1933.56,914.04,Least Concern
Beautiful beyond,Actinopterygii,Primates,4412.237,1820.22,Vulnerable
Strong show,Mammalia,Passeriformes,2632.645,2857.43,Least Concern
Leader human,Reptilia,Squamata,4973.567,49.22,Least Concern
Improve here,Actinopterygii,Passeriformes,588.853,2906.73,Critically Endangered
Place concern,Aves,Passeriformes,2903.236,833.44,Near Threatened
