species,class,order,weight_kg,length_cm,conservation_status
Team of,Reptilia,Anura,1218.132,740.27,Least Concern
Bit standard,Actinopterygii,Primates,1817.289,651.72,Extinct in the Wild
Book before,Reptilia,Anura,1277.194,954.13,Extinct in the Wild
Mrs politics,Amphibia,Carnivora,4901.646,1782.95,Extinct in the Wild
Outside participant,Aves,Squamata,4018.215,686.5,Least Concern
Say pass,Aves,Passeriformes,1628.453,2237.53,Endangered
Word send,Aves,Passeriformes,335.221,2072.33,Critically Endangered
Thought very,Aves,Primates,627.48,2695.0,Least Concern
Size prepare,Aves,Passeriformes,1658.081,529.48,Least Concern
Within you,Reptilia,Rodentia,3047.393,2388.04,Extinct in the Wild
Woman deep,Amphibia,Passeriformes,4786.628,1308.38,Near Threatened
Answer computer,Aves,Squamata,4119.352,2976.93,Least Concern
Research allow,Reptilia,Anura,142.433,1691.93,Extinct in the Wild
Career act,Reptilia,Passeriformes,3282.399,496.77,Endangered
Keep believe,Amphibia,Passeriformes,2001.704,2700.02,Critically Endangered
Meet show,Reptilia,Primates,1942.63,631.48,Vulnerable
If likely,Reptilia,Passeriformes,3573.335,1164.87,Critically Endangered
Step environmental,Actinopterygii,Carnivora,1534.515,1822.88,Endangered
However should,Amphibia,Squamata,426.597,1710.84,Extinct in the Wild
Score half,Amphibia,Passeriformes,3742.157,1414.03,Extinct in the Wild
Ability several,Mammalia,Anura,1646.887,2674.6,Extinct in the Wild
Majority forward,Aves,Anura,191.534,2510.89,Near Threatened
Education cell,Actinopterygii,Primates,2895.269,2740.49,Least Concern
Down within,Amphibia,Carnivora,2016.631,1918.29,Endangered
Possible meeting,Amphibia,Passeriformes,3340.962,1530.85,Near Threatened
Left woman,Amphibia,Rodentia,4403.807,466.23,Endangered
Since rock,Mammalia,Rodentia,1562.238,380.44,Extinct in the Wild
Include throw,Reptilia,Rodentia,1381.536,588.43,Critically Endangered
Even organization,Aves,Carnivora,3760.57,1722.93,Vulnerable
Should author,Reptilia,Carnivora,1312.218,2801.63,Near Threatened
Down month,Mammalia,Passeriformes,4849.481,1171.49,Vulnerable
Successful decide,Amphibia,Carnivora,4251.66,1171.81,Extinct in the Wild
Company analysis,Actinopterygii,Squamata,3642.887,1200.32,Vulnerable
Cell half,Reptilia,Rodentia,1428.964,2548.62,Critically Endangered
Friend economy,Reptilia,Carnivora,3657.594,1841.88,Critically Endangered
Car never,Actinopterygii,Squamata,1447.988,501.64,Extinct in the Wild
Research song,Mammalia,Primates,289.404,1787.96,Vulnerable
Summer smile,Actinopterygii,Squamata,1505.45,173.99,Near Threatened
Information fine,Actinopterygii,Passeriformes,3471.208,1335.36,Critically Endangered
According upon,Reptilia,Rodentia,3422.499,799.84,Extinct in the Wild
Wide expert,Reptilia,Primates,3245.671,823.44,Near Threatened
Difficult personal,Mammalia,Squamata,1823.463,2543.52,Critically Endangered
Start minute,Aves,Anura,4837.961,975.81,Near Threatened
Appear answer,Mammalia,Squamata,2406.022,2802.54,Extinct in the Wild
Study employee,Aves,Anura,1240.285,1130.04,Vulnerable
Old people,Aves,Passeriformes,4430.956,1295.92,Critically Endangered
Girl claim,Reptilia,Carnivora,2774.412,983.9,Extinct in the Wild
By second,Actinopterygii,Passeriformes,3422.57,2041.32,Near Threatened
Participant add,Amphibia,Anura,3393.578,2811.6,Near Threatened
Else truth,Reptilia,Squamata,4979.579,2812.92,Near Threatened
Focus money,Aves,Carnivora,1886.136,2994.71,Near Threatened
Yet if,Mammalia,Primates,3165.477,49.4,Critically Endangered
Mouth high,Amphibia,Passeriformes,4920.836,523.55,Least Concern
Policy scene,Aves,Carnivora,2671.723,344.08,Least Concern
After themselves,Mammalia,Primates,3198.715,771.01,Critically Endangered
Type only,Reptilia,Anura,4212.232,490.42,Extinct in the Wild
Report voice,Aves,Rodentia,444.684,2845.72,Vulnerable
Hand available,Amphibia,Primates,4140.934,2307.96,Least Concern
Front way,Reptilia,Squamata,4054.673,2733.01,Least Concern
Involve only,Aves,Squamata,4271.751,1377.36,Vulnerable
Administration popular,Aves,Rodentia,320.592,364.84,Critically Endangered
Someone mind,Actinopterygii,Carnivora,508.043,68.57,Least Concern
Arm all,Reptilia,Squamata,3792.287,2737.16,Endangered
Point walk,Aves,Rodentia,4594.84,1350.67,Near Threatened
Respond turn,Amphibia,Anura,3850.595,867.17,Extinct in the Wild
Drop machine,Mammalia,Passeriformes,3278.349,1025.85,Least Concern
Car trial,Aves,Rodentia,3541.49,1207.94,Critically Endangered
Cause rich,Mammalia,Passeriformes,4439.112,2287.74,Extinct in the Wild
Way natural,Reptilia,Carnivora,3591.853,1868.88,Extinct in the Wild
Newspaper usually,Amphibia,Anura,1308.875,9.56,Critically Endangered
Most education,Mammalia,Squamata,4668.429,978.35,Endangered
Body full,Mammalia,Passeriformes,1690.317,575.08,Extinct in the Wild
Half individual,Mammalia,Carnivora,3123.638,2026.5,Endangered
Front rise,Actinopterygii,Carnivora,1606.107,2068.61,Vulnerable
Produce term,Actinopterygii,Anura,1193.184,1972.65,Near Threatened
Tv pull,Actinopterygii,Passeriformes,4236.012,2923.68,Critically Endangered
Rock base,Actinopterygii,Squamata,3241.772,2601.68,Critically Endangered
Necessary from,Amphibia,Carnivora,434.065,1140.88,Endangered
Movie could,Aves,Rodentia,213.443,2734.8,Near Threatened
Food feel,Aves,Rodentia,3805.488,1460.99,Least Concern
Pm safe,Amphibia,Rodentia,2430.337,98.3,Least Concern
Set table,Mammalia,Passeriformes,901.743,1106.81,Near Threatened
However movie,Reptilia,Passeriformes,3343.213,552.96,Vulnerable
Ago network,Mammalia,Anura,631.965,615.51,Vulnerable
Dinner Congress,Reptilia,Primates,2876.676,1468.49,Endangered
Administration place,Reptilia,Squamata,2840.213,1063.62,Near Threatened
Man assume,Aves,Rodentia,3390.601,2961.26,Extinct in the Wild
Together seem,Mammalia,Carnivora,306.943,489.03,Least Concern
Bar question,Actinopterygii,Squamata,193.422,741.01,Least Concern
Form phone,Aves,Anura,2497.228,2100.76,Near Threatened
Various create,Mammalia,Squamata,4186.398,2910.46,Extinct in the Wild
And reality,Mammalia,Squamata,2797.187,1911.26,Extinct in the Wild
Organization other,Amphibia,Anura,2173.062,91.27,Extinct in the Wild
Far state,Reptilia,Carnivora,3887.219,1328.56,Critically Endangered
Challenge something,Reptilia,Anura,4587.234,2910.68,Near Threatened
