species,class,order,weight_kg,length_cm,conservation_status
Bit stuff,Aves,Anura,3897.276,181.56,Least Concern
Two eight,Amphibia,Rodentia,1857.724,2912.42,Near Threatened
Position our,Aves,Squamata,4261.375,2699.86,Extinct in the Wild
Building risk,Actinopterygii,Passeriformes,714.638,1709.99,Extinct in the Wild
Option place,Reptilia,Anura,3154.084,639.88,Vulnerable
Address nor,Reptilia,Primates,824.285,2968.12,Extinct in the Wild
Class would,Aves,Primates,1492.783,2316.43,Endangered
Raise east,Reptilia,Carnivora,4586.132,225.25,Critically Endangered
Wait inside,Mammalia,Anura,2808.282,521.21,Endangered
Tough return,Mammalia,Passeriformes,2470.113,2649.95,Critically Endangered
Teach break,Aves,Anura,2962.997,810.11,Critically Endangered
Professional under,Amphibia,Squamata,4620.233,1980.23,Vulnerable
Body with,Reptilia,Primates,4743.972,1647.88,Vulnerable
Too career,Aves,Anura,4774.413,900.22,Near Threatened
Administration most,Mammalia,Rodentia,3442.866,1903.06,Endangered
Enjoy chance,Amphibia,Passeriformes,4626.536,2534.45,Critically Endangered
However difficult,Mammalia,Anura,1190.719,2134.25,Extinct in the Wild
Walk raise,Amphibia,Carnivora,3380.984,1987.19,Critically Endangered
Product accept,Aves,Carnivora,1631.221,2041.15,Vulnerable
Central happen,Reptilia,Carnivora,1033.984,2873.77,Endangered
Though authority,Aves,Carnivora,3465.393,1442.45,Vulnerable
Magazine reduce,Amphibia,Carnivora,3004.967,2150.58,Least Concern
Along age,Reptilia,Passeriformes,4546.042,2822.54,Critically Endangered
Development stop,Aves,Anura,4682.248,2743.26,Near Threatened
Certainly point,Aves,Carnivora,3775.361,627.62,Near Threatened
Sometimes behind,Mammalia,Anura,4826.759,2983.8,Least Concern
Consider mind,Actinopterygii,Carnivora,279.449,206.48,Vulnerable
Nice investment,Reptilia,Anura,4856.889,2566.07,Extinct in the Wild
Quite realize,Amphibia,Squamata,3024.047,1975.24,Critically Endangered
Story try,Actinopterygii,Carnivora,1700.945,2659.49,Critically Endangered
Event price,Reptilia,Squamata,4869.347,822.75,Endangered
Forget month,Mammalia,Primates,4328.4,2569.56,Extinct in the Wild
Friend natural,Amphibia,Carnivora,2046.936,1642.59,Extinct in the Wild
Contain help,Amphibia,Carnivora,466.925,748.62,Critically Endangered
Explain produce,Mammalia,Passeriformes,3131.833,2779.78,Endangered
Along four,Reptilia,Squamata,629.989,2703.9,Endangered
Term painting,Reptilia,Rodentia,3073.204,1230.08,Near Threatened
Friend stage,Mammalia,Primates,2701.378,45.64,Endangered
Loss investment,Aves,Passeriformes,2205.552,5.3,Critically Endangered
Move father,Reptilia,Passeriformes,661.325,450.41,Vulnerable
Authority really,Aves,Passeriformes,2022.837,904.47,Extinct in the Wild
Rise station,Actinopterygii,Rodentia,2099.214,64.89,Near Threatened
Remember fight,Reptilia,Squamata,1951.063,144.42,Vulnerable
Image mind,Amphibia,Primates,1274.623,1467.44,Endangered
Fly dream,Amphibia,Anura,264.473,1078.32,Extinct in the Wild
Republican rule,Mammalia,Primates,4038.935,2531.82,Extinct in the Wild
Contain large,Actinopterygii,Carnivora,4562.476,1400.88,Vulnerable
Church finally,Mammalia,Passeriformes,1977.628,184.59,Least Concern
Capital lawyer,Aves,Squamata,2903.453,2367.01,Least Concern
Claim culture,Actinopterygii,Primates,1280.404,776.5,Near Threatened
Detail particular,Amphibia,Rodentia,3094.586,2437.38,Extinct in the Wild
Form stage,Mammalia,Passeriformes,378.635,1178.05,Endangered
Real push,Actinopterygii,Anura,3196.385,1473.73,Near Threatened
Open join,Reptilia,Squamata,2227.476,910.51,Vulnerable
Image trade,Aves,Rodentia,2767.157,853.52,Critically Endangered
Strong very,Actinopterygii,Rodentia,3421.351,755.87,Endangered
Son allow,Aves,Anura,4035.241,1442.57,Extinct in the Wild
Scientist child,Amphibia,Rodentia,4620.051,61.95,Critically Endangered
State black,Actinopterygii,Carnivora,4684.964,2270.05,Endangered
Both price,Aves,Anura,1344.894,1182.29,Near Threatened
Speak agency,Actinopterygii,Rodentia,2154.739,2037.75,Critically Endangered
Safe drug,Amphibia,Anura,2986.159,2116.94,Critically Endangered
Manager probably,Aves,Carnivora,1066.871,451.1,Least Concern
Fact stay,Aves,Primates,1056.838,2103.12,Least Concern
Conference past,Actinopterygii,Primates,1664.123,1430.57,Near Threatened
Skin picture,Reptilia,Anura,3120.714,1814.07,Least Concern
Officer western,Mammalia,Primates,1661.48,2843.05,Extinct in the Wild
Experience eat,Aves,Passeriformes,981.103,1.64,Critically Endangered
Home for,Amphibia,Anura,3481.001,1959.07,Least Concern
Practice our,Actinopterygii,Rodentia,3365.79,2730.25,Near Threatened
Industry daughter,Reptilia,Passeriformes,488.977,1537.21,Endangered
Debate game,Reptilia,Passeriformes,973.278,974.05,Critically Endangered
Collection including,Aves,Anura,1331.935,107.26,Critically Endangered
