species,class,order,weight_kg,length_cm,conservation_status
Road week,Mammalia,Carnivora,4426.203,2034.1,Critically Endangered
Provide support,Actinopterygii,Passeriformes,3135.057,1575.02,Vulnerable
Lawyer most,Amphibia,Squamata,1812.977,526.81,Vulnerable
Piece ahead,Aves,Rodentia,2180.206,2995.29,Near Threatened
Task friend,Mammalia,Passeriformes,4414.839,1990.96,Critically Endangered
Cell medical,Actinopterygii,Passeriformes,2709.163,2926.64,Critically Endangered
Agent chance,Actinopterygii,Carnivora,1679.596,2119.15,Least Concern
Once ground,Reptilia,Rodentia,387.758,100.49,Near Threatened
Choose understand,Amphibia,Primates,4275.491,2358.37,Extinct in the Wild
Drug though,Aves,Passeriformes,2664.271,1587.71,Critically Endangered
Across news,Reptilia,Carnivora,4313.308,2193.43,Endangered
How section,Aves,Rodentia,2284.629,1104.85,Extinct in the Wild
Son three,Aves,Carnivora,3039.286,279.21,Extinct in the Wild
Raise serve,Actinopterygii,Squamata,1331.964,2313.44,Vulnerable
Item throw,Mammalia,Passeriformes,4808.731,1117.18,Vulnerable
Trial recently,Amphibia,Primates,3798.112,2708.82,Critically Endangered
Southern body,Aves,Rodentia,3006.038,234.61,Extinct in the Wild
Measure available,Actinopterygii,Rodentia,3179.452,2563.08,Near Threatened
Assume no,Reptilia,Passeriformes,4522.343,2247.81,Vulnerable
Hope out,Actinopterygii,Primates,4275.059,2862.59,Near Threatened
Only involve,Mammalia,Carnivora,4075.915,2361.16,Extinct in the Wild
Analysis whole,Reptilia,Carnivora,2358.16,730.42,Near Threatened
American huge,Amphibia,Passeriformes,4343.646,1729.98,Extinct in the Wild
Air view,Mammalia,Rodentia,911.375,1793.68,Least Concern
Painting radio,Reptilia,Anura,373.414,2565.56,Critically Endangered
Goal stand,Reptilia,Rodentia,525.145,1833.61,Endangered
Everything whole,Reptilia,Rodentia,1668.39,2721.94,Near Threatened
Discussion do,Reptilia,Rodentia,374.435,1927.59,Endangered
Rate civil,Mammalia,Rodentia,281.691,1285.08,Vulnerable
Institution consider,Amphibia,Primates,3312.712,2120.36,Extinct in the Wild
Serious white,Amphibia,Carnivora,4651.083,1802.45,Least Concern
Price factor,Amphibia,Rodentia,2052.583,1971.86,Vulnerable
East sister,Amphibia,Anura,3391.274,1972.19,Least Concern
Mission size,Aves,Carnivora,1858.71,735.43,Vulnerable
Family prepare,Aves,Rodentia,2738.161,142.58,Endangered
Agreement at,Actinopterygii,Passeriformes,1624.05,2334.69,Least Concern
Real thus,Actinopterygii,Rodentia,702.303,2919.24,Endangered
Grow thought,Actinopterygii,Squamata,4493.643,1327.54,Vulnerable
