species,class,order,weight_kg,length_cm,conservation_status
Himself exist,Reptilia,Squamata,1014.611,2037.92,Endangered
Full billion,Mammalia,Rodentia,2643.068,2875.29,Least Concern
Consumer phone,Mammalia,Anura,1572.302,1011.12,Extinct in the Wild
Something story,Aves,Carnivora,1934.085,760.14,Vulnerable
Maybe whole,Amphibia,Anura,1381.195,2513.26,Vulnerable
He news,Mammalia,Rodentia,2842.822,616.32,Extinct in the Wild
Paper return,Actinopterygii,Rodentia,1737.809,712.39,Extinct in the Wild
Have big,Amphibia,Carnivora,1720.647,2571.93,Vulnerable
Child last,Actinopterygii,Squamata,1446.564,2177.1,Critically Endangered
Environmental street,Aves,Primates,2872.145,169.75,Near Threatened
Keep energy,Actinopterygii,Anura,4154.1,415.88,Near Threatened
Either cell,Mammalia,Rodentia,2310.472,1936.86,Vulnerable
Large return,Mammalia,Anura,3882.175,685.67,Near Threatened
War cold,Aves,Anura,1264.692,2807.64,Endangered
Dark a,Amphibia,Primates,699.989,575.3,Least Concern
Institution interview,Amphibia,Anura,740.321,932.8,Critically Endangered
Fight me,Amphibia,Squamata,1730.99,1415.16,Vulnerable
Win learn,Amphibia,Anura,3229.024,1874.16,Endangered
Safe consumer,Reptilia,Anura,3155.758,2026.9,Endangered
Yard person,Aves,Rodentia,1366.283,203.05,Least Concern
Art what,Aves,Rodentia,3690.758,2502.99,Endangered
List later,Actinopterygii,Primates,4543.781,2600.4,Vulnerable
Exactly lead,Amphibia,Anura,4028.479,2474.3,Vulnerable
Dog also,Actinopterygii,Squamata,4494.853,480.72,Endangered
Should that,Mammalia,Anura,3772.649,2600.11,Near Threatened
Success street,Mammalia,Rodentia,1137.613,2881.11,Near Threatened
Tough which,Mammalia,Squamata,1898.59,2317.18,Critically Endangered
Teacher with,Amphibia,Rodentia,1633.337,467.02,Critically Endangered
Yet national,Mammalia,Squamata,4212.515,2823.81,Endangered
Matter become,Mammalia,Passeriformes,3911.832,83.65,Near Threatened
Record short,Reptilia,Squamata,3013.192,456.55,Endangered
Cover American,Amphibia,Carnivora,3875.478,458.94,Least Concern
Protect beautiful,Mammalia,Primates,3794.082,1045.93,Extinct in the Wild
Drop process,Aves,Anura,2145.117,2302.96,Critically Endangered
Activity white,Mammalia,Passeriformes,4164.962,884.65,Extinct in the Wild
Fly research,Actinopterygii,Primates,4540.88,1022.71,Endangered
Live skin,Amphibia,Rodentia,4813.347,1642.14,Least Concern
Tonight party,Actinopterygii,Passeriformes,4860.016,1653.21,Near Threatened
Production that,Reptilia,Squamata,4299.805,584.54,Endangered
Class eye,Amphibia,Rodentia,974.377,537.75,Extinct in the Wild
Red strategy,Reptilia,Anura,3140.689,2572.99,Vulnerable
Along possible,Aves,Rodentia,4601.832,1735.18,Critically Endangered
Until fire,Aves,Rodentia,1935.796,132.57,Near Threatened
Bag be,Actinopterygii,Primates,353.449,2461.15,Near Threatened
Result property,Reptilia,Passeriformes,1938.783,2385.65,Endangered
Put south,Aves,Rodentia,4605.55,2386.23,Least Concern
Resource especially,Mammalia,Primates,3003.795,553.11,Endangered
Beat ok,Actinopterygii,Anura,2956.411,2386.57,Least Concern
Too her,Mammalia,Rodentia,118.287,2020.17,Least Concern
Message provide,Actinopterygii,Carnivora,3693.159,1805.4,Least Concern
Choose drive,Amphibia,Passeriformes,473.824,2919.93,Least Concern
Time baby,Amphibia,Carnivora,3355.836,1240.24,Vulnerable
While until,Actinopterygii,Rodentia,2545.345,1012.53,Least Concern
Crime system,Reptilia,Primates,4449.232,547.94,Vulnerable
Change future,Amphibia,Anura,2995.546,647.5,Near Threatened
Rule imagine,Reptilia,Carnivora,866.45,2464.09,Extinct in the Wild
Would where,Actinopterygii,Squamata,678.355,682.58,Extinct in the Wild
Account skin,Mammalia,Primates,3956.676,1864.82,Critically Endangered
Exist sister,Aves,Passeriformes,3143.907,357.14,Critically Endangered
Anything but,Mammalia,Squamata,3443.738,871.43,Critically Endangered
Employee eight,Amphibia,Primates,3157.676,2541.16,Near Threatened
Actually forward,Aves,Rodentia,636.252,2816.72,Least Concern
To group,Mammalia,Passeriformes,3780.068,1854.36,Least Concern
Industry how,Reptilia,Primates,521.913,1310.13,Near Threatened
Bank value,Reptilia,Primates,4246.472,2761.03,Vulnerable
Fact food,Actinopterygii,Rodentia,4325.261,192.54,Least Concern
Including during,Mammalia,Carnivora,2056.619,1588.14,Endangered
Property this,Actinopterygii,Anura,157.62,1252.04,Endangered
Close first,Amphibia,Passeriformes,549.732,2704.58,Near Threatened
Economy power,Mammalia,Anura,3115.746,636.58,Extinct in the Wild
Environment million,Mammalia,Primates,987.681,2304.12,Near Threatened
Chair reflect,Amphibia,Anura,844.409,1524.68,Vulnerable
Size everything,Mammalia,Squamata,1514.896,2411.21,Critically Endangered
Nothing their,Amphibia,Squamata,739.321,2474.49,Critically Endangered
Claim spring,Reptilia,Primates,897.796,1461.3,Near Threatened
Sing pressure,Mammalia,Anura,2652.099,2336.12,Near Threatened
Decide safe,Reptilia,Carnivora,945.456,2952.9,Near Threatened
Ready not,Aves,Carnivora,3424.982,1203.88,Extinct in the Wild
Tree mission,Actinopterygii,Squamata,1061.667,35.67,Near Threatened
Their enter,Reptilia,Primates,2749.617,2751.32,Endangered
Wall guy,Mammalia,Anura,3145.913,2452.83,Extinct in the Wild
World side,Amphibia,Squamata,3437.198,903.67,Endangered
Realize threat,Amphibia,Passeriformes,3049.064,1618.07,Near Threatened
Most somebody,Actinopterygii,Rodentia,3819.747,2493.03,Critically Endangered
Determine next,Aves,Passeriformes,106.323,2378.97,Critically Endangered
Several agree,Amphibia,Anura,4253.72,1355.64,Near Threatened
Thank as,Aves,Passeriformes,2376.434,2849.42,Vulnerable
Interest hard,Mammalia,Primates,3073.727,1912.83,Extinct in the Wild
Through through,Aves,Primates,146.599,1325.37,Near Threatened
How summer,Mammalia,Primates,3694.348,681.63,Critically Endangered
Include every,Aves,Passeriformes,1529.692,2780.73,Critically Endangered
Instead trouble,Reptilia,Carnivora,2376.907,1516.66,Extinct in the Wild
Nearly protect,Actinopterygii,Primates,3433.255,2355.56,Endangered
Answer new,Actinopterygii,Anura,3342.771,259.48,Critically Endangered
Yard four,Reptilia,Anura,3520.483,1919.79,Endangered
Mean receive,Reptilia,Squamata,1862.375,660.03,Near Threatened
Expert or,Reptilia,Anura,3405.765,1031.73,Critically Endangered
White light,Aves,Primates,3127.207,685.82,Least Concern
Age traditional,Amphibia,Rodentia,403.756,1706.75,Vulnerable
Hair health,Amphibia,Primates,1389.147,999.57,Endangered
Maintain eight,Actinopterygii,Squamata,2213.164,1659.27,Critically Endangered
Teacher central,Amphibia,Anura,3057.577,913.24,Near Threatened
Reduce make,Amphibia,Passeriformes,3533.196,1860.23,Near Threatened
Similar almost,Reptilia,Rodentia,2669.391,1286.55,Critically Endangered
Cost arrive,Amphibia,Anura,1001.514,2943.64,Extinct in the Wild
Individual baby,Reptilia,Primates,758.244,2954.1,Least Concern
Yet stage,Mammalia,Primates,1788.088,1495.14,Near Threatened
Through sit,Aves,Primates,1716.91,2681.7,Critically Endangered
Dark focus,Amphibia,Anura,625.217,2517.81,Near Threatened
Light act,Amphibia,Squamata,798.704,1090.02,Near Threatened
By own,Actinopterygii,Passeriformes,1417.159,2380.45,Endangered
Relate pattern,Actinopterygii,Rodentia,2657.871,1951.31,Endangered
Exist both,Actinopterygii,Rodentia,3738.265,1839.66,Least Concern
Discover enjoy,Actinopterygii,Rodentia,2191.446,89.1,Extinct in the Wild
Buy practice,Mammalia,Anura,224.73,1892.54,Extinct in the Wild
Moment someone,Actinopterygii,Squamata,1629.263,1508.08,Least Concern
I exactly,Mammalia,Carnivora,892.789,1627.15,Extinct in the Wild
Reason hand,Amphibia,Carnivora,1228.411,1668.84,Endangered
Admit career,Amphibia,Squamata,965.657,1341.24,Endangered
Side growth,Reptilia,Anura,1715.327,216.94,Endangered
Window Mrs,Mammalia,Passeriformes,448.686,2519.5,Extinct in the Wild
Agency go,Aves,Rodentia,627.344,842.93,Endangered
Leader range,Mammalia,Primates,514.673,1119.42,Extinct in the Wild
Forward off,Actinopterygii,Squamata,1502.472,717.82,Endangered
Or little,Aves,Carnivora,1340.227,1416.75,Endangered
Policy figure,Actinopterygii,Passeriformes,474.773,2638.91,Vulnerable
Term opportunity,Aves,Anura,2102.441,846.34,Extinct in the Wild
Under air,Reptilia,Rodentia,1276.353,2718.65,Critically Endangered
Serious green,Reptilia,Squamata,1685.242,927.36,Endangered
System rule,Reptilia,Passeriformes,3771.801,685.23,Near Threatened
