species,class,order,weight_kg,length_cm,conservation_status
Actually kitchen,Mammalia,Anura,3409.085,2232.02,Least Concern
Health yes,Amphibia,Passeriformes,1446.799,1547.12,Endangered
Threat woman,Mammalia,Carnivora,3868.924,2485.15,Vulnerable
How be,Aves,Primates,1581.164,2957.79,Near Threatened
Vote word,Mammalia,Passeriformes,4687.03,1423.84,Extinct in the Wild
Likely both,Mammalia,Carnivora,4353.815,2483.36,Least Concern
Paper south,Actinopterygii,Passeriformes,4631.079,2535.38,Critically Endangered
Statement film,Mammalia,Rodentia,3384.316,1253.71,Near Threatened
Everyone throughout,Amphibia,Squamata,4670.976,2392.31,Least Concern
Usually specific,Actinopterygii,Primates,3295.393,505.68,Near Threatened
Seat theory,Aves,Rodentia,1665.447,462.37,Endangered
Character bit,Aves,Rodentia,2790.666,2715.48,Endangered
Choice upon,Mammalia,Rodentia,3065.201,1134.75,Least Concern
Important throughout,Aves,Primates,4895.971,1154.54,Endangered
Truth people,Amphibia,Rodentia,4694.863,2106.13,Near Threatened
Save result,Reptilia,Squamata,1078.292,2595.05,Near Threatened
Development value,Actinopterygii,Anura,308.858,1813.0,Near Threatened
Agree attorney,Reptilia,Rodentia,2126.82,2029.9,Least Concern
Too nation,Reptilia,Anura,1376.192,139.65,Least Concern
Reflect down,Mammalia,Carnivora,3343.092,24.72,Extinct in the Wild
Public ahead,Reptilia,Anura,3351.971,2757.08,Extinct in the Wild
Town practice,Actinopterygii,Passeriformes,1313.348,381.27,Critically Endangered
Real itself,Aves,Squamata,3734.829,2632.69,Endangered
House war,Amphibia,Squamata,4174.647,152.85,Vulnerable
Last black,Reptilia,Squamata,717.688,377.24,Vulnerable
Prevent arm,Mammalia,Squamata,3274.358,2187.3,Extinct in the Wild
Discuss draw,Amphibia,Rodentia,2677.823,1804.8,Vulnerable
Forget without,Aves,Primates,4382.951,2586.37,Extinct in the Wild
Answer heart,Actinopterygii,Anura,2293.316,2301.63,Endangered
Air view,Reptilia,Primates,3082.214,37.52,Critically Endangered
Cause special,Mammalia,Rodentia,774.361,1977.3,Extinct in the Wild
Certainly else,Actinopterygii,Passeriformes,197.176,1657.92,Least Concern
Pull score,Actinopterygii,Rodentia,2932.963,2132.79,Critically Endangered
Adult significant,Mammalia,Squamata,855.754,714.66,Vulnerable
Hair and,Reptilia,Rodentia,806.962,2530.42,Endangered
Finish hospital,Amphibia,Primates,4011.085,557.78,Near Threatened
Responsibility until,Mammalia,Anura,632.955,484.84,Vulnerable
Goal discuss,Amphibia,Squamata,3812.562,927.86,Least Concern
Blue performance,Mammalia,Primates,2841.921,2754.79,Vulnerable
Still someone,Actinopterygii,Carnivora,3051.518,1573.58,Extinct in the Wild
Share management,Reptilia,Carnivora,164.844,1476.66,Extinct in the Wild
Blood edge,Mammalia,Squamata,604.733,856.11,Extinct in the Wild
