species,class,order,weight_kg,length_cm,conservation_status
Agreement pressure,Amphibia,Passeriformes,3531.882,1795.05,Least Concern
Choice mother,Reptilia,Anura,2336.853,2275.94,Near Threatened
Suffer stage,Reptilia,Rodentia,171.554,468.66,Extinct in the Wild
Guess modern,Amphibia,Carnivora,2135.843,2931.35,Extinct in the Wild
Cold very,Amphibia,Rodentia,1462.777,2301.32,Least Concern
Best trade,Actinopterygii,Rodentia,956.165,2057.72,Least Concern
Know say,Amphibia,Carnivora,1744.969,1447.66,Critically Endangered
Institution everybody,Amphibia,Carnivora,4212.791,2134.08,Critically Endangered
Small themselves,Amphibia,Anura,1674.893,942.53,Vulnerable
Only artist,Reptilia,Primates,1397.785,476.37,Least Concern
Loss during,Reptilia,Passeriformes,4505.642,851.58,Vulnerable
Popular political,Actinopterygii,Carnivora,71.269,2814.64,Vulnerable
Maintain staff,Mammalia,Anura,4519.375,2453.99,Endangered
Individual then,Mammalia,Rodentia,82.389,2952.38,Critically Endangered
Eat arm,Mammalia,Carnivora,397.35,319.17,Near Threatened
Focus low,Aves,Primates,3148.915,2638.31,Endangered
Per everybody,Aves,Carnivora,4008.608,1554.72,Least Concern
Nearly notice,Mammalia,Primates,3864.865,559.11,Critically Endangered
Brother reality,Aves,Squamata,3342.666,697.86,Critically Endangered
Same impact,Reptilia,Rodentia,4657.843,1297.78,Near Threatened
Check attention,Actinopterygii,Anura,4416.419,442.12,Extinct in the Wild
Heart by,Amphibia,Anura,2589.963,147.7,Critically Endangered
Yes test,Mammalia,Carnivora,1725.396,262.73,Endangered
Race pick,Amphibia,Passeriformes,2418.168,2256.08,Extinct in the Wild
Theory admit,Actinopterygii,Squamata,4312.559,2453.57,Least Concern
Reality offer,Reptilia,Primates,1380.306,2977.05,Near Threatened
Small page,Actinopterygii,Primates,1488.096,2806.82,Vulnerable
Simply animal,Actinopterygii,Carnivora,4466.7,310.22,Least Concern
Site together,Mammalia,Carnivora,3819.308,2918.27,Critically Endangered
Range control,Reptilia,Primates,659.627,2489.06,Extinct in the Wild
Both firm,Reptilia,Carnivora,2376.516,433.04,Least Concern
Really senior,Actinopterygii,Squamata,4018.153,1416.08,Near Threatened
Single box,Reptilia,Passeriformes,4487.892,1369.93,Endangered
Ground wife,Aves,Passeriformes,1121.359,2491.62,Least Concern
Enjoy she,Amphibia,Carnivora,3927.683,1344.23,Vulnerable
She parent,Reptilia,Passeriformes,4084.426,1455.54,Near Threatened
Young writer,Aves,Rodentia,2556.082,685.43,Near Threatened
Benefit information,Mammalia,Carnivora,2043.977,366.81,Vulnerable
Service sense,Mammalia,Carnivora,2016.637,1843.55,Near Threatened
Family other,Amphibia,Passeriformes,4927.585,1161.52,Endangered
Glass imagine,Reptilia,Passeriformes,2396.794,2841.84,Least Concern
Ahead forget,Mammalia,Primates,3444.326,2930.65,Near Threatened
Whether success,Mammalia,Passeriformes,2955.811,948.68,Vulnerable
Several face,Amphibia,Carnivora,2179.163,1346.32,Endangered
Marriage imagine,Aves,Primates,4092.065,2874.34,Critically Endangered
Ask want,Mammalia,Carnivora,2865.115,1642.87,Least Concern
Civil weight,Amphibia,Rodentia,1891.048,2701.64,Extinct in the Wild
Else top,Amphibia,Squamata,1947.31,1211.26,Near Threatened
Born may,Amphibia,Primates,4579.346,839.36,Vulnerable
Voice record,Mammalia,Anura,4969.738,1997.61,Vulnerable
Create direction,Aves,Rodentia,4585.521,2438.28,Extinct in the Wild
Serious experience,Aves,Primates,1701.422,2306.48,Endangered
Prevent experience,Amphibia,Rodentia,4122.451,121.61,Near Threatened
Himself season,Amphibia,Squamata,142.947,1985.57,Near Threatened
By win,Aves,Anura,3592.672,2777.7,Near Threatened
Value beat,Reptilia,Primates,3806.114,838.84,Extinct in the Wild
Foot carry,Mammalia,Squamata,1898.846,154.69,Least Concern
Approach training,Reptilia,Anura,1787.202,2802.5,Critically Endangered
Travel purpose,Reptilia,Rodentia,1183.231,524.94,Extinct in the Wild
Lay box,Amphibia,Passeriformes,3538.526,1645.84,Least Concern
Perform risk,Amphibia,Anura,3792.219,1241.67,Least Concern
Many southern,Actinopterygii,Passeriformes,1193.622,1350.56,Least Concern
Inside finish,Amphibia,Rodentia,4026.022,2521.81,Critically Endangered
Strong remember,Amphibia,Passeriformes,3502.398,936.16,Least Concern
Control billion,Actinopterygii,Primates,4835.034,1194.22,Critically Endangered
Send week,Aves,Passeriformes,1552.383,53.15,Extinct in the Wild
