species,class,order,weight_kg,length_cm,conservation_status
State dark,Actinopterygii,Squamata,2077.023,1035.23,Least Concern
Form consumer,Aves,Carnivora,3764.37,959.17,Endangered
Hard politics,Reptilia,Anura,4321.613,2177.49,Critically Endangered
Measure rise,Aves,Passeriformes,1357.42,528.91,Endangered
Factor law,Actinopterygii,Passeriformes,4999.571,831.09,Vulnerable
Yeah management,Amphibia,Carnivora,1369.155,1585.19,Least Concern
Air today,Aves,Carnivora,1938.077,1612.14,Critically Endangered
Network hot,Amphibia,Rodentia,3254.611,1675.82,Critically Endangered
Benefit nature,Amphibia,Squamata,4502.466,1833.98,Near Threatened
Learn quickly,Amphibia,Primates,516.337,2815.7,Vulnerable
Summer practice,Aves,Primates,2667.743,1579.22,Vulnerable
Education land,Mammalia,Carnivora,2831.702,2592.88,Critically Endangered
Lawyer ago,Actinopterygii,Primates,3439.506,1217.89,Endangered
Two tough,Actinopterygii,Squamata,4320.379,124.55,Critically Endangered
Despite because,Amphibia,Anura,2267.572,2555.27,Critically Endangered
Soon development,Aves,Passeriformes,3105.299,2652.06,Vulnerable
Score history,Mammalia,Squamata,4582.772,1400.26,Endangered
Everyone national,Aves,Carnivora,2637.311,188.06,Critically Endangered
Congress anyone,Actinopterygii,Rodentia,1275.699,2141.43,Critically Endangered
Will people,Aves,Squamata,3421.918,2576.09,Endangered
National need,Mammalia,Carnivora,243.09,2519.52,Extinct in the Wild
Deep car,Mammalia,Passeriformes,1226.013,2395.32,Extinct in the Wild
Quickly find,Amphibia,Rodentia,4567.231,1927.6,Critically Endangered
Require position,Aves,Squamata,2878.571,1305.23,Extinct in the Wild
Sell participant,Actinopterygii,Primates,2596.338,2249.37,Near Threatened
Crime say,Reptilia,Carnivora,2254.647,2570.12,Endangered
Last value,Actinopterygii,Passeriformes,3456.611,2160.48,Critically Endangered
Task young,Mammalia,Rodentia,4477.735,1421.49,Least Concern
Pressure whatever,Reptilia,Primates,1944.355,649.73,Least Concern
Food land,Amphibia,Squamata,4094.906,2669.49,Least Concern
Practice once,Aves,Squamata,221.809,1165.7,Near Threatened
Right successful,Aves,Carnivora,4674.942,417.26,Extinct in the Wild
Huge simply,Aves,Rodentia,218.495,900.18,Near Threatened
Dark ready,Aves,Anura,3487.993,1715.81,Critically Endangered
Provide group,Mammalia,Rodentia,3220.301,2306.6,Endangered
Too Mrs,Amphibia,Primates,1343.155,1955.17,Extinct in the Wild
Authority sister,Amphibia,Passeriformes,183.442,1687.97,Vulnerable
Win current,Actinopterygii,Primates,2157.007,2800.42,Critically Endangered
First clearly,Aves,Carnivora,3251.356,1666.01,Least Concern
Field scientist,Amphibia,Squamata,4641.516,2501.84,Vulnerable
Rise two,Actinopterygii,Squamata,4006.642,323.33,Extinct in the Wild
Thought including,Aves,Carnivora,1486.028,587.45,Least Concern
Another reveal,Aves,Passeriformes,195.937,2668.23,Endangered
Possible stay,Actinopterygii,Anura,2514.432,1827.06,Vulnerable
Share offer,Actinopterygii,Carnivora,4746.608,843.32,Extinct in the Wild
Worker as,Reptilia,Passeriformes,1353.445,1593.75,Endangered
Clear exist,Actinopterygii,Squamata,3925.736,419.4,Least Concern
Check from,Actinopterygii,Primates,278.104,1113.25,Least Concern
Ok service,Mammalia,Rodentia,2281.442,2601.53,Extinct in the Wild
Thought some,Mammalia,Carnivora,4855.465,849.13,Least Concern
Prepare suffer,Amphibia,Passeriformes,1391.043,1437.13,Endangered
Begin memory,Aves,Squamata,1481.318,2914.63,Near Threatened
Dream dark,Mammalia,Passeriformes,3862.097,2625.6,Critically Endangered
Often notice,Reptilia,Squamata,4082.409,1728.12,Extinct in the Wild
Charge dream,Actinopterygii,Passeriformes,2494.741,1522.28,Critically Endangered
Hand middle,Actinopterygii,Anura,1945.098,2269.45,Near Threatened
Live catch,Mammalia,Squamata,3455.736,2120.53,Least Concern
Music mission,Reptilia,Carnivora,4531.839,1456.86,Endangered
Affect guy,Amphibia,Passeriformes,2872.408,1822.48,Near Threatened
She benefit,Actinopterygii,Passeriformes,4072.825,2053.97,Extinct in the Wild
Enough American,Reptilia,Squamata,1169.615,1857.37,Endangered
You modern,Aves,Squamata,394.357,2915.8,Least Concern
Bit consumer,Aves,Anura,3365.657,963.6,Near Threatened
Effort cultural,Mammalia,Squamata,4588.482,485.96,Near Threatened
Message employee,Aves,Rodentia,2369.282,2967.34,Vulnerable
Interest soon,Mammalia,Carnivora,1326.733,1047.76,Critically Endangered
Politics person,Aves,Anura,3675.252,53.44,Extinct in the Wild
Trouble hair,Amphibia,Rodentia,1160.712,353.32,Endangered
Use word,Aves,Passeriformes,4942.975,1740.58,Least Concern
Firm according,Aves,Primates,1343.28,2824.19,Endangered
Really star,Aves,Squamata,1656.348,1114.43,Least Concern
More blood,Actinopterygii,Primates,3924.957,1785.3,Extinct in the Wild
Study order,Mammalia,Carnivora,9.6,1323.69,Least Concern
Fine degree,Aves,Passeriformes,195.727,6.06,Vulnerable
Team car,Amphibia,Carnivora,772.001,2225.21,Critically Endangered
The shake,Amphibia,Rodentia,2565.787,337.93,Least Concern
Line left,Reptilia,Primates,2120.018,1005.46,Vulnerable
Security safe,Amphibia,Passeriformes,2383.231,395.22,Endangered
Life through,Amphibia,Passeriformes,4177.54,2108.06,Least Concern
