species,class,order,weight_kg,length_cm,conservation_status
Direction floor,Amphibia,Primates,1094.995,2939.07,Near Threatened
Because their,Actinopterygii,Carnivora,3623.36,2839.26,Endangered
Understand meeting,Amphibia,Rodentia,3754.488,2039.98,Critically Endangered
Whole return,Reptilia,Carnivora,4366.598,711.94,Extinct in the Wild
Marriage receive,Actinopterygii,Passeriformes,204.473,513.3,Critically Endangered
Event actually,Aves,Primates,610.016,1157.66,Vulnerable
Visit meeting,Mammalia,Carnivora,467.086,642.32,Critically Endangered
Director no,Amphibia,Squamata,4148.914,2073.6,Critically Endangered
Cell work,Actinopterygii,Anura,922.489,2967.5,Critically Endangered
Role after,Mammalia,Primates,3882.73,82.75,Near Threatened
Happy left,Aves,Rodentia,2689.291,1956.56,Endangered
Four cut,Amphibia,Rodentia,3127.066,1798.61,Near Threatened
Across again,Amphibia,Primates,4204.735,210.5,Least Concern
Foreign again,Actinopterygii,Anura,3757.017,1746.4,Vulnerable
Win make,Mammalia,Anura,126.215,1975.07,Extinct in the Wild
Yes relate,Mammalia,Rodentia,2623.083,1475.0,Vulnerable
Thought clear,Aves,Squamata,1085.541,163.19,Near Threatened
Suggest actually,Actinopterygii,Passeriformes,691.311,2457.25,Critically Endangered
Agreement defense,Aves,Carnivora,1316.824,1937.19,Least Concern
Industry compare,Aves,Primates,1496.448,1599.08,Extinct in the Wild
Ability remember,Actinopterygii,Primates,1002.289,1137.13,Least Concern
Real when,Actinopterygii,Squamata,4062.499,2231.34,Least Concern
Notice the,Mammalia,Rodentia,3954.028,197.23,Critically Endangered
Concern dark,Aves,Carnivora,2930.842,688.73,Least Concern
Fine item,Mammalia,Primates,4293.977,1505.5,Vulnerable
Public do,Mammalia,Passeriformes,1930.841,1213.44,Critically Endangered
May brother,Mammalia,Primates,356.407,1857.57,Near Threatened
Tv against,Aves,Anura,3325.233,2650.3,Endangered
Score loss,Aves,Squamata,3854.148,1096.34,Least Concern
In question,Amphibia,Primates,471.938,2649.32,Near Threatened
Win away,Mammalia,Primates,2486.787,1929.78,Least Concern
Tonight soon,Aves,Primates,2494.902,1813.51,Endangered
State drop,Mammalia,Squamata,2809.422,1144.23,Vulnerable
Election carry,Mammalia,Primates,305.053,2261.56,Critically Endangered
Benefit scientist,Reptilia,Squamata,3657.67,2627.75,Critically Endangered
Night certainly,Actinopterygii,Carnivora,157.38,2692.09,Near Threatened
Up yeah,Mammalia,Carnivora,1411.511,1448.69,Vulnerable
Form walk,Actinopterygii,Rodentia,3603.052,99.44,Extinct in the Wild
Movement majority,Reptilia,Primates,475.181,2289.61,Vulnerable
Around enter,Reptilia,Carnivora,1073.305,258.64,Vulnerable
Hair record,Actinopterygii,Carnivora,2903.602,2461.85,Critically Endangered
May truth,Actinopterygii,Carnivora,2283.552,2914.36,Least Concern
Let case,Reptilia,Squamata,2416.719,1888.62,Critically Endangered
Interview kind,Actinopterygii,Passeriformes,2792.459,1882.52,Extinct in the Wild
Station keep,Mammalia,Passeriformes,2802.752,1386.86,Near Threatened
Thing both,Actinopterygii,Anura,3288.73,1594.05,Least Concern
Peace government,Reptilia,Rodentia,2088.63,1380.5,Endangered
Past once,Mammalia,Passeriformes,1344.414,1785.18,Extinct in the Wild
Under above,Reptilia,Carnivora,261.019,1034.16,Vulnerable
System visit,Reptilia,Squamata,652.571,342.8,Critically Endangered
Fund cold,Reptilia,Carnivora,2070.558,2739.27,Extinct in the Wild
Talk off,Aves,Squamata,4537.066,697.77,Vulnerable
Discover pull,Mammalia,Carnivora,1254.089,2863.77,Least Concern
Name under,Mammalia,Primates,316.556,2535.47,Vulnerable
Represent speak,Actinopterygii,Passeriformes,1671.27,2280.35,Vulnerable
Present term,Amphibia,Passeriformes,4390.313,339.32,Extinct in the Wild
Factor can,Reptilia,Anura,3211.033,814.56,Critically Endangered
Reach manager,Actinopterygii,Primates,4767.421,2662.59,Least Concern
Friend see,Aves,Passeriformes,2334.062,1435.08,Vulnerable
Statement all,Mammalia,Carnivora,1451.305,1037.76,Critically Endangered
Gun fear,Amphibia,Squamata,3508.079,2020.64,Extinct in the Wild
Worry though,Reptilia,Passeriformes,2722.781,649.61,Extinct in the Wild
Poor religious,Amphibia,Passeriformes,4616.208,756.39,Least Concern
True guess,Actinopterygii,Squamata,938.694,511.59,Vulnerable
Management our,Amphibia,Carnivora,209.37,1867.14,Endangered
You cover,Mammalia,Primates,3928.992,1577.8,Vulnerable
System interesting,Aves,Squamata,4663.47,2051.83,Vulnerable
Capital onto,Amphibia,Anura,1447.429,620.87,Extinct in the Wild
Buy push,Actinopterygii,Anura,4874.702,515.96,Vulnerable
Want together,Amphibia,Squamata,1650.325,1916.23,Critically Endangered
Its real,Amphibia,Rodentia,3690.61,2556.74,Vulnerable
Degree all,Mammalia,Anura,2503.798,2940.35,Near Threatened
Down create,Actinopterygii,Rodentia,2938.342,2095.09,Vulnerable
Behavior position,Reptilia,Carnivora,4123.682,652.22,Vulnerable
Small water,Amphibia,Carnivora,4210.99,1318.57,Vulnerable
Want artist,Amphibia,Squamata,4898.314,1437.78,Near Threatened
Great Republican,Amphibia,Primates,4479.714,1776.2,Near Threatened
Organization social,Amphibia,Anura,1872.356,1664.95,Near Threatened
Figure everyone,Reptilia,Passeriformes,3258.711,2268.27,Near Threatened
Response we,Actinopterygii,Anura,1625.639,2910.94,Endangered
Rate whether,Mammalia,Squamata,3164.77,2873.72,Vulnerable
Stock college,Amphibia,Carnivora,3606.252,2626.6,Vulnerable
Response surface,Actinopterygii,Rodentia,2146.764,1811.92,Vulnerable
Forward factor,Mammalia,Anura,3733.587,2607.0,Critically Endangered
Pm focus,Actinopterygii,Passeriformes,3579.565,2927.35,Extinct in the Wild
As shake,Amphibia,Rodentia,3312.991,2056.44,Critically Endangered
Student interest,Aves,Primates,3125.504,764.41,Near Threatened
Democrat section,Aves,Passeriformes,4864.465,174.64,Extinct in the Wild
Produce well,Mammalia,Carnivora,324.752,1202.34,Critically Endangered
They them,Aves,Primates,1205.407,92.84,Least Concern
Main structure,Amphibia,Passeriformes,3428.75,2088.4,Critically Endangered
Memory my,Mammalia,Carnivora,3967.789,383.19,Endangered
Commercial down,Amphibia,Passeriformes,2635.934,1012.52,Least Concern
Debate south,Mammalia,Anura,3346.643,1382.99,Critically Endangered
As into,Reptilia,Anura,4777.478,1160.78,Least Concern
Hot military,Actinopterygii,Rodentia,1110.782,885.48,Extinct in the Wild
Method cut,Reptilia,Carnivora,1499.676,743.01,Extinct in the Wild
Baby short,Actinopterygii,Rodentia,1736.465,2765.4,Near Threatened
Suddenly including,Amphibia,Carnivora,4598.305,103.42,Near Threatened
Family strong,Mammalia,Rodentia,2186.312,997.51,Vulnerable
Through whether,Actinopterygii,Squamata,4883.985,151.46,Least Concern
Effort show,Mammalia,Carnivora,835.874,902.94,Extinct in the Wild
Very call,Mammalia,Carnivora,4894.746,36.13,Extinct in the Wild
Raise sea,Aves,Carnivora,596.437,216.71,Near Threatened
How difference,Actinopterygii,Anura,1646.901,1621.59,Vulnerable
Write check,Mammalia,Rodentia,4070.161,11.39,Endangered
Sister chance,Mammalia,Rodentia,863.219,981.43,Vulnerable
There since,Reptilia,Passeriformes,4133.847,2581.07,Near Threatened
Agency travel,Aves,Passeriformes,2333.382,224.02,Critically Endangered
Democrat interview,Reptilia,Anura,2657.826,416.01,Endangered
Rate environment,Amphibia,Rodentia,2349.287,567.94,Extinct in the Wild
Office entire,Actinopterygii,Anura,3113.751,494.44,Least Concern
Yeah rest,Actinopterygii,Rodentia,1978.766,1549.67,Vulnerable
Become our,Reptilia,Squamata,2987.367,892.6,Extinct in the Wild
Customer that,Amphibia,Passeriformes,3362.057,2100.15,Critically Endangered
Avoid age,Aves,Passeriformes,3988.307,1954.22,Endangered
So own,Actinopterygii,Carnivora,3461.139,116.95,Near Threatened
They several,Reptilia,Squamata,2954.865,2046.4,Endangered
Manage energy,Aves,Passeriformes,4178.323,921.52,Extinct in the Wild
Serve PM,Amphibia,Passeriformes,314.001,18.4,Critically Endangered
Dark young,Mammalia,Anura,1881.183,435.97,Vulnerable
Cost century,Reptilia,Primates,2046.58,2434.12,Extinct in the Wild
Sister raise,Actinopterygii,Primates,3651.397,1968.18,Critically Endangered
Attorney media,Reptilia,Passeriformes,1727.395,1485.96,Endangered
Response play,Reptilia,Primates,4745.188,149.73,Vulnerable
Guess thank,Mammalia,Anura,2226.894,1876.2,Endangered
Model report,Mammalia,Passeriformes,4072.381,2320.54,Endangered
Politics through,Reptilia,Squamata,37.2,1768.31,Extinct in the Wild
