species,class,order,weight_kg,length_cm,conservation_status
However adult,Mammalia,Rodentia,4934.364,478.97,Least Concern
Security material,Reptilia,Anura,139.962,65.01,Extinct in the Wild
Computer nor,Actinopterygii,Squamata,752.635,2074.63,Critically Endangered
Wear so,Aves,Carnivora,3719.305,2649.88,Vulnerable
Agreement day,Amphibia,Passeriformes,2575.361,2833.23,Critically Endangered
Huge east,Reptilia,Primates,1962.093,1712.84,Extinct in the Wild
Care perhaps,Reptilia,Rodentia,248.045,1079.94,Least Concern
Choice apply,Aves,Passeriformes,2996.084,2918.57,Extinct in the Wild
Most few,Aves,Primates,2652.318,1264.84,Endangered
Audience fact,Aves,Rodentia,1768.779,1114.33,Vulnerable
Within natural,Amphibia,Primates,2134.774,2867.2,Near Threatened
Field here,Amphibia,Anura,378.55,1847.02,Extinct in the Wild
Them choose,Reptilia,Rodentia,1620.012,122.18,Near Threatened
Often manager,Aves,Primates,621.966,2663.08,Critically Endangered
Deal especially,Reptilia,Rodentia,868.69,2437.21,Least Concern
Student whole,Actinopterygii,Anura,39.598,824.3,Vulnerable
Make here,Mammalia,Primates,2441.806,993.22,Critically Endangered
Serve expert,Mammalia,Squamata,1349.466,2742.71,Extinct in the Wild
Business than,Reptilia,Anura,4814.017,277.77,Endangered
Group force,Reptilia,Passeriformes,2064.589,308.63,Least Concern
Staff rise,Reptilia,Passeriformes,859.156,1961.08,Least Concern
Within describe,Reptilia,Passeriformes,2391.396,1521.94,Near Threatened
Style sort,Actinopterygii,Carnivora,3238.855,218.93,Vulnerable
Check war,Aves,Anura,3165.429,1950.41,Endangered
Job tend,Amphibia,Anura,1946.893,2423.11,Near Threatened
Should figure,Actinopterygii,Squamata,2169.825,166.5,Critically Endangered
Bank animal,Reptilia,Rodentia,4828.888,2181.62,Least Concern
None guess,Aves,Squamata,1152.828,2554.42,Least Concern
Standard movie,Amphibia,Anura,4049.161,2037.95,Endangered
Continue wife,Actinopterygii,Rodentia,3771.641,1278.12,Critically Endangered
Too want,Amphibia,Anura,4027.907,1702.36,Critically Endangered
Able world,Reptilia,Carnivora,4483.969,102.73,Critically Endangered
Until environment,Aves,Carnivora,3405.78,2100.33,Critically Endangered
Billion find,Actinopterygii,Rodentia,1727.028,334.34,Extinct in the Wild
Tough mother,Amphibia,Passeriformes,4554.989,1121.01,Critically Endangered
Process product,Reptilia,Squamata,3112.95,1775.74,Critically Endangered
Enough program,Aves,Carnivora,4618.542,1953.26,Near Threatened
But deep,Reptilia,Carnivora,909.687,1269.08,Endangered
Pm current,Actinopterygii,Carnivora,2147.457,2326.6,Critically Endangered
Cultural marriage,Amphibia,Anura,363.013,252.95,Endangered
Could eye,Aves,Passeriformes,104.885,1028.08,Endangered
Against trip,Mammalia,Primates,2957.208,1694.05,Least Concern
Environmental few,Mammalia,Anura,3313.551,950.24,Near Threatened
Mind street,Amphibia,Rodentia,1333.948,1425.54,Endangered
Cut decade,Actinopterygii,Carnivora,4294.895,2870.86,Endangered
According real,Amphibia,Passeriformes,800.866,2465.28,Endangered
Reason lay,Actinopterygii,Passeriformes,4364.781,2584.48,Critically Endangered
Question final,Reptilia,Squamata,1159.696,893.92,Endangered
Lead buy,Actinopterygii,Passeriformes,2104.712,521.03,Least Concern
More various,Actinopterygii,Anura,258.339,1374.44,Extinct in the Wild
Program green,Reptilia,Squamata,4399.418,2325.41,Extinct in the Wild
Everybody far,Mammalia,Squamata,1012.224,2347.02,Critically Endangered
Line environment,Actinopterygii,Primates,1407.2,168.79,Near Threatened
Claim second,Reptilia,Passeriformes,2229.166,92.92,Near Threatened
Stage raise,Amphibia,Carnivora,3587.15,389.09,Near Threatened
Medical cell,Actinopterygii,Squamata,3383.256,277.16,Vulnerable
However raise,Reptilia,Carnivora,4295.764,752.31,Near Threatened
Order month,Actinopterygii,Primates,2414.798,2599.49,Extinct in the Wild
Class conference,Aves,Passeriformes,619.555,2050.27,Vulnerable
Son almost,Aves,Anura,617.683,708.28,Least Concern
Let affect,Actinopterygii,Rodentia,4452.186,2739.6,Extinct in the Wild
Stay woman,Actinopterygii,Carnivora,4467.351,1206.35,Extinct in the Wild
We face,Reptilia,Passeriformes,2974.256,777.88,Critically Endangered
Outside player,Mammalia,Passeriformes,4132.053,1161.32,Endangered
Ground when,Amphibia,Squamata,2202.467,2389.54,Extinct in the Wild
Skin page,Amphibia,Squamata,1949.224,1809.81,Near Threatened
Control song,Actinopterygii,Carnivora,13.824,2414.14,Critically Endangered
Along true,Actinopterygii,Passeriformes,146.251,2559.19,Endangered
Face cost,Amphibia,Passeriformes,1775.25,2121.2,Vulnerable
Speech economic,Aves,Anura,546.198,779.57,Extinct in the Wild
Note phone,Reptilia,Squamata,1085.103,2677.06,Extinct in the Wild
Film indicate,Reptilia,Anura,2106.054,2687.94,Near Threatened
Painting way,Aves,Anura,1226.13,1413.45,Least Concern
Memory offer,Aves,Primates,2375.034,1071.49,Endangered
Analysis economy,Actinopterygii,Primates,2117.545,2474.85,Vulnerable
Appear training,Amphibia,Primates,2168.427,592.15,Least Concern
If hard,Amphibia,Passeriformes,4500.569,1040.49,Endangered
Both range,Aves,Primates,2266.459,2527.69,Critically Endangered
His difficult,Aves,Squamata,4378.208,2197.01,Near Threatened
Floor level,Reptilia,Passeriformes,580.943,507.44,Critically Endangered
If training,Actinopterygii,Primates,2723.262,1132.17,Extinct in the Wild
Place reality,Mammalia,Anura,2764.363,544.7,Critically Endangered
Whole close,Reptilia,Passeriformes,1075.075,2843.32,Endangered
Account performance,Actinopterygii,Primates,2883.737,533.11,Extinct in the Wild
Sit item,Aves,Anura,851.277,1033.57,Extinct in the Wild
Society western,Mammalia,Anura,2074.584,2861.91,Extinct in the Wild
Office citizen,Reptilia,Rodentia,3334.895,1101.72,Near Threatened
Lose new,Amphibia,Primates,4769.667,2986.52,Near Threatened
Spend life,Amphibia,Squamata,4333.42,2728.78,Extinct in the Wild
Adult throughout,Amphibia,Passeriformes,3721.011,2571.07,Least Concern
Operation clear,Amphibia,Rodentia,4587.463,1064.21,Endangered
They film,Amphibia,Anura,4012.056,652.67,Vulnerable
Per figure,Reptilia,Rodentia,725.499,1811.49,Near Threatened
Sell hear,Mammalia,Rodentia,2136.408,1421.62,Least Concern
West cup,Amphibia,Carnivora,958.507,2887.11,Extinct in the Wild
Area what,Reptilia,Squamata,3744.273,523.86,Endangered
Recently business,Mammalia,Primates,4924.537,103.69,Least Concern
Actually campaign,Mammalia,Anura,4246.514,2289.77,Critically Endangered
Both born,Mammalia,Anura,3652.276,753.12,Near Threatened
Language especially,Amphibia,Rodentia,3696.534,1373.64,Endangered
Special follow,Aves,Rodentia,3960.026,1316.32,Least Concern
Develop rich,Amphibia,Squamata,4358.646,2537.01,Critically Endangered
Current democratic,Actinopterygii,Rodentia,355.137,10.15,Endangered
Song air,Amphibia,Passeriformes,3074.804,2287.8,Vulnerable
Among soldier,Mammalia,Anura,3187.252,2686.75,Near Threatened
Reflect attorney,Reptilia,Squamata,1316.878,2694.89,Near Threatened
Professional through,Mammalia,Passeriformes,2632.018,425.56,Near Threatened
Stuff concern,Reptilia,Anura,1903.686,782.15,Extinct in the Wild
Speak reflect,Amphibia,Anura,295.147,352.33,Least Concern
Card sell,Aves,Rodentia,4433.752,2960.72,Near Threatened
Somebody on,Mammalia,Primates,3778.388,754.58,Near Threatened
Garden create,Reptilia,Primates,1296.534,1253.15,Vulnerable
Father stock,Aves,Primates,3325.584,1595.05,Endangered
Official finally,Aves,Passeriformes,4642.622,2617.51,Extinct in the Wild
Leave bit,Amphibia,Rodentia,1966.662,1965.54,Endangered
Full someone,Actinopterygii,Anura,728.839,102.57,Critically Endangered
Effect generation,Reptilia,Anura,1695.987,1853.25,Extinct in the Wild
