species,class,order,weight_kg,length_cm,conservation_status
Yard option,Aves,Primates,1690.693,1354.07,Vulnerable
Contain begin,Reptilia,Rodentia,2561.402,121.0,Vulnerable
Right create,Amphibia,Squamata,979.627,417.32,Critically Endangered
There address,Mammalia,Passeriformes,379.579,1488.02,Endangered
Approach network,Actinopterygii,Primates,4733.887,2943.09,Extinct in the Wild
Toward her,Mammalia,Primates,2712.011,2747.89,Critically Endangered
Foreign seven,Aves,Squamata,2488.341,929.06,Least Concern
Away new,Reptilia,Primates,4348.48,2263.38,Least Concern
Behavior work,Reptilia,Passeriformes,2439.719,2913.96,Extinct in the Wild
Apply relationship,Amphibia,Passeriformes,2820.688,1482.23,Least Concern
North list,Aves,Squamata,2715.068,911.33,Vulnerable
Particular staff,Mammalia,Anura,1162.714,292.77,Critically Endangered
Trade area,Mammalia,Passeriformes,952.053,1335.77,Endangered
Instead night,Reptilia,Primates,1562.847,2354.96,Vulnerable
Some reason,Mammalia,Passeriformes,803.013,7.58,Near Threatened
Receive operation,Actinopterygii,Anura,3287.462,1572.13,Near Threatened
Animal street,Amphibia,Squamata,656.705,641.22,Least Concern
Republican seek,Actinopterygii,Anura,2811.771,555.61,Near Threatened
All church,Amphibia,Anura,2573.499,1221.04,Near Threatened
Five them,Reptilia,Carnivora,4990.805,1722.77,Vulnerable
Note information,Reptilia,Carnivora,4474.807,1736.73,Extinct in the Wild
Billion air,Amphibia,Squamata,648.632,1878.47,Near Threatened
Subject move,Mammalia,Squamata,2509.395,580.12,Near Threatened
Who develop,Aves,Squamata,286.726,1793.4,Vulnerable
News shoulder,Actinopterygii,Rodentia,2653.066,577.1,Endangered
Occur clearly,Reptilia,Anura,438.051,2511.47,Near Threatened
Trial man,Mammalia,Anura,319.885,1154.12,Least Concern
West billion,Reptilia,Primates,1971.949,370.77,Near Threatened
Strong get,Amphibia,Primates,3317.875,2018.14,Vulnerable
Group able,Reptilia,Anura,2371.491,1609.23,Endangered
Book board,Actinopterygii,Rodentia,1019.971,1850.86,Extinct in the Wild
Sea paper,Reptilia,Carnivora,1687.631,1229.87,Least Concern
Magazine herself,Aves,Primates,3493.717,148.89,Least Concern
Wife worry,Amphibia,Anura,4086.346,2780.67,Critically Endangered
Employee indicate,Mammalia,Carnivora,787.324,2920.81,Near Threatened
Her bar,Amphibia,Carnivora,1763.31,1116.44,Vulnerable
Ready civil,Reptilia,Rodentia,1769.222,337.31,Near Threatened
Writer picture,Mammalia,Carnivora,739.142,1830.8,Critically Endangered
Network rich,Amphibia,Squamata,3728.393,375.96,Vulnerable
Order why,Actinopterygii,Anura,3627.33,1237.57,Endangered
Accept method,Mammalia,Carnivora,2566.006,2064.49,Endangered
Toward gas,Aves,Carnivora,4175.715,1669.65,Near Threatened
Word majority,Aves,Squamata,1604.607,2914.55,Critically Endangered
Take recent,Amphibia,Carnivora,316.633,2094.07,Vulnerable
Sing audience,Actinopterygii,Anura,2100.654,2876.35,Least Concern
Enjoy book,Mammalia,Carnivora,2067.988,933.55,Least Concern
Candidate draw,Actinopterygii,Carnivora,1536.609,127.76,Extinct in the Wild
Me huge,Mammalia,Anura,654.027,2604.08,Vulnerable
Suddenly anyone,Actinopterygii,Passeriformes,3735.741,1432.13,Least Concern
Dark day,Reptilia,Anura,4852.627,753.63,Least Concern
Meet she,Reptilia,Squamata,2311.986,996.97,Vulnerable
Sell data,Mammalia,Squamata,2799.271,1035.26,Near Threatened
Last its,Actinopterygii,Passeriformes,3794.826,2780.66,Endangered
Choice true,Actinopterygii,Passeriformes,1721.449,454.87,Least Concern
Degree where,Actinopterygii,Rodentia,4187.185,574.21,Endangered
About system,Mammalia,Carnivora,3273.205,831.55,Critically Endangered
Arrive gas,Amphibia,Squamata,1919.958,411.91,Near Threatened
Material old,Aves,Carnivora,288.02,603.23,Near Threatened
Study last,Amphibia,Passeriformes,2899.372,215.44,Critically Endangered
Each fire,Reptilia,Primates,2653.124,2060.73,Critically Endangered
Art trip,Amphibia,Anura,1696.909,2794.18,Least Concern
Himself but,Amphibia,Squamata,4195.541,2006.68,Vulnerable
Hard care,Mammalia,Anura,4593.344,2841.19,Critically Endangered
Necessary poor,Actinopterygii,Anura,2446.8,1873.55,Least Concern
Heart language,Mammalia,Anura,3254.561,717.21,Near Threatened
Adult move,Reptilia,Carnivora,2429.312,2492.28,Least Concern
Night present,Reptilia,Carnivora,247.144,1065.94,Critically Endangered
Sign dark,Reptilia,Anura,1340.03,1320.03,Endangered
Summer really,Reptilia,Primates,4692.15,1767.56,Least Concern
Truth company,Actinopterygii,Rodentia,1319.953,274.45,Near Threatened
Decision hand,Reptilia,Primates,3907.354,1545.64,Endangered
Sell personal,Actinopterygii,Rodentia,1118.278,1689.85,Critically Endangered
Stock word,Actinopterygii,Primates,1073.032,2239.35,Critically Endangered
Pm term,Reptilia,Rodentia,4238.187,744.47,Vulnerable
Close sing,Actinopterygii,Squamata,4467.19,912.68,Vulnerable
Clear technology,Aves,Carnivora,4793.317,1661.23,Vulnerable
Return push,Aves,Primates,3687.449,128.82,Near Threatened
This guy,Amphibia,Squamata,1447.34,2174.71,Least Concern
Product ok,Aves,Rodentia,3062.441,1817.47,Critically Endangered
May level,Aves,Carnivora,904.601,825.02,Endangered
Lawyer career,Amphibia,Primates,1627.636,2879.64,Least Concern
Really idea,Aves,Passeriformes,240.481,814.44,Near Threatened
He action,Aves,Passeriformes,3649.706,1005.71,Extinct in the Wild
Course quality,Actinopterygii,Rodentia,3601.021,9.25,Least Concern
Book Mrs,Reptilia,Carnivora,3482.584,1141.37,Vulnerable
While determine,Reptilia,Passeriformes,550.98,1861.72,Least Concern
Morning young,Aves,Squamata,186.851,2554.95,Endangered
Special nature,Mammalia,Rodentia,3948.908,1633.39,Extinct in the Wild
Hand majority,Actinopterygii,Anura,669.803,1713.07,Vulnerable
Show coach,Amphibia,Primates,4450.205,181.51,Endangered
Your possible,Reptilia,Rodentia,1969.68,944.11,Least Concern
Magazine create,Reptilia,Squamata,3336.741,358.03,Vulnerable
Seem mind,Mammalia,Passeriformes,2563.644,1884.62,Critically Endangered
Very trip,Reptilia,Anura,3303.316,2698.4,Extinct in the Wild
Hundred course,Reptilia,Passeriformes,78.175,2891.1,Endangered
Two old,Reptilia,Carnivora,895.915,1669.31,Endangered
Cold rise,Mammalia,Squamata,2399.912,2292.4,Extinct in the Wild
Process Congress,Actinopterygii,Rodentia,667.554,892.77,Least Concern
Evening course,Amphibia,Anura,1097.431,863.3,Least Concern
Condition fund,Reptilia,Rodentia,1549.493,576.43,Extinct in the Wild
Approach win,Reptilia,Rodentia,2610.814,1534.48,Endangered
Product moment,Aves,Rodentia,2470.115,2968.87,Near Threatened
Modern radio,Actinopterygii,Rodentia,1005.055,1414.61,Endangered
Single agree,Mammalia,Anura,4792.483,2636.05,Critically Endangered
Recognize event,Actinopterygii,Carnivora,1497.244,148.59,Endangered
Out image,Aves,Carnivora,3375.285,763.34,Vulnerable
Or officer,Mammalia,Carnivora,4370.031,2038.82,Near Threatened
Everything human,Actinopterygii,Anura,3961.126,1625.3,Near Threatened
Kitchen much,Reptilia,Squamata,708.272,2577.07,Least Concern
Voice fact,Amphibia,Carnivora,418.293,632.52,Extinct in the Wild
Could staff,Aves,Passeriformes,2330.715,1728.3,Critically Endangered
Then thought,Amphibia,Squamata,1936.699,2172.15,Endangered
Either system,Reptilia,Carnivora,4634.05,865.07,Critically Endangered
Consumer painting,Aves,Anura,22.155,764.53,Extinct in the Wild
Pay sell,Aves,Squamata,407.45,1804.54,Vulnerable
Though yeah,Reptilia,Primates,2150.911,2640.32,Near Threatened
Red memory,Amphibia,Squamata,2716.457,683.08,Extinct in the Wild
Plan appear,Amphibia,Passeriformes,2261.759,202.18,Extinct in the Wild
Term picture,Aves,Carnivora,3041.407,1856.87,Near Threatened
Suggest condition,Amphibia,Squamata,4704.96,2843.02,Near Threatened
Opportunity every,Reptilia,Squamata,4388.121,1909.92,Endangered
Exist allow,Actinopterygii,Passeriformes,627.303,698.97,Endangered
May ground,Aves,Primates,1348.977,212.8,Critically Endangered
Grow medical,Reptilia,Primates,1685.328,2730.86,Critically Endangered
Today middle,Amphibia,Primates,966.337,215.93,Critically Endangered
Plant over,Actinopterygii,Squamata,4685.229,118.39,Near Threatened
You many,Reptilia,Passeriformes,3522.668,2695.0,Near Threatened
Technology test,Reptilia,Squamata,4329.092,2830.38,Critically Endangered
Into card,Amphibia,Anura,4559.275,489.19,Critically Endangered
Role since,Mammalia,Carnivora,1714.13,1398.83,Near Threatened
Result military,Aves,Carnivora,4134.776,504.27,Critically Endangered
Discuss break,Reptilia,Passeriformes,1537.792,832.02,Critically Endangered
Of discover,Aves,Rodentia,2835.036,534.82,Least Concern
Major most,Aves,Anura,2709.544,2738.3,Least Concern
Treat eat,Aves,Rodentia,829.26,2662.54,Endangered
North follow,Mammalia,Passeriformes,2313.105,1688.39,Extinct in the Wild
One product,Reptilia,Primates,253.655,1766.51,Extinct in the Wild
Though themselves,Mammalia,Carnivora,4963.884,214.02,Critically Endangered
Arrive it,Amphibia,Carnivora,286.06,788.75,Near Threatened
Available in,Mammalia,Squamata,2320.175,2086.71,Extinct in the Wild
Work assume,Reptilia,Rodentia,4689.814,1260.15,Endangered
Detail fill,Reptilia,Rodentia,2738.48,411.29,Least Concern
Shake evening,Actinopterygii,Squamata,1914.289,1470.54,Endangered
Network study,Mammalia,Carnivora,1002.235,1351.85,Endangered
Staff join,Mammalia,Primates,2412.311,112.54,Least Concern
Suggest art,Mammalia,Rodentia,2043.57,328.38,Critically Endangered
Idea civil,Aves,Rodentia,4854.474,744.81,Extinct in the Wild
Measure fight,Aves,Carnivora,2751.167,2887.72,Vulnerable
Will cold,Reptilia,Rodentia,1973.16,1336.22,Extinct in the Wild
