species,class,order,weight_kg,length_cm,conservation_status
Product section,Reptilia,Squamata,557.237,6.17,Endangered
Anything painting,Reptilia,Carnivora,1461.464,1161.05,Critically Endangered
Dark possible,Aves,Passeriformes,580.702,312.03,Least Concern
Real pressure,Mammalia,Carnivora,2105.734,85.84,Critically Endangered
Old where,Amphibia,Passeriformes,3904.111,433.53,Extinct in the Wild
Early parent,Amphibia,Primates,2324.285,651.16,Vulnerable
Start travel,Amphibia,Anura,1638.708,1984.8,Vulnerable
Message dog,Mammalia,Rodentia,2677.465,1176.42,Endangered
Need fine,Aves,Carnivora,4235.235,2915.88,Near Threatened
Campaign move,Actinopterygii,Anura,897.789,1613.74,Near Threatened
Week news,Amphibia,Carnivora,1263.869,1523.58,Endangered
Term heart,Actinopterygii,Anura,1349.231,2724.7,Least Concern
Speak region,Amphibia,Primates,3104.272,2587.3,Vulnerable
Fear local,Aves,Primates,650.996,2919.44,Critically Endangered
Large many,Reptilia,Anura,955.71,124.82,Endangered
Against ever,Amphibia,Primates,1162.31,2158.8,Critically Endangered
Social tree,Amphibia,Passeriformes,661.858,160.99,Near Threatened
Road we,Actinopterygii,Passeriformes,3900.592,1486.72,Endangered
Example me,Amphibia,Primates,3685.02,510.66,Least Concern
School lot,Reptilia,Anura,4688.377,1822.97,Least Concern
Treat guess,Reptilia,Squamata,1286.696,695.52,Vulnerable
Remain both,Actinopterygii,Passeriformes,1545.685,2642.72,Extinct in the Wild
How pass,Mammalia,Squamata,1011.035,280.69,Near Threatened
Blood determine,Mammalia,Squamata,506.949,2934.55,Near Threatened
Compare standard,Aves,Passeriformes,1884.041,370.69,Vulnerable
Maybe concern,Mammalia,Squamata,648.522,2264.51,Extinct in the Wild
Certain agree,Amphibia,Squamata,3612.908,1452.03,Endangered
Remember box,Reptilia,Anura,292.227,2837.44,Endangered
Itself economic,Actinopterygii,Squamata,32.734,1334.72,Vulnerable
Strong cause,Reptilia,Rodentia,3700.553,1613.83,Vulnerable
Staff help,Actinopterygii,Rodentia,2733.217,966.95,Critically Endangered
Identify expert,Reptilia,Anura,3285.561,1977.37,Critically Endangered
National clearly,Actinopterygii,Passeriformes,3852.497,1445.21,Near Threatened
Authority machine,Actinopterygii,Squamata,2408.314,2053.26,Least Concern
Fast write,Actinopterygii,Passeriformes,4726.817,535.38,Extinct in the Wild
Drive movie,Aves,Carnivora,89.932,2461.92,Vulnerable
Let theory,Amphibia,Passeriformes,3076.405,2873.4,Near Threatened
Position rule,Mammalia,Anura,212.628,2405.76,Critically Endangered
Hotel source,Aves,Anura,3189.131,452.68,Vulnerable
Off election,Aves,Carnivora,219.368,1711.62,Extinct in the Wild
Management challenge,Amphibia,Anura,2194.532,1559.41,Endangered
Arm big,Aves,Passeriformes,421.707,2737.14,Critically Endangered
