species,class,order,weight_kg,length_cm,conservation_status
Suggest four,Reptilia,Rodentia,4223.904,2041.45,Vulnerable
If what,Aves,Passeriformes,3315.099,1189.11,Near Threatened
Look draw,Aves,Squamata,4232.71,142.77,Near Threatened
Trip window,Aves,Carnivora,1642.62,434.63,Endangered
Ever hair,Reptilia,Passeriformes,1023.249,2227.03,Endangered
Assume member,Reptilia,Rodentia,1871.283,313.49,Critically Endangered
Agent war,Amphibia,Anura,691.758,2784.84,Near Threatened
Forward consider,Actinopterygii,Primates,2871.271,317.35,Least Concern
Probably meeting,Reptilia,Primates,1871.77,777.93,Critically Endangered
Along doctor,Actinopterygii,Anura,1053.344,2388.26,Least Concern
Difficult your,Amphibia,Primates,4275.131,1770.43,Least Concern
Thousand read,Mammalia,Primates,3477.189,2375.56,Endangered
Grow simple,Mammalia,Passeriformes,196.983,2414.52,Vulnerable
National this,Aves,Passeriformes,1138.025,2046.78,Least Concern
Form him,Amphibia,Rodentia,2708.189,2731.3,Critically Endangered
Tell of,Aves,Squamata,1410.881,1903.55,Critically Endangered
Provide energy,Reptilia,Squamata,4145.117,759.67,Near Threatened
Offer walk,Actinopterygii,Squamata,148.457,1538.09,Vulnerable
Success already,Mammalia,Rodentia,1697.465,2919.27,Vulnerable
Such scientist,Amphibia,Anura,4671.067,2538.67,Extinct in the Wild
Central capital,Amphibia,Primates,754.027,457.86,Near Threatened
Blue reduce,Mammalia,Rodentia,866.68,519.33,Near Threatened
Republican in,Actinopterygii,Carnivora,402.721,1826.46,Vulnerable
Probably ever,Reptilia,Passeriformes,1368.549,610.88,Extinct in the Wild
Yes culture,Actinopterygii,Primates,2179.554,872.05,Extinct in the Wild
Each worker,Aves,Passeriformes,124.14,2151.9,Vulnerable
Maybe other,Actinopterygii,Carnivora,3391.158,1345.35,Least Concern
Ok fly,Aves,Primates,2583.668,389.38,Endangered
State lose,Reptilia,Carnivora,2586.978,2220.4,Near Threatened
Paper after,Amphibia,Squamata,3164.919,2045.88,Endangered
Player medical,Amphibia,Squamata,1424.561,640.54,Vulnerable
Opportunity level,Mammalia,Passeriformes,188.672,2298.89,Critically Endangered
Significant study,Actinopterygii,Primates,1508.831,2012.78,Near Threatened
Pretty either,Actinopterygii,Passeriformes,4267.261,481.27,Near Threatened
Front effect,Actinopterygii,Rodentia,2985.417,2438.15,Least Concern
Per of,Actinopterygii,Squamata,4923.778,6.84,Vulnerable
Instead a,Aves,Anura,3583.797,2772.35,Extinct in the Wild
Down value,Amphibia,Rodentia,4091.655,190.15,Least Concern
Attention look,Actinopterygii,Passeriformes,1025.258,1333.92,Least Concern
Happy relationship,Aves,Rodentia,2447.218,82.67,Near Threatened
So store,Amphibia,Squamata,1246.799,811.78,Near Threatened
Model avoid,Amphibia,Squamata,1814.11,1599.97,Least Concern
Somebody woman,Amphibia,Carnivora,3848.595,1058.17,Critically Endangered
Industry big,Amphibia,Squamata,2226.743,2022.21,Least Concern
Character late,Mammalia,Anura,4377.352,548.76,Vulnerable
Herself so,Amphibia,Squamata,99.294,2718.22,Endangered
Cup account,Mammalia,Passeriformes,4147.585,1917.63,Least Concern
About effect,Aves,Rodentia,3657.633,341.45,Endangered
Chance old,Mammalia,Squamata,2770.384,2280.41,Vulnerable
Congress between,Mammalia,Passeriformes,3555.176,1636.74,Critically Endangered
Still defense,Mammalia,Anura,3422.336,2523.46,Least Concern
Pull someone,Reptilia,Primates,450.33,113.61,Least Concern
Discuss newspaper,Amphibia,Anura,4909.282,2355.94,Extinct in the Wild
Mind try,Aves,Carnivora,2513.067,92.02,Vulnerable
Pull even,Reptilia,Squamata,192.256,1783.93,Endangered
Though identify,Amphibia,Passeriformes,3794.191,2673.01,Endangered
Heart police,Amphibia,Primates,2935.643,1223.48,Vulnerable
Of term,Actinopterygii,Rodentia,3523.083,2313.32,Critically Endangered
Candidate suffer,Mammalia,Primates,780.132,2832.99,Least Concern
Three ok,Aves,Anura,2245.466,1142.74,Critically Endangered
Realize write,Mammalia,Anura,4911.567,1965.98,Least Concern
Six everyone,Actinopterygii,Carnivora,1696.487,1280.74,Endangered
Real purpose,Aves,Rodentia,4918.007,2953.9,Endangered
Until mean,Aves,Primates,1834.606,1251.67,Extinct in the Wild
Lose senior,Mammalia,Rodentia,3896.729,1989.51,Critically Endangered
Rather yet,Reptilia,Rodentia,3428.842,199.01,Near Threatened
Station condition,Aves,Squamata,54.656,1020.5,Near Threatened
Pull room,Amphibia,Carnivora,324.976,555.71,Critically Endangered
Total state,Aves,Passeriformes,540.392,306.62,Extinct in the Wild
Set best,Aves,Squamata,2577.327,690.0,Critically Endangered
Throw play,Mammalia,Passeriformes,3461.254,1577.47,Endangered
Half key,Actinopterygii,Carnivora,2130.254,2631.88,Extinct in the Wild
Knowledge book,Actinopterygii,Squamata,2824.911,2641.8,Least Concern
Along rest,Mammalia,Rodentia,2554.284,910.97,Least Concern
Focus second,Amphibia,Carnivora,3576.217,569.86,Least Concern
Draw sister,Actinopterygii,Squamata,1011.088,1416.77,Endangered
House song,Reptilia,Carnivora,3993.921,496.54,Near Threatened
Give sister,Amphibia,Anura,285.801,2157.71,Critically Endangered
Truth sing,Actinopterygii,Carnivora,254.565,1982.76,Near Threatened
Wait class,Aves,Anura,3766.466,1635.12,Endangered
Occur audience,Reptilia,Squamata,2766.096,398.81,Extinct in the Wild
Than left,Actinopterygii,Carnivora,2169.145,503.62,Extinct in the Wild
Education option,Reptilia,Anura,2717.523,1718.63,Critically Endangered
Area usually,Reptilia,Carnivora,322.008,2260.49,Least Concern
Sign forget,Actinopterygii,Carnivora,124.53,222.42,Vulnerable
Heavy then,Amphibia,Squamata,2798.016,726.03,Critically Endangered
Real reason,Actinopterygii,Squamata,17.306,2035.9,Critically Endangered
Try raise,Actinopterygii,Passeriformes,524.797,398.56,Near Threatened
Reduce gun,Reptilia,Rodentia,3523.467,987.98,Critically Endangered
Land deep,Aves,Squamata,68.541,2206.34,Least Concern
Short thought,Actinopterygii,Passeriformes,1451.266,2501.49,Near Threatened
Onto audience,Aves,Passeriformes,2843.636,2079.37,Extinct in the Wild
Much return,Mammalia,Rodentia,4428.36,1740.46,Least Concern
Help behavior,Actinopterygii,Primates,2282.1,329.36,Near Threatened
Light budget,Actinopterygii,Anura,322.685,1598.31,Endangered
None between,Mammalia,Anura,2821.352,1517.07,Endangered
Realize drug,Amphibia,Rodentia,8.07,425.05,Critically Endangered
