species,class,order,weight_kg,length_cm,conservation_status
Least go,Actinopterygii,Rodentia,931.768,1400.7,Extinct in the Wild
Like under,Aves,Rodentia,4177.856,340.89,Near Threatened
Loss most,Reptilia,Primates,2505.316,2581.17,Endangered
Hard others,Aves,Carnivora,4515.143,1966.14,Least Concern
Eight reduce,Mammalia,Primates,613.626,1123.77,Least Concern
Learn difference,Mammalia,Anura,1062.822,675.46,Least Concern
For company,Amphibia,Passeriformes,2417.134,512.4,Least Concern
Glass degree,Mammalia,Carnivora,4006.461,1921.08,Vulnerable
Later never,Reptilia,Anura,4080.253,2370.31,Near Threatened
Tell car,Reptilia,Squamata,863.414,815.05,Critically Endangered
Present fly,Amphibia,Rodentia,66.586,782.03,Least Concern
Detail draw,Mammalia,Passeriformes,579.265,1833.16,Near Threatened
Design study,Reptilia,Rodentia,2040.135,328.88,Least Concern
Determine rather,Actinopterygii,Primates,4388.897,726.57,Near Threatened
Century reason,Actinopterygii,Carnivora,1079.306,539.6,Endangered
Outside skin,Amphibia,Squamata,4678.884,310.49,Vulnerable
Likely throw,Actinopterygii,Passeriformes,4267.813,1919.24,Near Threatened
Word treat,Actinopterygii,Carnivora,2570.526,781.76,Near Threatened
First also,Actinopterygii,Primates,830.634,1733.42,Endangered
Care security,Amphibia,Passeriformes,3065.438,2342.19,Critically Endangered
Win interesting,Reptilia,Anura,3638.037,733.07,Extinct in the Wild
Decide officer,Actinopterygii,Passeriformes,4218.685,2293.12,Near Threatened
Defense skin,Aves,Primates,1415.059,81.67,Extinct in the Wild
According decade,Reptilia,Squamata,15.823,1410.81,Vulnerable
Surface woman,Reptilia,Primates,977.924,2297.47,Critically Endangered
Pull treatment,Mammalia,Carnivora,818.25,864.85,Near Threatened
Chance wish,Mammalia,Passeriformes,1373.318,555.16,Endangered
Consumer eye,Actinopterygii,Anura,3697.452,2504.75,Near Threatened
Fear concern,Aves,Anura,908.262,283.78,Near Threatened
Bring move,Reptilia,Anura,3682.38,1451.23,Least Concern
Role spring,Aves,Primates,862.645,2801.29,Critically Endangered
Explain mouth,Aves,Squamata,1763.618,2802.66,Near Threatened
Feeling sell,Reptilia,Rodentia,4304.12,643.41,Near Threatened
Tree lose,Aves,Passeriformes,4609.816,2542.32,Extinct in the Wild
Yes upon,Amphibia,Squamata,2087.932,1727.95,Critically Endangered
Adult law,Amphibia,Anura,2649.051,2192.72,Critically Endangered
Record station,Aves,Primates,3314.638,2524.84,Near Threatened
Several carry,Aves,Passeriformes,1309.154,327.95,Extinct in the Wild
Item war,Amphibia,Carnivora,1223.722,1695.16,Vulnerable
Better contain,Actinopterygii,Primates,2887.654,1358.07,Extinct in the Wild
Senior central,Reptilia,Rodentia,3128.733,326.51,Least Concern
Partner air,Aves,Squamata,3116.432,1761.81,Vulnerable
Health factor,Reptilia,Squamata,764.6,698.45,Least Concern
Performance half,Mammalia,Squamata,755.606,775.85,Least Concern
Protect degree,Actinopterygii,Primates,3700.849,86.03,Least Concern
Red hour,Aves,Passeriformes,2450.601,2241.35,Extinct in the Wild
Should member,Mammalia,Carnivora,4588.435,1822.99,Critically Endangered
Possible participant,Actinopterygii,Passeriformes,3030.64,2263.27,Least Concern
Bag leave,Actinopterygii,Carnivora,652.561,1244.38,Near Threatened
Feel worker,Mammalia,Carnivora,446.599,2232.57,Near Threatened
Pass Congress,Amphibia,Rodentia,1598.263,2225.53,Vulnerable
