species,class,order,weight_kg,length_cm,conservation_status
She event,Mammalia,Passeriformes,2180.608,2180.15,Extinct in the Wild
Do watch,Actinopterygii,Rodentia,2028.658,2935.02,Vulnerable
Agency without,Amphibia,Rodentia,1441.961,1713.58,Endangered
Game live,Mammalia,Anura,4374.32,1124.27,Extinct in the Wild
Mean citizen,Mammalia,Rodentia,99.509,2889.52,Extinct in the Wild
Doctor let,Mammalia,Rodentia,2913.64,202.31,Critically Endangered
Goal organization,Amphibia,Primates,307.457,2700.14,Least Concern
Treatment rate,Actinopterygii,Anura,2562.872,2151.2,Extinct in the Wild
Figure learn,Actinopterygii,Rodentia,905.863,605.93,Endangered
Voice president,Mammalia,Primates,3832.339,1973.87,Least Concern
Serve black,Actinopterygii,Squamata,1959.839,734.05,Vulnerable
Show personal,Reptilia,Passeriformes,3701.741,2494.29,Vulnerable
Wrong his,Mammalia,Primates,2405.381,1192.13,Vulnerable
Camera music,Reptilia,Primates,4947.57,582.56,Endangered
Over it,Aves,Rodentia,4634.662,1687.44,Extinct in the Wild
Success say,Actinopterygii,Primates,1559.088,245.04,Least Concern
Brother people,Amphibia,Rodentia,267.189,1502.69,Critically Endangered
Four north,Amphibia,Rodentia,1477.064,1791.28,Extinct in the Wild
Art give,Mammalia,Passeriformes,192.76,516.74,Extinct in the Wild
Treatment hotel,Aves,Rodentia,4316.533,69.13,Least Concern
Break nor,Reptilia,Squamata,2475.764,1363.61,Extinct in the Wild
Number thousand,Amphibia,Passeriformes,4222.966,970.89,Critically Endangered
Author this,Aves,Primates,1573.585,2572.81,Least Concern
Spend attention,Aves,Passeriformes,3678.363,2022.83,Near Threatened
Few cup,Mammalia,Anura,1467.987,2920.22,Near Threatened
From simple,Amphibia,Squamata,151.41,832.84,Extinct in the Wild
Science anything,Reptilia,Carnivora,1820.317,917.62,Endangered
Add short,Aves,Passeriformes,2643.905,2638.44,Vulnerable
Positive artist,Aves,Anura,688.436,1669.12,Vulnerable
Explain my,Actinopterygii,Passeriformes,4464.567,1902.85,Vulnerable
Word southern,Amphibia,Primates,4954.29,1987.55,Vulnerable
Truth money,Mammalia,Passeriformes,3895.317,2431.29,Least Concern
Audience thought,Reptilia,Primates,292.879,532.05,Near Threatened
Arm yard,Aves,Passeriformes,3311.562,967.33,Endangered
Shake consumer,Actinopterygii,Primates,2610.799,2787.3,Least Concern
Grow account,Aves,Rodentia,4567.008,817.42,Vulnerable
Black animal,Aves,Carnivora,173.325,1928.71,Vulnerable
Chance remember,Reptilia,Passeriformes,42.505,731.93,Extinct in the Wild
Use outside,Actinopterygii,Rodentia,1124.049,1046.72,Extinct in the Wild
Stock week,Mammalia,Primates,520.142,2072.23,Near Threatened
Identify goal,Aves,Carnivora,3738.917,2925.58,Extinct in the Wild
Sea debate,Amphibia,Passeriformes,4151.639,2949.98,Least Concern
Difference oil,Actinopterygii,Squamata,2310.385,1559.35,Vulnerable
Item agreement,Aves,Carnivora,2191.29,302.69,Critically Endangered
Statement fine,Amphibia,Anura,461.427,1884.92,Endangered
Go home,Aves,Squamata,38.596,1226.45,Least Concern
Listen night,Actinopterygii,Passeriformes,4350.334,2525.15,Critically Endangered
Itself study,Amphibia,Rodentia,2614.286,899.16,Endangered
Change adult,Reptilia,Carnivora,1376.432,446.36,Endangered
Card place,Actinopterygii,Anura,1398.657,2034.05,Vulnerable
Place rise,Aves,Primates,4795.436,391.32,Critically Endangered
Officer white,Actinopterygii,Anura,1049.021,1428.81,Least Concern
Change dog,Mammalia,Primates,4528.867,2223.25,Near Threatened
Maintain have,Reptilia,Anura,1618.459,1087.96,Near Threatened
Other sea,Amphibia,Carnivora,4821.259,2992.09,Least Concern
My area,Mammalia,Primates,1272.172,1572.77,Critically Endangered
Meet available,Reptilia,Squamata,574.447,728.64,Critically Endangered
Five man,Mammalia,Anura,2996.073,57.46,Near Threatened
Available piece,Amphibia,Rodentia,1304.764,2020.97,Extinct in the Wild
Nothing rich,Aves,Passeriformes,926.106,2762.24,Near Threatened
Local peace,Amphibia,Carnivora,2198.94,1019.49,Vulnerable
Difference week,Actinopterygii,Primates,2490.834,2219.28,Critically Endangered
Without from,Aves,Squamata,4219.499,1888.91,Near Threatened
Son at,Amphibia,Passeriformes,4591.492,2555.5,Endangered
Impact economy,Amphibia,Rodentia,4081.929,1948.26,Extinct in the Wild
Law measure,Mammalia,Passeriformes,891.456,2147.04,Critically Endangered
Church war,Aves,Passeriformes,1166.584,123.7,Vulnerable
Sing plan,Reptilia,Primates,764.92,1162.25,Vulnerable
Story weight,Actinopterygii,Passeriformes,1321.356,1263.7,Least Concern
Board key,Reptilia,Passeriformes,735.548,2138.48,Near Threatened
Clearly dream,Actinopterygii,Primates,2136.459,2600.73,Extinct in the Wild
Western billion,Reptilia,Squamata,518.266,1761.58,Near Threatened
