species,class,order,weight_kg,length_cm,conservation_status
No born,Amphibia,Squamata,1288.294,2552.17,Near Threatened
Painting activity,Aves,Carnivora,1543.55,2848.23,Near Threatened
Position air,Reptilia,Carnivora,3551.471,1637.09,Vulnerable
Professional trouble,Actinopterygii,Primates,968.802,1582.8,Endangered
Throughout bed,Amphibia,Passeriformes,2518.179,1564.91,Least Concern
Total difference,Reptilia,Primates,4400.52,2974.16,Endangered
Become hit,Aves,Primates,1674.397,1766.26,Endangered
Since radio,Mammalia,Primates,1570.092,1755.21,Least Concern
Green lose,Amphibia,Rodentia,1855.636,2250.27,Vulnerable
When evening,Reptilia,Primates,4029.531,678.79,Least Concern
Agent all,Amphibia,Passeriformes,2449.921,1257.87,Least Concern
Minute fill,Actinopterygii,Anura,844.621,1518.43,Endangered
Enjoy these,Amphibia,Passeriformes,3242.433,437.16,Critically Endangered
List cell,Actinopterygii,Anura,4411.521,1013.6,Least Concern
Population else,Mammalia,Anura,3207.193,1221.36,Endangered
Treatment science,Actinopterygii,Anura,3103.787,2370.78,Near Threatened
Ten plan,Reptilia,Squamata,4423.793,1130.39,Critically Endangered
Right effect,Actinopterygii,Rodentia,3070.216,1515.47,Critically Endangered
Among recently,Reptilia,Primates,2357.031,856.56,Critically Endangered
Marriage ready,Mammalia,Passeriformes,3923.455,441.64,Extinct in the Wild
Eight edge,Amphibia,Squamata,4040.837,2771.18,Critically Endangered
Seem contain,Actinopterygii,Squamata,3647.303,2666.21,Vulnerable
Before whole,Amphibia,Rodentia,1978.343,414.98,Least Concern
City agreement,Aves,Carnivora,1823.641,2984.02,Endangered
Doctor remember,Actinopterygii,Anura,1228.74,842.8,Vulnerable
Home strong,Amphibia,Primates,3471.221,847.03,Vulnerable
Culture which,Aves,Rodentia,4560.825,1194.38,Extinct in the Wild
Three light,Reptilia,Rodentia,2440.586,267.16,Least Concern
Employee what,Amphibia,Carnivora,1354.074,1826.34,Near Threatened
Star employee,Aves,Carnivora,4057.769,142.07,Endangered
Oil while,Mammalia,Passeriformes,1539.269,1048.18,Extinct in the Wild
Someone time,Amphibia,Carnivora,4825.699,1772.35,Least Concern
Weight professor,Mammalia,Anura,4880.538,2381.86,Near Threatened
Walk recently,Amphibia,Rodentia,1220.549,2682.71,Critically Endangered
Baby old,Aves,Passeriformes,2750.922,729.72,Near Threatened
Small girl,Aves,Carnivora,4144.714,1599.86,Endangered
Local cup,Reptilia,Passeriformes,4733.006,2616.85,Endangered
School cover,Actinopterygii,Passeriformes,2317.201,12.6,Near Threatened
Leg major,Reptilia,Primates,2929.118,2938.02,Least Concern
Police member,Actinopterygii,Primates,3881.281,1176.85,Vulnerable
Economic buy,Mammalia,Carnivora,3981.395,1126.25,Extinct in the Wild
Charge draw,Aves,Rodentia,803.342,686.61,Least Concern
Would task,Aves,Primates,952.562,826.38,Least Concern
Nature attention,Aves,Carnivora,2710.184,1813.87,Vulnerable
Rich dark,Actinopterygii,Primates,2804.784,567.62,Least Concern
Energy line,Reptilia,Passeriformes,1874.046,1590.44,Vulnerable
Describe technology,Amphibia,Squamata,3769.723,11.31,Vulnerable
Light detail,Actinopterygii,Passeriformes,4134.548,96.48,Vulnerable
Glass same,Amphibia,Anura,3988.413,633.23,Vulnerable
Support deep,Reptilia,Squamata,1075.426,2710.55,Least Concern
Pass personal,Mammalia,Primates,520.796,1709.26,Vulnerable
Through answer,Aves,Anura,243.287,1591.04,Extinct in the Wild
Still card,Mammalia,Carnivora,1626.353,607.56,Vulnerable
Game most,Actinopterygii,Anura,4636.521,975.5,Least Concern
Often everything,Amphibia,Carnivora,4003.843,92.31,Near Threatened
Film try,Amphibia,Squamata,4827.92,2260.28,Critically Endangered
That south,Aves,Passeriformes,4000.351,914.15,Critically Endangered
Factor air,Aves,Passeriformes,953.845,2736.34,Least Concern
School back,Actinopterygii,Squamata,1482.522,420.1,Extinct in the Wild
Fight stuff,Actinopterygii,Squamata,1392.379,183.53,Extinct in the Wild
Can notice,Mammalia,Carnivora,4359.365,2787.44,Near Threatened
Spend site,Actinopterygii,Squamata,2174.789,963.98,Vulnerable
Personal across,Amphibia,Passeriformes,1847.489,2801.57,Critically Endangered
Entire prove,Mammalia,Primates,1127.547,2316.95,Near Threatened
Card serve,Reptilia,Carnivora,3214.866,196.8,Vulnerable
Section really,Reptilia,Rodentia,4862.935,2843.12,Extinct in the Wild
Law big,Actinopterygii,Anura,3256.076,2712.11,Critically Endangered
Blood thought,Amphibia,Rodentia,2518.429,538.9,Vulnerable
Film continue,Aves,Passeriformes,995.199,431.66,Least Concern
Few turn,Reptilia,Squamata,2012.407,2022.93,Near Threatened
Strategy sense,Actinopterygii,Squamata,1805.289,1885.62,Least Concern
American challenge,Mammalia,Carnivora,4344.147,155.35,Endangered
Lead spring,Actinopterygii,Carnivora,4695.327,26.43,Least Concern
Activity usually,Actinopterygii,Passeriformes,724.299,276.53,Extinct in the Wild
Effect your,Amphibia,Carnivora,7.702,2250.7,Least Concern
Discover bed,Aves,Squamata,2801.802,2811.41,Least Concern
Vote reduce,Mammalia,Squamata,4560.01,2589.33,Endangered
Ground speech,Actinopterygii,Squamata,542.051,1272.7,Near Threatened
East figure,Amphibia,Primates,4925.606,1007.72,Vulnerable
Since good,Amphibia,Passeriformes,1006.307,568.98,Near Threatened
Including young,Reptilia,Anura,2795.783,1018.05,Critically Endangered
Ask president,Actinopterygii,Rodentia,889.385,464.12,Vulnerable
Generation air,Amphibia,Primates,4879.966,747.36,Vulnerable
Seek these,Actinopterygii,Passeriformes,247.566,1095.66,Endangered
Candidate get,Amphibia,Anura,2083.326,1785.15,Critically Endangered
Coach be,Reptilia,Carnivora,1659.76,2846.3,Extinct in the Wild
Newspaper change,Mammalia,Carnivora,1035.697,1038.48,Endangered
Music property,Reptilia,Anura,2757.679,2925.09,Critically Endangered
Free build,Amphibia,Rodentia,2306.785,1250.3,Extinct in the Wild
Especially base,Reptilia,Squamata,4769.548,1680.66,Vulnerable
Current box,Reptilia,Passeriformes,1603.804,1562.39,Least Concern
Feel pattern,Reptilia,Primates,3224.224,1681.46,Extinct in the Wild
Why along,Mammalia,Primates,3146.528,935.1,Near Threatened
Pass executive,Mammalia,Rodentia,2613.397,2407.34,Vulnerable
Factor experience,Actinopterygii,Rodentia,3406.85,1646.6,Endangered
Various poor,Reptilia,Rodentia,1681.044,2456.57,Least Concern
Among wish,Aves,Squamata,3909.419,2331.64,Vulnerable
Today professor,Mammalia,Primates,1076.018,150.06,Least Concern
I person,Aves,Carnivora,2548.244,2946.4,Extinct in the Wild
Together watch,Reptilia,Anura,1243.217,2030.91,Vulnerable
Improve reflect,Actinopterygii,Anura,3510.24,1216.96,Extinct in the Wild
Big money,Actinopterygii,Carnivora,688.389,96.97,Critically Endangered
Mind along,Aves,Squamata,1563.005,277.93,Near Threatened
Find because,Actinopterygii,Primates,4652.688,353.0,Least Concern
Quickly strategy,Mammalia,Passeriformes,3424.161,2714.31,Critically Endangered
Inside east,Aves,Rodentia,1255.255,76.31,Least Concern
Produce blue,Aves,Primates,4197.174,1771.49,Extinct in the Wild
Prove little,Actinopterygii,Anura,4287.414,1557.52,Least Concern
Dream even,Amphibia,Rodentia,132.171,1754.86,Least Concern
Oil certainly,Reptilia,Primates,4043.043,1579.19,Critically Endangered
Artist top,Amphibia,Passeriformes,210.333,1899.96,Vulnerable
Couple base,Amphibia,Primates,3549.494,1714.8,Extinct in the Wild
Class inside,Mammalia,Passeriformes,2896.798,1331.62,Extinct in the Wild
Meet attention,Reptilia,Anura,2741.548,23.11,Near Threatened
Yet woman,Actinopterygii,Carnivora,3941.605,635.49,Endangered
Development music,Amphibia,Passeriformes,3501.536,1080.76,Near Threatened
Sea none,Reptilia,Anura,1280.093,1581.36,Near Threatened
Reason cause,Reptilia,Passeriformes,1964.383,154.09,Near Threatened
Instead sometimes,Actinopterygii,Carnivora,1434.851,1608.68,Extinct in the Wild
Girl rest,Amphibia,Squamata,3313.373,586.92,Critically Endangered
None painting,Mammalia,Anura,2282.753,1091.53,Endangered
Born until,Reptilia,Carnivora,4794.893,2427.61,Least Concern
Alone someone,Aves,Primates,3142.822,1651.43,Critically Endangered
Also guy,Amphibia,Squamata,2560.41,127.49,Vulnerable
Bill power,Aves,Carnivora,4899.484,1175.17,Critically Endangered
Become any,Aves,Rodentia,393.787,1723.64,Near Threatened
House about,Actinopterygii,Anura,156.098,2090.29,Near Threatened
Perform offer,Reptilia,Rodentia,866.779,2200.63,Least Concern
Lose wife,Mammalia,Carnivora,1140.68,2711.62,Vulnerable
Director scene,Amphibia,Rodentia,741.374,2637.46,Extinct in the Wild
Field need,Amphibia,Carnivora,4721.992,2195.73,Least Concern
Employee wind,Reptilia,Squamata,3702.277,956.33,Endangered
Edge how,Actinopterygii,Rodentia,2660.474,2420.73,Least Concern
Card degree,Reptilia,Rodentia,1851.995,1677.01,Endangered
Anything least,Aves,Passeriformes,2768.502,1082.55,Least Concern
Office hard,Actinopterygii,Squamata,4534.333,2542.22,Endangered
Partner least,Amphibia,Primates,1905.705,108.29,Endangered
Likely off,Actinopterygii,Passeriformes,2038.278,1972.2,Vulnerable
Tend understand,Amphibia,Anura,1442.205,2456.48,Critically Endangered
Bed of,Reptilia,Primates,2053.952,2645.44,Extinct in the Wild
Who place,Mammalia,Rodentia,4947.964,1622.04,Extinct in the Wild
Indeed similar,Amphibia,Rodentia,4574.949,2932.76,Least Concern
Southern partner,Actinopterygii,Anura,2251.625,2738.36,Near Threatened
Yard east,Amphibia,Anura,2376.784,768.26,Least Concern
Sound within,Mammalia,Rodentia,1553.854,2786.07,Vulnerable
Prepare how,Reptilia,Carnivora,1967.391,2456.23,Critically Endangered
Player investment,Actinopterygii,Squamata,1083.19,1149.74,Extinct in the Wild
Machine avoid,Aves,Rodentia,4856.207,2398.34,Near Threatened
Trip receive,Amphibia,Squamata,2468.013,2193.12,Critically Endangered
Policy write,Reptilia,Anura,2220.203,1127.39,Endangered
Nation fear,Aves,Passeriformes,1242.59,2070.61,Critically Endangered
Job think,Mammalia,Squamata,1514.768,252.33,Extinct in the Wild
Low together,Aves,Primates,729.216,1732.72,Least Concern
Hair speech,Amphibia,Anura,782.334,2980.28,Critically Endangered
Here grow,Actinopterygii,Squamata,1471.751,922.59,Extinct in the Wild
Poor third,Reptilia,Rodentia,780.806,141.91,Endangered
Less turn,Amphibia,Passeriformes,4344.288,2390.27,Extinct in the Wild
Continue time,Reptilia,Anura,3855.401,1945.43,Least Concern
Top at,Amphibia,Carnivora,4699.595,83.59,Extinct in the Wild
Than site,Actinopterygii,Squamata,2041.962,1538.43,Extinct in the Wild
Teach information,Actinopterygii,Anura,244.143,703.29,Near Threatened
Back bag,Mammalia,Passeriformes,920.8,1067.54,Vulnerable
Former outside,Actinopterygii,Anura,2523.335,1475.87,Vulnerable
To crime,Actinopterygii,Squamata,3641.093,2312.68,Near Threatened
Radio contain,Actinopterygii,Anura,4842.44,2432.1,Near Threatened
Year live,Actinopterygii,Carnivora,1349.394,1020.08,Near Threatened
Also water,Mammalia,Squamata,984.039,1471.35,Extinct in the Wild
Major some,Aves,Squamata,2319.569,1991.34,Extinct in the Wild
Next individual,Aves,Carnivora,94.339,1815.46,Endangered
Trouble fast,Aves,Squamata,4454.668,42.14,Endangered
Talk during,Actinopterygii,Primates,2883.794,1680.25,Vulnerable
Lawyer necessary,Reptilia,Carnivora,621.724,1668.88,Vulnerable
Can space,Aves,Carnivora,4497.79,331.73,Vulnerable
Concern rule,Aves,Primates,1666.167,187.27,Critically Endangered
Write memory,Amphibia,Carnivora,2399.041,1972.0,Near Threatened
Quickly as,Amphibia,Primates,2657.591,2335.46,Extinct in the Wild
Relate on,Aves,Primates,3221.376,2187.01,Vulnerable
Perhaps movie,Aves,Rodentia,1022.029,2558.04,Extinct in the Wild
Special listen,Reptilia,Carnivora,4650.08,724.78,Endangered
Top explain,Aves,Primates,4696.315,1031.05,Vulnerable
Blue rather,Amphibia,Rodentia,4211.958,1792.83,Least Concern
Between fall,Mammalia,Squamata,2800.169,131.28,Extinct in the Wild
Grow real,Reptilia,Passeriformes,4561.492,2990.29,Extinct in the Wild
Look decision,Amphibia,Carnivora,139.721,2973.05,Vulnerable
Inside contain,Actinopterygii,Rodentia,984.144,514.56,Endangered
National media,Reptilia,Squamata,3516.262,2272.37,Vulnerable
Your car,Aves,Squamata,182.494,1035.41,Least Concern
Billion home,Aves,Primates,397.47,2048.88,Critically Endangered
Hand throw,Aves,Anura,4568.279,149.52,Extinct in the Wild
Player heart,Aves,Carnivora,4404.169,1051.11,Critically Endangered
Husband wait,Mammalia,Squamata,684.505,1000.4,Endangered
Throughout network,Mammalia,Anura,1844.095,2345.1,Least Concern
Better environmental,Amphibia,Squamata,2367.12,1906.28,Near Threatened
They summer,Aves,Squamata,2022.27,1506.03,Extinct in the Wild
Traditional reveal,Reptilia,Anura,898.656,2729.32,Extinct in the Wild
Only free,Mammalia,Passeriformes,2391.208,1815.26,Vulnerable
Even community,Mammalia,Passeriformes,3020.663,1591.59,Extinct in the Wild
Behavior camera,Amphibia,Squamata,3489.159,2335.26,Least Concern
Meet discussion,Amphibia,Rodentia,2537.573,1880.98,Least Concern
Off price,Reptilia,Squamata,3181.45,888.33,Endangered
Character I,Actinopterygii,Passeriformes,4668.49,1283.93,Vulnerable
Project structure,Aves,Anura,4791.822,799.47,Extinct in the Wild
Professor compare,Aves,Primates,1714.182,787.19,Vulnerable
Save doctor,Mammalia,Squamata,4534.582,2378.02,Least Concern
Large similar,Mammalia,Passeriformes,379.032,261.88,Critically Endangered
Station church,Actinopterygii,Primates,3938.521,2819.74,Critically Endangered
But national,Aves,Carnivora,1116.605,2550.44,Extinct in the Wild
Next minute,Mammalia,Squamata,4703.574,720.46,Least Concern
Citizen as,Reptilia,Rodentia,3145.643,766.65,Least Concern
Doctor design,Actinopterygii,Primates,1492.032,2367.8,Extinct in the Wild
Really air,Actinopterygii,Passeriformes,1606.487,155.92,Near Threatened
Alone act,Amphibia,Rodentia,2081.983,2178.34,Endangered
Minute me,Aves,Carnivora,4807.319,1778.59,Endangered
Several pattern,Aves,Passeriformes,2234.655,2396.68,Least Concern
Nation great,Aves,Passeriformes,4745.985,1975.92,Least Concern
Nothing approach,Actinopterygii,Carnivora,676.001,714.79,Endangered
Early water,Mammalia,Carnivora,3410.408,32.44,Vulnerable
Save firm,Mammalia,Squamata,4426.186,1186.63,Near Threatened
Strategy chance,Reptilia,Primates,400.426,2721.38,Critically Endangered
Majority bill,Actinopterygii,Primates,1199.736,2332.54,Vulnerable
Over line,Reptilia,Carnivora,483.742,855.82,Near Threatened
Person kitchen,Actinopterygii,Rodentia,408.667,1205.14,Least Concern
Garden bank,Mammalia,Passeriformes,1470.215,1912.1,Near Threatened
Consider also,Amphibia,Carnivora,3361.484,731.16,Vulnerable
Low enjoy,Aves,Primates,3283.3,396.46,Least Concern
Magazine staff,Mammalia,Rodentia,970.483,602.23,Endangered
Capital once,Aves,Rodentia,2675.036,1406.63,Least Concern
Write however,Actinopterygii,Anura,1124.434,2136.51,Vulnerable
Price thing,Aves,Passeriformes,3448.622,1616.77,Endangered
Do would,Reptilia,Carnivora,1850.197,314.05,Least Concern
Machine air,Actinopterygii,Squamata,2397.843,496.34,Least Concern
Quickly teacher,Aves,Primates,446.771,959.32,Near Threatened
Together middle,Amphibia,Primates,952.383,1587.43,Vulnerable
Fight simple,Aves,Rodentia,4317.938,1727.44,Vulnerable
Gun idea,Amphibia,Carnivora,819.867,2659.03,Vulnerable
Similar law,Aves,Anura,312.255,838.99,Near Threatened
Her test,Aves,Passeriformes,150.545,2815.28,Endangered
Director help,Actinopterygii,Anura,3815.123,2526.1,Extinct in the Wild
Focus skin,Amphibia,Anura,3099.957,2851.11,Extinct in the Wild
White water,Actinopterygii,Anura,4731.462,1071.02,Extinct in the Wild
Determine usually,Aves,Carnivora,1514.97,958.46,Extinct in the Wild
Reflect who,Reptilia,Passeriformes,3080.798,2201.93,Critically Endangered
Store six,Amphibia,Rodentia,2542.946,2860.8,Endangered
Peace too,Amphibia,Primates,1233.71,2686.07,Extinct in the Wild
Impact radio,Actinopterygii,Squamata,2301.949,2745.91,Near Threatened
Hospital serve,Mammalia,Anura,1804.474,780.42,Extinct in the Wild
Model nature,Mammalia,Passeriformes,3865.842,738.29,Vulnerable
Produce no,Aves,Anura,1864.718,730.93,Least Concern
Fast indeed,Reptilia,Squamata,3406.819,1596.1,Endangered
Trial listen,Actinopterygii,Carnivora,1269.382,1276.83,Extinct in the Wild
Power perform,Aves,Squamata,4777.295,1298.48,Vulnerable
Act society,Actinopterygii,Carnivora,4481.421,1881.79,Near Threatened
Study economy,Reptilia,Passeriformes,3782.703,195.49,Endangered
Indeed either,Reptilia,Rodentia,3983.867,881.55,Endangered
Thing because,Aves,Primates,191.158,1056.81,Extinct in the Wild
Us past,Actinopterygii,Primates,237.094,2359.47,Extinct in the Wild
Health around,Aves,Anura,897.383,897.65,Extinct in the Wild
Trade kid,Amphibia,Anura,3101.17,2101.12,Vulnerable
All skill,Mammalia,Anura,2471.577,1134.73,Endangered
Away but,Actinopterygii,Passeriformes,1011.222,1311.19,Critically Endangered
Half rest,Mammalia,Rodentia,399.013,982.01,Vulnerable
Like religious,Actinopterygii,Anura,1708.983,642.91,Endangered
Week top,Amphibia,Squamata,2321.19,2789.78,Critically Endangered
Contain change,Actinopterygii,Anura,4109.258,850.76,Extinct in the Wild
Cup fall,Mammalia,Primates,840.202,665.74,Vulnerable
Financial live,Aves,Passeriformes,997.223,2966.74,Vulnerable
Father consumer,Reptilia,Rodentia,2798.021,143.42,Extinct in the Wild
Fish information,Mammalia,Squamata,2114.774,1583.37,Least Concern
Civil new,Actinopterygii,Rodentia,4499.234,877.87,Critically Endangered
Painting raise,Amphibia,Rodentia,2973.163,1256.79,Extinct in the Wild
When quality,Mammalia,Carnivora,3983.261,2184.66,Endangered
Attorney form,Aves,Rodentia,506.957,12.15,Critically Endangered
Minute require,Mammalia,Rodentia,3147.062,1225.53,Least Concern
Series though,Reptilia,Primates,4087.872,1311.12,Least Concern
Practice describe,Amphibia,Passeriformes,3663.896,1172.93,Endangered
Agency push,Mammalia,Passeriformes,3965.52,2380.81,Endangered
Sometimes kind,Actinopterygii,Primates,1955.214,2861.51,Endangered
Officer interview,Mammalia,Squamata,3222.527,2040.31,Least Concern
Bit crime,Aves,Primates,1663.235,2721.42,Extinct in the Wild
Foot others,Aves,Passeriformes,3743.397,2829.12,Vulnerable
Effect class,Reptilia,Anura,2952.726,2443.27,Least Concern
Become south,Aves,Squamata,3764.058,2901.57,Vulnerable
Likely production,Reptilia,Passeriformes,2148.093,402.15,Vulnerable
Nature serious,Actinopterygii,Primates,1717.841,663.9,Critically Endangered
Cup begin,Reptilia,Squamata,664.872,1326.57,Extinct in the Wild
Particularly election,Amphibia,Rodentia,550.857,2302.42,Extinct in the Wild
Cup option,Mammalia,Squamata,4296.401,1112.6,Extinct in the Wild
Defense present,Actinopterygii,Passeriformes,4962.936,2428.73,Extinct in the Wild
International then,Aves,Carnivora,3880.042,2721.19,Critically Endangered
Officer security,Reptilia,Primates,4051.239,1308.21,Critically Endangered
Look develop,Amphibia,Squamata,1810.249,1757.16,Endangered
Clear whether,Actinopterygii,Carnivora,2104.87,900.66,Vulnerable
Fact crime,Mammalia,Anura,1826.659,2710.7,Endangered
Avoid service,Mammalia,Passeriformes,4468.414,823.83,Near Threatened
Recognize current,Mammalia,Squamata,3517.058,1469.05,Least Concern
Industry officer,Mammalia,Carnivora,4757.63,547.34,Least Concern
Nothing a,Reptilia,Primates,1981.226,1855.73,Endangered
Take difficult,Reptilia,Carnivora,2512.357,1285.05,Extinct in the Wild
