species,class,order,weight_kg,length_cm,conservation_status
Future pick,Mammalia,Passeriformes,3263.611,516.24,Least Concern
Lose seem,Mammalia,Anura,420.933,92.17,Near Threatened
Interview parent,Aves,Squamata,1963.549,2317.71,Near Threatened
Draw visit,Mammalia,Anura,1900.429,291.47,Least Concern
But author,Amphibia,Squamata,3315.393,2609.06,Least Concern
Represent serious,Actinopterygii,Anura,3861.849,943.03,Near Threatened
Sound food,Aves,Carnivora,4248.616,2355.09,Vulnerable
Collection consider,Actinopterygii,Carnivora,2775.196,382.18,Least Concern
Learn computer,Reptilia,Rodentia,2490.136,116.45,Vulnerable
Start far,Amphibia,Carnivora,2985.085,2588.47,Least Concern
Position suddenly,Aves,Carnivora,4458.897,215.32,Endangered
Education power,Actinopterygii,Anura,1489.168,605.46,Least Concern
North worker,Actinopterygii,Anura,74.902,2485.33,Vulnerable
Pm rest,Amphibia,Squamata,1984.773,886.37,Endangered
All back,Mammalia,Carnivora,2874.872,1778.78,Extinct in the Wild
Network ahead,Reptilia,Passeriformes,4715.074,541.86,Least Concern
Again upon,Amphibia,Anura,146.878,1040.55,Endangered
Challenge already,Amphibia,Primates,1581.614,2227.69,Critically Endangered
Several member,Mammalia,Carnivora,3714.68,880.8,Vulnerable
Ten measure,Reptilia,Passeriformes,3199.851,616.17,Extinct in the Wild
Property need,Mammalia,Carnivora,3197.165,790.33,Endangered
Education voice,Mammalia,Passeriformes,4540.504,542.5,Critically Endangered
Sure within,Aves,Primates,1739.155,1549.0,Least Concern
Language age,Amphibia,Rodentia,1885.402,1951.56,Endangered
Idea red,Amphibia,Anura,3276.052,1619.21,Endangered
Several treatment,Mammalia,Passeriformes,3276.414,2562.89,Near Threatened
International these,Amphibia,Rodentia,3190.189,144.78,Vulnerable
Hold recently,Reptilia,Passeriformes,240.98,1226.06,Vulnerable
Movement us,Actinopterygii,Passeriformes,1819.76,2697.11,Extinct in the Wild
Administration scene,Mammalia,Anura,1287.702,368.4,Extinct in the Wild
Weight model,Mammalia,Anura,1391.872,190.67,Near Threatened
More material,Aves,Passeriformes,3146.523,2203.69,Near Threatened
Little material,Amphibia,Primates,2315.965,2770.55,Vulnerable
Help key,Reptilia,Squamata,4372.683,1266.91,Critically Endangered
Way necessary,Actinopterygii,Passeriformes,1570.321,1677.36,Near Threatened
Difficult five,Actinopterygii,Passeriformes,3665.624,1974.99,Near Threatened
Fall trip,Reptilia,Squamata,4062.368,299.42,Endangered
Large despite,Aves,Carnivora,2372.86,2064.5,Least Concern
President official,Amphibia,Rodentia,4511.252,1303.62,Near Threatened
Well allow,Aves,Rodentia,4694.424,2893.62,Critically Endangered
Career even,Aves,Anura,2212.194,2187.45,Endangered
Operation somebody,Amphibia,Rodentia,2885.107,379.51,Endangered
Early page,Amphibia,Rodentia,3047.677,1403.84,Vulnerable
Develop could,Mammalia,Passeriformes,4412.088,1648.33,Endangered
Population white,Actinopterygii,Primates,479.012,1808.9,Extinct in the Wild
Surface agent,Reptilia,Primates,2343.979,2433.35,Extinct in the Wild
Star system,Amphibia,Squamata,1547.428,1601.82,Endangered
Everybody them,Amphibia,Rodentia,826.932,18.4,Endangered
Remain specific,Mammalia,Carnivora,3732.996,2280.57,Vulnerable
Five key,Actinopterygii,Primates,4931.1,682.63,Critically Endangered
Night grow,Reptilia,Rodentia,3902.413,1725.57,Extinct in the Wild
Local begin,Amphibia,Carnivora,4981.372,2646.04,Least Concern
Return idea,Mammalia,Passeriformes,2055.577,2383.99,Vulnerable
Draw fly,Mammalia,Squamata,3919.263,1617.36,Endangered
