species,class,order,weight_kg,length_cm,conservation_status
Head top,Aves,Primates,2240.818,2605.81,Endangered
Spend school,Amphibia,Anura,228.665,2240.62,Least Concern
Trip industry,Actinopterygii,Passeriformes,1063.543,1116.67,Vulnerable
Trade wide,Reptilia,Carnivora,4121.626,848.64,Least Concern
Current cup,Amphibia,Anura,4130.071,294.69,Critically Endangered
Order other,Aves,Primates,1736.702,1358.12,Vulnerable
Good including,Aves,Passeriformes,1335.172,2120.46,Critically Endangered
Say fact,Amphibia,Primates,2876.222,2439.61,Critically Endangered
View without,Mammalia,Passeriformes,2020.559,2849.44,Endangered
Police ball,Amphibia,Anura,2344.874,1802.65,Near Threatened
Indicate knowledge,Aves,Carnivora,2083.913,1465.56,Endangered
Future tell,Reptilia,Rodentia,3943.427,1591.86,Critically Endangered
Find can,Aves,Anura,4774.953,189.83,Critically Endangered
Maybe identify,Reptilia,Carnivora,2427.067,1168.25,Least Concern
Card media,Reptilia,Carnivora,2355.542,1094.16,Least Concern
Leave family,Mammalia,Rodentia,828.945,2972.91,Endangered
Might budget,Amphibia,Squamata,846.191,1078.11,Least Concern
Thank fly,Amphibia,Carnivora,4115.951,939.99,Critically Endangered
Tend give,Amphibia,Squamata,3010.075,187.41,Near Threatened
Season peace,Actinopterygii,Primates,1431.383,2038.35,Near Threatened
Space however,Reptilia,Carnivora,3886.274,2945.74,Near Threatened
Moment develop,Actinopterygii,Carnivora,3755.76,1051.69,Vulnerable
Ahead bad,Mammalia,Squamata,1468.377,2630.32,Critically Endangered
Population believe,Reptilia,Passeriformes,818.027,2472.28,Critically Endangered
Base response,Reptilia,Rodentia,1499.058,2102.04,Least Concern
Mention ago,Reptilia,Carnivora,3673.384,2846.33,Near Threatened
Standard national,Amphibia,Passeriformes,1284.669,497.81,Vulnerable
Expert including,Aves,Anura,3627.089,1532.98,Vulnerable
College name,Amphibia,Rodentia,4107.828,1684.92,Least Concern
Always wait,Reptilia,Carnivora,572.589,2121.78,Vulnerable
Blue analysis,Amphibia,Primates,152.642,2834.16,Near Threatened
Evening particularly,Amphibia,Passeriformes,1392.131,2047.9,Extinct in the Wild
Entire board,Actinopterygii,Primates,674.662,107.96,Critically Endangered
Environmental use,Reptilia,Rodentia,3481.733,1558.03,Extinct in the Wild
Interest scene,Amphibia,Primates,3252.586,568.12,Critically Endangered
Alone herself,Mammalia,Passeriformes,1048.89,1336.3,Extinct in the Wild
Near meeting,Mammalia,Rodentia,4579.781,573.62,Near Threatened
Line meet,Amphibia,Squamata,3066.629,1484.01,Least Concern
According drug,Reptilia,Rodentia,2159.47,1002.08,Vulnerable
I ask,Actinopterygii,Rodentia,3314.84,574.51,Least Concern
Low artist,Mammalia,Squamata,161.959,581.59,Extinct in the Wild
Which degree,Mammalia,Anura,3304.289,1435.54,Vulnerable
Vote play,Actinopterygii,Passeriformes,357.337,2185.86,Critically Endangered
Three control,Actinopterygii,Anura,843.038,260.02,Least Concern
From operation,Mammalia,Primates,134.84,1722.72,Least Concern
Rule watch,Amphibia,Passeriformes,3552.932,323.53,Extinct in the Wild
Eye green,Aves,Primates,4720.493,2567.12,Least Concern
Operation discover,Mammalia,Anura,796.662,2083.32,Near Threatened
Affect want,Aves,Rodentia,1470.108,129.95,Least Concern
Risk line,Mammalia,Squamata,2617.995,1038.24,Near Threatened
Republican best,Reptilia,Rodentia,951.458,1088.72,Near Threatened
Spring voice,Actinopterygii,Passeriformes,69.149,207.92,Endangered
Feeling answer,Amphibia,Squamata,3121.849,781.34,Vulnerable
Area nature,Actinopterygii,Rodentia,692.409,1191.72,Critically Endangered
Fine local,Actinopterygii,Passeriformes,838.916,978.75,Near Threatened
Range child,Amphibia,Passeriformes,4440.949,2714.07,Near Threatened
Watch Mrs,Aves,Carnivora,633.817,2938.7,Critically Endangered
Method step,Aves,Passeriformes,3205.457,1248.92,Least Concern
Like music,Aves,Primates,682.726,1993.68,Least Concern
Serious authority,Actinopterygii,Primates,4549.421,2410.2,Vulnerable
Pattern go,Actinopterygii,Primates,2442.208,2053.95,Critically Endangered
Area media,Reptilia,Carnivora,1504.659,230.01,Vulnerable
Spend entire,Actinopterygii,Rodentia,4267.112,850.17,Endangered
Maybe group,Amphibia,Primates,2076.754,1506.45,Least Concern
Hour hot,Actinopterygii,Squamata,4949.569,2155.21,Least Concern
Let professional,Amphibia,Rodentia,875.907,373.23,Endangered
Onto thank,Amphibia,Carnivora,4252.958,2049.44,Near Threatened
Push base,Mammalia,Rodentia,3699.208,728.37,Vulnerable
President either,Mammalia,Carnivora,1092.417,2787.93,Critically Endangered
Training consider,Actinopterygii,Anura,676.324,2551.39,Near Threatened
Church break,Reptilia,Carnivora,4147.547,2470.85,Near Threatened
Special business,Actinopterygii,Squamata,243.557,801.79,Vulnerable
Occur board,Reptilia,Squamata,1795.436,1099.82,Extinct in the Wild
Stay eye,Amphibia,Primates,1923.873,2484.79,Vulnerable
Customer ok,Aves,Rodentia,1464.815,2816.33,Extinct in the Wild
Local suffer,Aves,Rodentia,2266.381,2376.96,Least Concern
Continue feel,Reptilia,Squamata,3146.189,2257.07,Least Concern
Trip sport,Mammalia,Squamata,3158.475,2191.83,Vulnerable
Author Republican,Reptilia,Passeriformes,4289.321,2526.37,Least Concern
Same through,Aves,Passeriformes,4078.148,2246.93,Endangered
Enough brother,Amphibia,Squamata,1572.207,1277.06,Endangered
Us listen,Reptilia,Anura,3934.77,2372.59,Extinct in the Wild
Nothing image,Aves,Rodentia,1621.803,1545.81,Critically Endangered
Catch so,Reptilia,Carnivora,1173.203,1569.03,Least Concern
Nearly minute,Amphibia,Carnivora,16.23,2927.86,Endangered
See everything,Aves,Squamata,2382.569,2687.12,Extinct in the Wild
Management front,Amphibia,Carnivora,1389.844,2784.36,Critically Endangered
Heavy enter,Actinopterygii,Primates,2554.549,744.34,Critically Endangered
Subject clear,Amphibia,Passeriformes,1321.778,221.02,Endangered
Thing full,Mammalia,Carnivora,291.631,1710.12,Critically Endangered
Film father,Reptilia,Primates,1067.755,2916.21,Vulnerable
Data future,Aves,Anura,3380.519,20.66,Least Concern
Key truth,Mammalia,Primates,3804.796,1458.42,Least Concern
Accept or,Aves,Anura,4694.727,936.6,Critically Endangered
Major particularly,Reptilia,Primates,4385.78,1864.05,Near Threatened
Very story,Actinopterygii,Primates,916.243,593.98,Critically Endangered
Visit control,Mammalia,Squamata,3410.102,1556.74,Critically Endangered
Effort station,Reptilia,Primates,4363.722,1149.19,Vulnerable
Available fast,Actinopterygii,Anura,3178.319,1087.39,Least Concern
Forget drug,Mammalia,Rodentia,55.686,342.37,Extinct in the Wild
New under,Aves,Squamata,2587.923,2336.77,Endangered
Bed born,Actinopterygii,Squamata,4360.351,2947.8,Endangered
Commercial test,Amphibia,Primates,978.412,555.57,Near Threatened
Stand dog,Actinopterygii,Passeriformes,369.962,2581.34,Vulnerable
Event discover,Aves,Rodentia,1278.043,1935.85,Vulnerable
Money east,Aves,Carnivora,466.181,1185.85,Critically Endangered
Himself skin,Reptilia,Squamata,3516.847,6.07,Vulnerable
Participant by,Mammalia,Rodentia,4379.535,2643.43,Critically Endangered
Especially resource,Mammalia,Primates,939.926,1459.29,Extinct in the Wild
Leg sea,Mammalia,Rodentia,3153.752,2623.82,Extinct in the Wild
Collection cell,Reptilia,Anura,4607.387,723.73,Critically Endangered
Seem far,Aves,Rodentia,1693.598,2983.93,Near Threatened
Should nothing,Amphibia,Passeriformes,1663.935,2049.98,Near Threatened
By teacher,Reptilia,Anura,4673.949,1888.57,Extinct in the Wild
Smile feel,Reptilia,Rodentia,1309.172,770.43,Near Threatened
Everybody theory,Actinopterygii,Passeriformes,1160.48,977.79,Near Threatened
Production rather,Reptilia,Carnivora,676.476,460.88,Vulnerable
Detail choose,Amphibia,Carnivora,4942.599,2181.84,Vulnerable
Company stay,Mammalia,Squamata,4731.928,139.56,Vulnerable
Spend tax,Aves,Rodentia,4111.964,1520.38,Least Concern
Final leg,Reptilia,Carnivora,2776.267,2264.99,Near Threatened
He land,Amphibia,Primates,2002.779,2515.61,Near Threatened
Field huge,Actinopterygii,Carnivora,940.598,2634.55,Critically Endangered
During professional,Mammalia,Rodentia,702.495,2140.89,Critically Endangered
Practice be,Mammalia,Passeriformes,1426.674,1757.87,Critically Endangered
Artist nearly,Mammalia,Carnivora,696.889,1751.39,Endangered
Trouble reduce,Actinopterygii,Rodentia,2420.914,1245.63,Endangered
Serve trial,Mammalia,Rodentia,566.504,2561.17,Least Concern
Future east,Reptilia,Passeriformes,3056.155,1721.63,Critically Endangered
Game join,Reptilia,Primates,877.567,606.96,Least Concern
Specific better,Mammalia,Rodentia,2264.493,1815.13,Critically Endangered
Third practice,Aves,Rodentia,4763.508,2370.27,Endangered
Personal material,Actinopterygii,Squamata,1228.922,1645.5,Endangered
Wife shake,Reptilia,Squamata,2192.21,1978.78,Endangered
Money yes,Actinopterygii,Rodentia,3917.264,1764.9,Vulnerable
Hand listen,Reptilia,Rodentia,3551.141,864.2,Critically Endangered
Gas also,Mammalia,Carnivora,2471.003,755.13,Critically Endangered
Like natural,Actinopterygii,Passeriformes,4064.985,1481.88,Near Threatened
Investment moment,Actinopterygii,Carnivora,4194.959,882.75,Vulnerable
Base color,Aves,Rodentia,3489.007,2351.54,Least Concern
Before local,Reptilia,Anura,944.039,477.71,Vulnerable
Simply protect,Amphibia,Passeriformes,4031.006,396.19,Near Threatened
Send prepare,Actinopterygii,Anura,4185.996,1262.41,Least Concern
Late beyond,Amphibia,Passeriformes,4281.03,1759.99,Critically Endangered
Run also,Reptilia,Primates,3480.042,1107.99,Extinct in the Wild
Next government,Mammalia,Carnivora,4597.068,1065.27,Near Threatened
Trip half,Mammalia,Passeriformes,2785.668,575.18,Endangered
Sometimes once,Mammalia,Primates,4164.703,313.42,Near Threatened
Top simple,Mammalia,Anura,1570.251,1248.2,Least Concern
Public return,Amphibia,Carnivora,4069.868,1479.28,Endangered
Old officer,Reptilia,Primates,843.049,149.77,Extinct in the Wild
Human above,Actinopterygii,Anura,3355.849,2886.72,Near Threatened
Test military,Aves,Passeriformes,1719.153,218.13,Vulnerable
