species,class,order,weight_kg,length_cm,conservation_status
Ahead center,Amphibia,Anura,3358.857,356.08,Least Concern
Require up,Actinopterygii,Passeriformes,2723.598,2352.41,Least Concern
Fund west,Amphibia,Anura,2868.244,474.86,Endangered
For success,Mammalia,Anura,3449.385,159.39,Near Threatened
Word friend,Actinopterygii,Rodentia,2784.039,195.4,Least Concern
A clearly,Mammalia,Rodentia,3188.656,1886.65,Endangered
Sit adult,Amphibia,Rodentia,1488.77,901.67,Extinct in the Wild
Imagine quickly,Amphibia,Squamata,3192.32,588.03,Vulnerable
Movie sign,Aves,Rodentia,2187.488,980.8,Near Threatened
Require pressure,Reptilia,Primates,1006.465,2043.54,Least Concern
Determine pressure,Reptilia,Squamata,2851.538,2381.56,Vulnerable
Hospital my,Actinopterygii,Carnivora,335.61,294.84,Vulnerable
Light star,Aves,Passeriformes,2921.063,394.9,Least Concern
Book most,Aves,Anura,2732.127,121.02,Vulnerable
Anyone against,Reptilia,Passeriformes,3401.004,2769.22,Vulnerable
Democrat outside,Amphibia,Primates,3101.552,2291.04,Critically Endangered
Effect say,Mammalia,Carnivora,4413.873,1564.66,Endangered
Final tend,Amphibia,Primates,4654.109,2160.88,Least Concern
Begin green,Aves,Anura,1203.403,751.01,Near Threatened
Clear note,Mammalia,Passeriformes,4479.898,2446.34,Near Threatened
Study someone,Reptilia,Anura,1791.412,1364.95,Critically Endangered
But face,Mammalia,Passeriformes,278.822,425.63,Near Threatened
Myself with,Actinopterygii,Anura,1989.791,1340.37,Vulnerable
Trial yard,Aves,Squamata,1647.52,262.93,Extinct in the Wild
System authority,Amphibia,Passeriformes,2544.237,580.63,Extinct in the Wild
Moment team,Actinopterygii,Primates,1301.859,2424.91,Near Threatened
Sit case,Reptilia,Squamata,249.755,2040.31,Vulnerable
Citizen practice,Reptilia,Passeriformes,1497.722,2888.59,Extinct in the Wild
Billion cup,Mammalia,Rodentia,4813.883,436.84,Endangered
Thousand tree,Reptilia,Anura,4238.087,933.25,Extinct in the Wild
Miss blue,Aves,Carnivora,4238.163,2186.58,Vulnerable
Base present,Aves,Carnivora,2103.996,1075.44,Extinct in the Wild
Cause thus,Reptilia,Rodentia,1903.556,460.93,Endangered
Especially mother,Amphibia,Squamata,3868.699,1115.44,Critically Endangered
Successful at,Aves,Passeriformes,2749.84,2260.7,Vulnerable
Ready such,Reptilia,Squamata,2977.273,1109.62,Critically Endangered
Change statement,Actinopterygii,Primates,3364.56,1958.64,Critically Endangered
Knowledge attorney,Reptilia,Primates,1551.305,2185.27,Least Concern
Eight information,Mammalia,Anura,2660.839,1035.03,Endangered
Use forget,Amphibia,Carnivora,3360.988,1274.62,Vulnerable
Policy town,Amphibia,Squamata,1711.57,1502.28,Near Threatened
Shake key,Actinopterygii,Anura,4026.426,1362.76,Endangered
Sort try,Actinopterygii,Primates,3723.195,2986.68,Endangered
Bed campaign,Amphibia,Primates,1052.929,1001.79,Critically Endangered
Sort pretty,Reptilia,Primates,4152.953,21.07,Vulnerable
Southern consider,Mammalia,Carnivora,1050.315,635.79,Endangered
