species,class,order,weight_kg,length_cm,conservation_status
Community guess,Amphibia,Primates,2166.802,736.31,Least Concern
At base,Amphibia,Anura,4690.128,2647.2,Extinct in the Wild
Large threat,Aves,Squamata,3779.931,387.59,Endangered
Window run,Reptilia,Squamata,3224.351,1819.34,Least Concern
Country husband,Actinopterygii,Rodentia,554.671,2881.67,Critically Endangered
Somebody moment,Amphibia,Passeriformes,2601.51,2680.33,Vulnerable
Low scene,Actinopterygii,Rodentia,3248.473,1695.39,Near Threatened
Hard total,Reptilia,Carnivora,3019.234,1519.04,Vulnerable
Sense fast,Aves,Squamata,1954.207,1232.43,Extinct in the Wild
Commercial surface,Actinopterygii,Rodentia,4084.949,2958.31,Extinct in the Wild
Travel environment,Amphibia,Passeriformes,2229.675,610.98,Least Concern
Election rule,Mammalia,Squamata,3122.234,176.93,Critically Endangered
Learn physical,Aves,Primates,2829.954,640.18,Extinct in the Wild
Because entire,Actinopterygii,Anura,2086.943,1398.04,Vulnerable
Congress remember,Amphibia,Anura,4718.968,293.01,Vulnerable
Report property,Aves,Carnivora,2970.269,2057.94,Near Threatened
Computer east,Reptilia,Rodentia,1338.924,985.7,Least Concern
Financial population,Reptilia,Rodentia,4230.442,2499.08,Vulnerable
Item daughter,Actinopterygii,Passeriformes,1574.059,666.12,Vulnerable
Where cut,Mammalia,Anura,2673.867,2640.54,Near Threatened
Who stand,Mammalia,Carnivora,2847.285,2055.79,Critically Endangered
Yard computer,Reptilia,Primates,3536.117,2875.44,Near Threatened
Job eye,Aves,Carnivora,741.965,2590.79,Endangered
Value daughter,Reptilia,Carnivora,4098.913,52.14,Vulnerable
Professor stock,Actinopterygii,Carnivora,903.625,2976.31,Extinct in the Wild
Rate step,Amphibia,Squamata,3785.475,236.22,Endangered
Bill mother,Actinopterygii,Primates,8.377,2143.23,Critically Endangered
Necessary type,Aves,Passeriformes,2177.765,1728.25,Extinct in the Wild
One behavior,Amphibia,Passeriformes,1639.861,1141.83,Least Concern
Base treat,Amphibia,Carnivora,262.414,1381.03,Least Concern
Themselves doctor,Aves,Rodentia,3275.975,1088.68,Vulnerable
Half person,Aves,Primates,336.442,1939.58,Extinct in the Wild
Six identify,Amphibia,Squamata,2965.281,1305.19,Endangered
Send science,Reptilia,Carnivora,2356.303,1997.99,Endangered
President decade,Amphibia,Squamata,2065.062,632.29,Endangered
Yard capital,Reptilia,Passeriformes,2865.851,1901.64,Least Concern
Standard poor,Reptilia,Passeriformes,4305.228,1672.91,Endangered
Responsibility cover,Actinopterygii,Anura,780.214,505.36,Critically Endangered
Buy major,Reptilia,Rodentia,2246.252,2955.35,Least Concern
Bank make,Aves,Primates,4143.968,2257.98,Endangered
Business myself,Aves,Rodentia,363.017,1461.44,Near Threatened
First once,Actinopterygii,Primates,3148.158,1406.24,Endangered
Husband by,Reptilia,Carnivora,4553.101,2151.1,Least Concern
Business term,Aves,Passeriformes,3906.128,1375.72,Extinct in the Wild
Identify food,Amphibia,Anura,3854.202,1973.78,Least Concern
Down window,Mammalia,Primates,4285.124,2449.31,Endangered
Green learn,Amphibia,Carnivora,481.8,940.97,Vulnerable
Learn quite,Aves,Anura,4570.449,1972.18,Extinct in the Wild
Particular degree,Reptilia,Carnivora,4321.719,2092.91,Near Threatened
Hotel for,Aves,Squamata,2087.061,54.32,Critically Endangered
Thought base,Aves,Passeriformes,3366.002,1208.46,Extinct in the Wild
Political arm,Actinopterygii,Carnivora,3370.876,94.66,Vulnerable
Congress west,Mammalia,Rodentia,3738.247,1669.2,Least Concern
Claim fear,Actinopterygii,Anura,2189.97,944.55,Endangered
Growth service,Reptilia,Passeriformes,133.872,2906.01,Endangered
Evening economy,Aves,Passeriformes,1234.782,2976.71,Least Concern
More wife,Mammalia,Squamata,4605.707,1950.28,Near Threatened
Machine reveal,Aves,Squamata,2803.665,2959.62,Extinct in the Wild
Prevent control,Reptilia,Passeriformes,4729.745,1200.1,Least Concern
Avoid PM,Reptilia,Anura,1638.0,1159.15,Near Threatened
So during,Mammalia,Passeriformes,1808.081,368.31,Least Concern
Necessary late,Amphibia,Squamata,2787.275,1198.87,Endangered
Price air,Reptilia,Anura,3852.917,1890.81,Endangered
Hand large,Actinopterygii,Passeriformes,1491.697,2351.3,Critically Endangered
Resource follow,Amphibia,Squamata,466.473,2460.96,Vulnerable
Fire two,Actinopterygii,Primates,2541.204,55.71,Near Threatened
Letter nor,Actinopterygii,Squamata,4785.298,843.23,Least Concern
Who inside,Amphibia,Squamata,3374.08,337.84,Least Concern
Together claim,Aves,Squamata,3562.596,1087.87,Least Concern
Data trade,Actinopterygii,Anura,861.684,2642.45,Least Concern
Such fast,Reptilia,Anura,3347.288,1829.31,Near Threatened
Put describe,Aves,Passeriformes,1702.107,722.99,Endangered
Town section,Aves,Primates,1568.004,1386.45,Endangered
Similar rise,Amphibia,Passeriformes,2511.618,843.99,Endangered
Loss less,Reptilia,Anura,295.351,2606.23,Least Concern
One arm,Actinopterygii,Squamata,2033.332,2350.43,Extinct in the Wild
Sister a,Actinopterygii,Carnivora,4525.433,318.62,Critically Endangered
Beyond west,Reptilia,Carnivora,156.858,988.28,Endangered
Foreign late,Aves,Anura,2021.497,2537.77,Least Concern
Page nature,Actinopterygii,Carnivora,3971.535,135.46,Extinct in the Wild
Change environment,Amphibia,Rodentia,3990.187,2872.6,Endangered
Or live,Aves,Squamata,2982.613,986.03,Extinct in the Wild
Them medical,Reptilia,Carnivora,4215.204,238.25,Least Concern
Difference across,Actinopterygii,Squamata,1839.075,2936.17,Least Concern
Design agent,Amphibia,Squamata,2744.571,1464.8,Near Threatened
Program group,Amphibia,Primates,4986.551,1811.62,Least Concern
When his,Aves,Carnivora,2820.725,2801.46,Endangered
Firm unit,Mammalia,Carnivora,319.526,1646.88,Vulnerable
Article like,Mammalia,Passeriformes,4556.256,719.68,Vulnerable
Keep pressure,Amphibia,Rodentia,380.478,1852.27,Extinct in the Wild
Weight happy,Mammalia,Squamata,800.143,1907.75,Near Threatened
Forget detail,Reptilia,Squamata,3279.02,2208.03,Extinct in the Wild
Ready break,Amphibia,Anura,168.535,1610.3,Extinct in the Wild
Him probably,Actinopterygii,Carnivora,3170.261,1896.45,Near Threatened
Mouth produce,Mammalia,Rodentia,4996.526,92.69,Endangered
Garden pay,Actinopterygii,Squamata,4716.845,388.64,Near Threatened
Analysis list,Reptilia,Passeriformes,224.555,2927.72,Vulnerable
Arm most,Aves,Carnivora,3458.841,1341.85,Vulnerable
Hit remember,Reptilia,Primates,3292.709,1709.09,Endangered
Black herself,Mammalia,Primates,2209.068,710.27,Vulnerable
Talk skin,Mammalia,Squamata,4177.667,2265.59,Vulnerable
Section eat,Mammalia,Anura,2216.515,2284.31,Extinct in the Wild
