species,class,order,weight_kg,length_cm,conservation_status
Rise standard,Mammalia,Anura,2443.715,199.53,Endangered
Light mind,Aves,Passeriformes,3743.929,2463.6,Least Concern
Learn outside,Mammalia,Rodentia,2935.106,917.56,Extinct in the Wild
Stop family,Actinopterygii,Passeriformes,1362.939,1216.69,Endangered
Condition man,Reptilia,Passeriformes,1957.675,2490.7,Critically Endangered
Condition give,Mammalia,Rodentia,4508.564,196.74,Vulnerable
Enjoy purpose,Amphibia,Primates,3476.654,922.61,Vulnerable
Arrive cell,Amphibia,Anura,819.488,2810.53,Endangered
Hundred data,Amphibia,Primates,2951.357,2775.96,Least Concern
Significant eat,Amphibia,Rodentia,490.959,1797.16,Vulnerable
Memory rich,Actinopterygii,Primates,2141.811,658.78,Endangered
All point,Amphibia,Anura,2594.518,1228.68,Vulnerable
Send artist,Aves,Primates,899.18,1136.84,Endangered
Religious police,Actinopterygii,Rodentia,4102.822,1708.34,Critically Endangered
Suggest hour,Actinopterygii,Rodentia,454.831,1189.69,Near Threatened
Dark attack,Amphibia,Primates,2362.481,1788.87,Extinct in the Wild
Past strong,Mammalia,Primates,2953.635,2069.36,Endangered
Product college,Mammalia,Rodentia,4516.18,1162.61,Endangered
Discuss industry,Actinopterygii,Carnivora,3515.066,1538.23,Least Concern
Over nice,Aves,Carnivora,1258.33,961.27,Vulnerable
Look medical,Aves,Squamata,3349.3,2638.72,Endangered
Material center,Mammalia,Rodentia,872.212,807.4,Extinct in the Wild
Organization ability,Mammalia,Passeriformes,1323.683,752.91,Near Threatened
However get,Amphibia,Squamata,1309.646,2660.98,Endangered
Structure good,Aves,Carnivora,3830.201,1022.5,Critically Endangered
Manage which,Mammalia,Carnivora,4262.303,1174.36,Critically Endangered
Note speak,Amphibia,Passeriformes,78.806,455.6,Vulnerable
Soldier improve,Actinopterygii,Anura,3645.764,2813.31,Vulnerable
Traditional drop,Actinopterygii,Rodentia,4905.405,456.86,Critically Endangered
Dark treat,Aves,Rodentia,4145.353,1920.93,Critically Endangered
In after,Reptilia,Passeriformes,1233.885,1439.5,Endangered
Vote course,Aves,Anura,4956.284,2036.03,Endangered
Real operation,Amphibia,Rodentia,2423.158,1184.57,Near Threatened
Agreement price,Amphibia,Carnivora,1012.408,1940.19,Endangered
Exactly recently,Aves,Squamata,468.161,1264.57,Vulnerable
Skill test,Aves,Primates,1367.199,377.62,Endangered
Way data,Mammalia,Squamata,2431.843,745.9,Vulnerable
Discuss somebody,Amphibia,Anura,4033.828,2962.75,Vulnerable
Man structure,Mammalia,Anura,2391.847,1856.92,Endangered
