species,class,order,weight_kg,length_cm,conservation_status
Crime kid,Mammalia,Anura,4620.916,1734.48,Near Threatened
Civil our,Mammalia,Primates,4617.832,1463.57,Critically Endangered
Rather fear,Actinopterygii,Passeriformes,394.984,848.77,Least Concern
Pretty fight,Reptilia,Squamata,1882.846,1376.28,Near Threatened
Human relationship,Reptilia,Anura,3266.673,1547.31,Endangered
Writer term,Aves,Primates,1514.605,724.55,Endangered
Center how,Amphibia,Squamata,1808.03,2076.13,Endangered
Show kid,Mammalia,Primates,2048.558,2301.35,Least Concern
Raise whether,Mammalia,Squamata,331.419,2568.53,Extinct in the Wild
Source reality,Actinopterygii,Passeriformes,1908.104,2643.45,Least Concern
Professional pretty,Mammalia,Squamata,2565.683,478.4,Vulnerable
Anything sort,Mammalia,Passeriformes,3507.328,2284.91,Vulnerable
Indicate cause,Reptilia,Carnivora,1068.075,1790.82,Least Concern
Night stock,Reptilia,Squamata,4390.79,923.08,Near Threatened
Sign say,Aves,Passeriformes,120.337,59.31,Endangered
Collection table,Mammalia,Passeriformes,3419.469,1026.19,Vulnerable
Hold range,Reptilia,Passeriformes,3281.268,742.95,Critically Endangered
Close security,Amphibia,Carnivora,259.462,2174.43,Least Concern
For hear,Mammalia,Carnivora,2622.949,2901.26,Endangered
Sing continue,Actinopterygii,Rodentia,1553.76,1718.67,Least Concern
Industry smile,Aves,Passeriformes,807.472,1653.29,Near Threatened
Sometimes half,Mammalia,Squamata,38.807,777.42,Critically Endangered
Give two,Amphibia,Anura,2102.328,1252.89,Extinct in the Wild
Offer mind,Amphibia,Squamata,1426.18,1159.9,Critically Endangered
Every evidence,Aves,Carnivora,1187.404,651.77,Extinct in the Wild
Morning church,Mammalia,Carnivora,1705.324,2660.22,Vulnerable
Board scientist,Mammalia,Carnivora,2702.501,572.03,Endangered
Director base,Mammalia,Squamata,1514.587,225.84,Near Threatened
Listen include,Aves,Carnivora,2180.591,2535.5,Endangered
Change box,Amphibia,Primates,4052.022,2921.57,Critically Endangered
Face series,Actinopterygii,Passeriformes,4033.732,547.82,Extinct in the Wild
Between gun,Actinopterygii,Passeriformes,4111.101,989.54,Critically Endangered
Service opportunity,Amphibia,Squamata,4179.096,1681.21,Endangered
Camera budget,Aves,Squamata,1294.536,280.92,Endangered
Act these,Mammalia,Squamata,2608.412,300.6,Extinct in the Wild
Sell must,Reptilia,Carnivora,74.072,1900.63,Vulnerable
Provide ability,Amphibia,Squamata,4810.906,2289.49,Vulnerable
Lay collection,Aves,Passeriformes,4639.501,1500.28,Endangered
Weight field,Aves,Anura,3.182,2403.07,Critically Endangered
Point month,Mammalia,Primates,2376.618,385.08,Least Concern
Increase kind,Amphibia,Squamata,1915.962,422.45,Vulnerable
