species,class,order,weight_kg,length_cm,conservation_status
Line drop,Actinopterygii,Anura,1010.541,941.35,Critically Endangered
Lead soldier,Aves,Passeriformes,1378.236,1062.25,Extinct in the Wild
What care,Reptilia,Carnivora,17.372,908.72,Vulnerable
Short song,Mammalia,Rodentia,2538.276,766.25,Vulnerable
Him plan,Actinopterygii,Rodentia,2308.522,1958.37,Vulnerable
Compare guy,Reptilia,Primates,759.27,2263.55,Extinct in the Wild
Nation provide,Amphibia,Primates,458.758,720.68,Endangered
Serious information,Actinopterygii,Squamata,3477.629,2997.63,Critically Endangered
Understand bed,Reptilia,Carnivora,2461.253,907.39,Vulnerable
Face job,Mammalia,Primates,2611.686,2439.02,Extinct in the Wild
Sometimes charge,Mammalia,Primates,4253.697,1794.04,Critically Endangered
Kitchen why,Reptilia,Anura,2313.346,627.11,Critically Endangered
Affect whatever,Aves,Primates,1020.417,363.85,Extinct in the Wild
Indeed toward,Aves,Anura,4345.017,490.1,Endangered
Case amount,Actinopterygii,Carnivora,4130.876,2204.98,Least Concern
Gun draw,Aves,Squamata,1498.214,1639.92,Near Threatened
Number capital,Amphibia,Primates,242.933,689.76,Critically Endangered
Enough usually,Mammalia,Carnivora,1531.478,1874.83,Near Threatened
Vote remember,Aves,Squamata,697.469,1223.2,Vulnerable
Us no,Amphibia,Anura,4108.171,1170.44,Least Concern
Future structure,Amphibia,Primates,4840.128,376.71,Least Concern
Head fund,Reptilia,Anura,1170.304,1324.95,Critically Endangered
Wear world,Reptilia,Primates,4885.92,1406.89,Extinct in the Wild
Structure go,Actinopterygii,Squamata,3439.893,2203.23,Extinct in the Wild
Every time,Mammalia,Squamata,2002.463,2433.3,Extinct in the Wild
None environmental,Aves,Primates,1458.567,598.67,Endangered
Imagine more,Aves,Primates,189.924,589.87,Critically Endangered
Ball there,Aves,Squamata,2551.903,820.01,Least Concern
Money such,Reptilia,Primates,1017.103,2123.81,Extinct in the Wild
Traditional manager,Amphibia,Carnivora,432.859,855.54,Endangered
Culture life,Amphibia,Primates,1107.133,1443.01,Endangered
Trip pretty,Aves,Anura,3276.837,1822.16,Least Concern
During foot,Mammalia,Primates,1394.468,1236.15,Endangered
They college,Amphibia,Rodentia,2879.81,69.74,Endangered
Thus manage,Amphibia,Primates,4179.826,2768.3,Least Concern
Conference indicate,Aves,Carnivora,3489.56,940.94,Near Threatened
Two occur,Amphibia,Anura,1489.531,589.46,Endangered
Lay herself,Actinopterygii,Rodentia,1939.075,1669.95,Least Concern
Such movement,Reptilia,Squamata,139.879,1237.22,Near Threatened
Cell during,Actinopterygii,Passeriformes,4498.051,1049.82,Near Threatened
Party win,Mammalia,Primates,4745.228,981.63,Endangered
South whole,Mammalia,Passeriformes,4363.359,2863.87,Near Threatened
Until former,Amphibia,Carnivora,1262.168,1043.57,Extinct in the Wild
Attorney keep,Aves,Passeriformes,3582.053,395.07,Critically Endangered
Like dog,Aves,Anura,2415.349,1347.96,Extinct in the Wild
Truth good,Reptilia,Anura,1291.834,1030.12,Vulnerable
Become huge,Aves,Carnivora,2392.011,1072.29,Near Threatened
Anything question,Amphibia,Passeriformes,465.24,2184.0,Near Threatened
Suddenly experience,Amphibia,Primates,570.107,2016.84,Vulnerable
Every concern,Mammalia,Rodentia,3577.087,2337.52,Endangered
When what,Aves,Primates,524.586,1212.9,Extinct in the Wild
Fall form,Aves,Anura,4219.475,551.12,Critically Endangered
Position position,Actinopterygii,Primates,3176.346,1169.5,Extinct in the Wild
Morning would,Aves,Carnivora,4198.701,1380.67,Critically Endangered
Short win,Reptilia,Primates,1693.169,2071.48,Vulnerable
State difference,Amphibia,Primates,838.233,2925.06,Critically Endangered
Watch surface,Reptilia,Rodentia,3029.323,2656.78,Least Concern
Prove around,Actinopterygii,Anura,242.65,2451.73,Critically Endangered
Sit military,Aves,Rodentia,2821.614,2900.47,Endangered
Them offer,Mammalia,Rodentia,2584.374,987.06,Vulnerable
Put friend,Aves,Anura,123.15,1320.86,Least Concern
Book low,Mammalia,Rodentia,3729.678,1293.51,Extinct in the Wild
If mother,Actinopterygii,Primates,239.406,476.92,Vulnerable
That human,Actinopterygii,Primates,2503.628,1606.03,Vulnerable
Person their,Amphibia,Anura,1020.792,2331.03,Near Threatened
Do look,Aves,Anura,2338.728,700.66,Extinct in the Wild
Kind knowledge,Amphibia,Primates,4101.809,399.87,Near Threatened
Student week,Actinopterygii,Carnivora,2554.317,965.35,Vulnerable
Baby assume,Actinopterygii,Primates,944.809,1590.29,Extinct in the Wild
Write almost,Amphibia,Passeriformes,509.675,2982.16,Critically Endangered
Current view,Actinopterygii,Squamata,2836.307,1220.82,Extinct in the Wild
Someone boy,Actinopterygii,Anura,3872.528,2266.6,Endangered
Poor end,Amphibia,Anura,4238.105,1507.34,Endangered
Laugh budget,Aves,Carnivora,2986.899,1315.12,Vulnerable
Forget where,Amphibia,Anura,1183.084,787.65,Extinct in the Wild
Painting along,Actinopterygii,Rodentia,1632.558,636.31,Critically Endangered
Attention teach,Aves,Anura,1280.693,2021.37,Endangered
International they,Aves,Squamata,4084.328,2679.43,Endangered
Board nor,Aves,Squamata,2990.74,1291.45,Critically Endangered
Health relationship,Mammalia,Carnivora,4066.606,1187.76,Near Threatened
Establish leg,Actinopterygii,Primates,4855.412,1924.15,Endangered
General thousand,Actinopterygii,Carnivora,2330.512,828.36,Near Threatened
Rule if,Amphibia,Carnivora,4404.241,27.25,Extinct in the Wild
Former such,Reptilia,Passeriformes,2367.268,1271.12,Least Concern
Charge use,Amphibia,Squamata,628.932,1904.03,Least Concern
Machine nation,Aves,Rodentia,1700.633,1595.88,Endangered
Despite decision,Mammalia,Carnivora,2000.116,2826.0,Near Threatened
Chance build,Aves,Rodentia,3096.854,1695.93,Endangered
Enter wear,Actinopterygii,Anura,3794.018,2034.0,Critically Endangered
More card,Amphibia,Anura,4890.453,1968.07,Extinct in the Wild
