species,class,order,weight_kg,length_cm,conservation_status
Citizen them,Amphibia,Passeriformes,425.935,2748.08,Extinct in the Wild
Kind daughter,Amphibia,Primates,2169.021,1260.74,Vulnerable
Picture herself,Mammalia,Carnivora,1400.485,2387.68,Endangered
Create difference,Actinopterygii,Passeriformes,1863.949,1352.06,Endangered
More thousand,Mammalia,Primates,4181.649,602.81,Endangered
Service bill,Actinopterygii,Anura,3639.402,1297.31,Extinct in the Wild
Question cell,Amphibia,Anura,390.705,2853.03,Extinct in the Wild
Since score,Amphibia,Rodentia,2765.174,1575.05,Least Concern
Live soldier,Actinopterygii,Primates,1313.915,2811.99,Least Concern
Office either,Mammalia,Primates,2719.514,846.21,Near Threatened
Its end,Actinopterygii,Passeriformes,3671.077,729.26,Near Threatened
World two,Mammalia,Primates,3403.517,2376.89,Endangered
Spring my,Reptilia,Primates,2922.188,2434.53,Near Threatened
Authority onto,Reptilia,Primates,1674.623,1249.57,Near Threatened
Forward partner,Mammalia,Rodentia,2900.293,163.52,Least Concern
Without example,Aves,Carnivora,438.041,896.77,Least Concern
Health state,Amphibia,Anura,271.124,884.95,Vulnerable
Candidate agency,Amphibia,Rodentia,3505.002,39.57,Extinct in the Wild
Nice arm,Amphibia,Carnivora,4974.187,339.26,Critically Endangered
Base event,Mammalia,Primates,4440.815,2502.01,Least Concern
Natural between,Amphibia,Anura,405.207,1971.95,Extinct in the Wild
Past goal,Mammalia,Rodentia,4354.201,1015.16,Extinct in the Wild
Until film,Actinopterygii,Carnivora,1772.117,2413.44,Endangered
Two trouble,Aves,Anura,236.277,1139.18,Least Concern
Will popular,Reptilia,Squamata,2309.872,1581.5,Endangered
Above treatment,Mammalia,Passeriformes,4975.422,681.27,Near Threatened
Place operation,Mammalia,Passeriformes,1703.474,676.47,Least Concern
Cost professor,Actinopterygii,Squamata,1239.536,2327.72,Near Threatened
Several right,Actinopterygii,Passeriformes,4048.834,721.71,Critically Endangered
Development animal,Mammalia,Primates,2071.15,379.67,Least Concern
Adult officer,Amphibia,Carnivora,3649.686,2996.5,Near Threatened
Into pull,Aves,Primates,3505.814,364.95,Near Threatened
Around method,Amphibia,Squamata,745.577,737.23,Vulnerable
Wait respond,Amphibia,Rodentia,2193.282,966.11,Vulnerable
Respond method,Mammalia,Rodentia,3617.469,2142.37,Vulnerable
Eye meet,Reptilia,Anura,3754.629,1227.31,Near Threatened
Public well,Reptilia,Primates,4952.963,982.89,Endangered
Close decade,Aves,Carnivora,420.22,912.31,Extinct in the Wild
Kid than,Reptilia,Anura,3728.511,1806.49,Least Concern
Another far,Mammalia,Squamata,1894.638,2415.73,Near Threatened
Month stand,Aves,Anura,1488.44,1313.95,Vulnerable
Force ago,Actinopterygii,Rodentia,350.475,375.22,Least Concern
Factor southern,Actinopterygii,Rodentia,2635.937,937.01,Extinct in the Wild
Check hair,Reptilia,Passeriformes,2787.659,843.29,Endangered
Manage much,Mammalia,Anura,4465.524,2330.02,Extinct in the Wild
Detail officer,Amphibia,Squamata,2434.561,2077.7,Near Threatened
Total economy,Reptilia,Anura,1817.209,251.94,Critically Endangered
Law we,Actinopterygii,Carnivora,550.716,1947.06,Extinct in the Wild
Woman common,Aves,Squamata,4442.632,694.73,Extinct in the Wild
He simple,Actinopterygii,Carnivora,32.727,32.52,Critically Endangered
Little war,Actinopterygii,Anura,2813.146,1508.9,Endangered
Almost several,Mammalia,Anura,59.85,2125.4,Vulnerable
Look modern,Reptilia,Anura,2526.087,2191.01,Near Threatened
Beautiful garden,Mammalia,Carnivora,2945.82,1472.76,Vulnerable
Prepare voice,Actinopterygii,Primates,4246.536,2996.72,Least Concern
Enjoy happy,Reptilia,Passeriformes,262.175,1396.6,Endangered
