species,class,order,weight_kg,length_cm,conservation_status
News increase,Aves,Primates,1261.796,1849.35,Near Threatened
Itself deal,Mammalia,Passeriformes,4828.291,2160.15,Least Concern
Accept democratic,Amphibia,Primates,3731.26,1056.35,Endangered
Learn any,Amphibia,Squamata,4708.424,75.45,Extinct in the Wild
Fine make,Aves,Passeriformes,4856.687,838.2,Near Threatened
Themselves official,Actinopterygii,Primates,2089.958,1743.99,Endangered
Specific follow,Aves,Squamata,776.184,2997.24,Vulnerable
Song summer,Aves,Squamata,1923.129,700.72,Vulnerable
Trial heavy,Aves,Passeriformes,1706.477,233.59,Endangered
Election black,Amphibia,Squamata,4385.341,2757.52,Near Threatened
Cost son,Mammalia,Passeriformes,4692.635,2126.35,Near Threatened
Single spend,Amphibia,Carnivora,802.57,985.76,Critically Endangered
Six listen,Actinopterygii,Passeriformes,4548.287,2380.69,Endangered
Increase character,Mammalia,Passeriformes,3087.602,2644.51,Vulnerable
Republican kid,Reptilia,Squamata,1777.967,917.47,Near Threatened
Enjoy certain,Reptilia,Carnivora,760.548,69.36,Endangered
Stage establish,Reptilia,Carnivora,4762.184,498.71,Near Threatened
Toward child,Reptilia,Squamata,4726.428,1523.99,Extinct in the Wild
Possible now,Mammalia,Carnivora,4776.486,460.39,Extinct in the Wild
Respond item,Aves,Squamata,2529.482,501.75,Near Threatened
Left Mrs,Amphibia,Passeriformes,3786.587,1031.34,Least Concern
Heart evening,Aves,Passeriformes,3272.998,583.6,Vulnerable
Look instead,Aves,Carnivora,4166.009,2595.32,Least Concern
Financial to,Actinopterygii,Carnivora,4581.908,1992.91,Near Threatened
Game school,Actinopterygii,Passeriformes,2082.179,2353.83,Extinct in the Wild
Go price,Actinopterygii,Anura,1574.666,2067.13,Extinct in the Wild
Various important,Reptilia,Anura,4326.795,1910.02,Extinct in the Wild
Glass ten,Actinopterygii,Carnivora,1415.412,1239.51,Critically Endangered
Rise law,Aves,Rodentia,3451.756,2301.04,Least Concern
True respond,Mammalia,Carnivora,4315.432,2541.53,Least Concern
Bag summer,Reptilia,Rodentia,1252.107,352.77,Vulnerable
Detail institution,Reptilia,Primates,3147.871,283.2,Near Threatened
Group effect,Reptilia,Passeriformes,2339.708,1630.15,Endangered
War best,Actinopterygii,Squamata,917.249,633.74,Endangered
Watch investment,Reptilia,Rodentia,2599.268,2016.85,Near Threatened
Industry court,Reptilia,Passeriformes,820.04,2686.31,Near Threatened
Threat green,Aves,Squamata,573.001,1134.16,Least Concern
Accept throughout,Aves,Passeriformes,3852.35,2437.45,Endangered
With ago,Reptilia,Primates,4673.429,911.04,Endangered
Popular weight,Actinopterygii,Squamata,2982.87,317.72,Critically Endangered
Movie trial,Reptilia,Rodentia,4438.591,345.03,Critically Endangered
Physical establish,Mammalia,Passeriformes,4450.971,185.81,Vulnerable
Sign step,Actinopterygii,Anura,2470.501,1509.02,Endangered
Head event,Amphibia,Rodentia,4979.971,236.66,Critically Endangered
Chair I,Actinopterygii,Primates,4236.392,2607.69,Least Concern
Better mention,Reptilia,Anura,605.785,2534.71,Endangered
Across city,Reptilia,Primates,1105.62,2001.64,Endangered
World beat,Amphibia,Rodentia,2933.158,1338.7,Critically Endangered
Role end,Actinopterygii,Squamata,2681.139,1163.01,Extinct in the Wild
Business exactly,Actinopterygii,Carnivora,71.407,1340.23,Critically Endangered
Fund join,Amphibia,Rodentia,3538.157,763.15,Critically Endangered
Thank within,Aves,Primates,632.671,1012.18,Least Concern
Dream stage,Reptilia,Squamata,3655.286,1816.26,Extinct in the Wild
Say talk,Aves,Rodentia,1377.757,531.39,Extinct in the Wild
Idea clearly,Reptilia,Primates,2252.733,536.11,Extinct in the Wild
Support decision,Mammalia,Anura,2198.481,1829.35,Near Threatened
Go morning,Amphibia,Anura,3761.236,1809.97,Near Threatened
Surface education,Actinopterygii,Passeriformes,4347.436,865.0,Vulnerable
Beyond simple,Mammalia,Rodentia,261.686,840.44,Least Concern
In benefit,Mammalia,Primates,3859.172,201.88,Near Threatened
Time option,Amphibia,Anura,2283.01,336.0,Critically Endangered
Professional customer,Reptilia,Passeriformes,4837.134,344.63,Vulnerable
Hospital along,Aves,Rodentia,2615.395,897.49,Extinct in the Wild
Detail treat,Aves,Rodentia,4194.293,191.63,Endangered
Agency successful,Mammalia,Primates,3981.031,663.37,Extinct in the Wild
Necessary radio,Aves,Squamata,905.821,2459.92,Critically Endangered
Ok such,Reptilia,Rodentia,439.407,2816.97,Least Concern
Blue nothing,Reptilia,Carnivora,4181.101,564.61,Extinct in the Wild
Degree despite,Mammalia,Passeriformes,1089.206,2953.42,Endangered
Parent maintain,Amphibia,Carnivora,4671.752,1832.74,Least Concern
Boy however,Aves,Rodentia,4558.896,107.6,Critically Endangered
Rock huge,Reptilia,Primates,3213.42,2327.46,Least Concern
Indeed as,Mammalia,Carnivora,1085.111,2848.31,Vulnerable
Scene stock,Aves,Passeriformes,3428.315,1519.53,Endangered
Ask no,Actinopterygii,Primates,2273.903,639.3,Critically Endangered
Apply modern,Mammalia,Squamata,784.467,1655.82,Vulnerable
