species,class,order,weight_kg,length_cm,conservation_status
Boy window,Mammalia,Squamata,1238.142,704.62,Critically Endangered
Business business,Amphibia,Carnivora,3830.109,664.57,Vulnerable
Avoid miss,Mammalia,Passeriformes,806.32,1969.04,Critically Endangered
Yard scientist,Aves,Anura,4078.163,2005.42,Vulnerable
Kind realize,Actinopterygii,Rodentia,4891.924,1135.83,Vulnerable
Base girl,Amphibia,Passeriformes,2286.011,644.96,Vulnerable
Quite meet,Mammalia,Primates,3250.642,1931.31,Extinct in the Wild
Paper others,Actinopterygii,Squamata,4476.949,2067.34,Endangered
Southern perhaps,Amphibia,Rodentia,1548.277,2553.93,Endangered
Simply send,Mammalia,Carnivora,4196.416,231.22,Extinct in the Wild
Training sport,Amphibia,Carnivora,112.294,768.46,Least Concern
Better perform,Amphibia,Carnivora,3548.239,2867.16,Critically Endangered
Staff head,Aves,Squamata,188.105,1443.87,Near Threatened
Head challenge,Reptilia,Rodentia,4898.936,2993.59,Near Threatened
You tonight,Reptilia,Primates,4435.75,1686.82,Vulnerable
These hope,Amphibia,Primates,3542.828,2924.13,Endangered
Expert recently,Amphibia,Rodentia,2392.624,431.0,Vulnerable
Election threat,Amphibia,Rodentia,2721.32,1255.79,Critically Endangered
Fund quite,Aves,Carnivora,1207.906,1728.38,Extinct in the Wild
Apply live,Reptilia,Squamata,1665.796,1343.55,Critically Endangered
Artist thank,Reptilia,Primates,4434.084,2721.78,Near Threatened
Positive either,Reptilia,Rodentia,4990.638,660.76,Extinct in the Wild
Music reach,Actinopterygii,Carnivora,4383.341,13.04,Vulnerable
Along make,Reptilia,Rodentia,4095.292,211.44,Near Threatened
With benefit,Aves,Passeriformes,3504.045,1707.67,Least Concern
Both strategy,Aves,Anura,4375.29,2997.07,Vulnerable
Force audience,Mammalia,Passeriformes,1366.133,2782.4,Vulnerable
Animal reason,Actinopterygii,Anura,4294.412,1546.9,Critically Endangered
Door weight,Amphibia,Rodentia,3715.378,2879.81,Least Concern
When interview,Reptilia,Rodentia,790.11,125.03,Near Threatened
Method father,Amphibia,Anura,3279.524,1821.39,Extinct in the Wild
While beyond,Mammalia,Rodentia,2753.78,2633.06,Critically Endangered
Court involve,Amphibia,Anura,191.941,2518.74,Vulnerable
Seek center,Aves,Anura,1150.755,2373.15,Endangered
Else movement,Amphibia,Passeriformes,3978.398,198.83,Critically Endangered
Sell in,Actinopterygii,Anura,756.861,956.39,Vulnerable
Describe dinner,Actinopterygii,Carnivora,1631.409,1979.59,Near Threatened
Level especially,Actinopterygii,Squamata,2705.082,2430.49,Extinct in the Wild
During every,Actinopterygii,Primates,3096.089,87.06,Least Concern
Wind book,Mammalia,Primates,2167.794,1985.6,Endangered
Civil summer,Aves,Carnivora,784.902,1680.67,Endangered
Long able,Reptilia,Primates,4063.526,1323.13,Near Threatened
Risk interesting,Reptilia,Carnivora,1054.179,1361.9,Endangered
Cold still,Actinopterygii,Carnivora,4026.012,1032.38,Vulnerable
Listen always,Actinopterygii,Carnivora,3872.414,408.91,Endangered
Rich popular,Mammalia,Rodentia,1582.997,2299.62,Endangered
Single large,Amphibia,Passeriformes,3004.606,255.97,Endangered
Trial look,Amphibia,Carnivora,1599.783,1828.27,Near Threatened
Full type,Actinopterygii,Rodentia,783.991,699.49,Extinct in the Wild
Statement plan,Aves,Primates,1244.29,1503.98,Extinct in the Wild
Lose name,Amphibia,Squamata,233.277,2345.38,Endangered
Year your,Actinopterygii,Primates,3962.339,949.11,Least Concern
Half fish,Amphibia,Carnivora,2008.715,788.83,Extinct in the Wild
Light billion,Reptilia,Passeriformes,3092.573,2781.44,Critically Endangered
Suddenly up,Amphibia,Anura,3587.373,573.6,Endangered
Rich herself,Mammalia,Squamata,3728.483,1215.59,Near Threatened
Ground media,Actinopterygii,Squamata,2943.698,333.01,Critically Endangered
Protect fill,Actinopterygii,Squamata,2714.071,2314.88,Vulnerable
Center expert,Actinopterygii,Carnivora,3976.11,1015.13,Vulnerable
Range firm,Actinopterygii,Rodentia,3405.289,2592.97,Least Concern
Customer establish,Amphibia,Primates,1394.763,1271.94,Near Threatened
Matter try,Amphibia,Rodentia,1686.785,2308.2,Vulnerable
Special dark,Amphibia,Squamata,4148.681,2468.04,Least Concern
Defense several,Amphibia,Passeriformes,1149.644,2365.64,Endangered
Cultural this,Mammalia,Carnivora,351.299,1811.5,Extinct in the Wild
Last development,Actinopterygii,Primates,2306.415,1645.05,Vulnerable
Family strategy,Amphibia,Primates,2637.816,1760.19,Extinct in the Wild
Have several,Reptilia,Anura,3973.525,39.74,Endangered
Wrong get,Aves,Primates,2920.667,2219.15,Near Threatened
Second brother,Amphibia,Rodentia,1046.351,86.84,Endangered
Organization reflect,Actinopterygii,Passeriformes,4629.401,1373.64,Vulnerable
Join audience,Amphibia,Carnivora,1722.481,476.8,Extinct in the Wild
Word color,Reptilia,Primates,4088.695,2909.49,Critically Endangered
Prepare your,Reptilia,Anura,3951.642,1703.89,Near Threatened
Produce father,Mammalia,Anura,1571.97,1367.37,Near Threatened
Population once,Amphibia,Anura,3992.998,2687.77,Near Threatened
Data wear,Reptilia,Passeriformes,2192.978,2391.38,Least Concern
Message which,Reptilia,Primates,1263.384,339.47,Extinct in the Wild
It same,Amphibia,Anura,2782.264,2140.32,Critically Endangered
Executive theory,Mammalia,Squamata,2994.084,1063.17,Endangered
Particular try,Mammalia,Squamata,4423.277,995.19,Extinct in the Wild
Medical though,Aves,Anura,4290.414,2952.98,Vulnerable
Exactly reveal,Amphibia,Primates,3827.634,2734.94,Near Threatened
Wear top,Mammalia,Primates,2543.462,490.99,Extinct in the Wild
So base,Amphibia,Anura,3344.79,2128.29,Extinct in the Wild
Information too,Actinopterygii,Carnivora,3492.923,2111.57,Vulnerable
Five town,Actinopterygii,Anura,4204.49,1447.12,Extinct in the Wild
Seven throughout,Actinopterygii,Rodentia,1073.884,2561.86,Least Concern
Own image,Amphibia,Anura,2249.226,1163.3,Endangered
Music step,Aves,Primates,3379.987,223.14,Critically Endangered
Cause art,Actinopterygii,Squamata,3447.307,2946.43,Critically Endangered
Ahead current,Aves,Squamata,2703.596,1479.91,Vulnerable
Protect next,Amphibia,Squamata,2239.555,1500.23,Near Threatened
Feel peace,Mammalia,Primates,216.634,469.09,Endangered
Bring might,Reptilia,Carnivora,3632.846,2846.1,Endangered
Test probably,Amphibia,Squamata,3545.006,2287.76,Least Concern
Religious across,Amphibia,Rodentia,3756.292,2027.45,Critically Endangered
Fear here,Mammalia,Passeriformes,1820.869,1259.32,Least Concern
Floor send,Amphibia,Passeriformes,4125.614,2969.82,Least Concern
Thing kind,Reptilia,Anura,2551.687,1031.72,Least Concern
World art,Reptilia,Carnivora,3449.467,2366.01,Least Concern
Letter determine,Amphibia,Primates,3686.487,1480.64,Least Concern
Reveal instead,Reptilia,Primates,3745.869,1700.81,Critically Endangered
Significant up,Actinopterygii,Passeriformes,4503.318,2448.23,Endangered
News marriage,Aves,Passeriformes,418.977,475.95,Extinct in the Wild
Book speak,Actinopterygii,Carnivora,4670.753,1849.34,Endangered
During sit,Amphibia,Rodentia,2955.558,1263.33,Endangered
Couple one,Actinopterygii,Carnivora,2344.145,1846.15,Near Threatened
Painting although,Reptilia,Carnivora,2181.661,2805.67,Vulnerable
Bar political,Reptilia,Anura,196.048,631.55,Critically Endangered
Issue TV,Aves,Rodentia,2894.262,2701.22,Extinct in the Wild
Wind hit,Aves,Passeriformes,2814.411,2636.56,Critically Endangered
Table water,Mammalia,Carnivora,3193.961,191.11,Near Threatened
Sister note,Actinopterygii,Anura,939.274,855.63,Vulnerable
Him blue,Aves,Passeriformes,2772.171,1661.83,Near Threatened
Commercial paper,Actinopterygii,Rodentia,3086.987,1727.69,Endangered
Senior relationship,Actinopterygii,Rodentia,2321.251,2731.82,Near Threatened
Read age,Actinopterygii,Anura,3369.919,407.0,Critically Endangered
House ground,Amphibia,Squamata,3082.687,253.44,Endangered
Show whole,Aves,Squamata,106.684,958.17,Near Threatened
Join dinner,Amphibia,Primates,1169.785,1902.41,Least Concern
Source detail,Aves,Rodentia,3450.575,889.38,Extinct in the Wild
