species,class,order,weight_kg,length_cm,conservation_status
Leader newspaper,Actinopterygii,Anura,2115.514,2081.2,Vulnerable
Notice staff,Actinopterygii,Passeriformes,569.332,2868.85,Endangered
Seek case,Amphibia,Carnivora,3401.728,1992.05,Least Concern
Hold follow,Amphibia,Squamata,2120.585,392.93,Near Threatened
Inside will,Aves,Squamata,132.592,2846.09,Vulnerable
Total simple,Mammalia,Primates,2072.91,1458.63,Critically Endangered
Term government,Aves,Squamata,4519.831,793.31,Critically Endangered
Resource animal,Aves,Primates,2634.864,802.25,Extinct in the Wild
Possible dream,Mammalia,Carnivora,1459.296,1051.04,Least Concern
Area dinner,Mammalia,Primates,1958.538,1943.26,Least Concern
Read forget,Reptilia,Squamata,353.271,2886.22,Extinct in the Wild
Discover suggest,Actinopterygii,Primates,1078.04,1547.61,Extinct in the Wild
Fly rate,Reptilia,Passeriformes,2685.64,2986.1,Vulnerable
What happy,Mammalia,Anura,223.78,2338.85,Critically Endangered
General loss,Actinopterygii,Squamata,2959.737,2487.97,Near Threatened
Thought piece,Reptilia,Squamata,4881.388,197.57,Vulnerable
Room conference,Aves,Anura,1719.671,1014.17,Vulnerable
Certain else,Aves,Squamata,636.06,1490.56,Near Threatened
Movie high,Reptilia,Anura,2948.486,167.86,Extinct in the Wild
Most hair,Mammalia,Anura,4364.356,2913.44,Extinct in the Wild
Expect the,Reptilia,Rodentia,3759.45,2084.98,Vulnerable
Town treat,Amphibia,Carnivora,3334.345,2490.76,Near Threatened
Mrs cause,Mammalia,Primates,3342.108,50.22,Least Concern
Feel successful,Reptilia,Rodentia,2135.386,515.97,Least Concern
Address hard,Actinopterygii,Anura,4595.196,2513.43,Least Concern
Election sound,Aves,Squamata,4129.024,12.99,Least Concern
Among adult,Aves,Carnivora,1750.04,690.7,Near Threatened
Ability west,Actinopterygii,Squamata,2864.972,2532.4,Endangered
Direction food,Aves,Squamata,1985.946,795.29,Least Concern
Already debate,Aves,Squamata,4900.827,513.62,Near Threatened
Boy theory,Amphibia,Carnivora,611.579,15.64,Vulnerable
Relate staff,Aves,Rodentia,1369.933,2744.6,Near Threatened
Black present,Aves,Primates,3315.522,423.99,Near Threatened
Arm condition,Mammalia,Passeriformes,237.82,674.34,Near Threatened
Realize around,Amphibia,Rodentia,3576.178,2986.44,Endangered
Stay able,Amphibia,Passeriformes,1736.165,1817.35,Vulnerable
Else or,Actinopterygii,Rodentia,426.357,2621.33,Critically Endangered
Eye example,Aves,Carnivora,2153.501,1327.59,Near Threatened
Statement value,Actinopterygii,Squamata,713.206,2596.48,Critically Endangered
Back responsibility,Reptilia,Anura,2147.022,2950.41,Vulnerable
Model successful,Amphibia,Carnivora,4563.976,1451.49,Least Concern
Morning box,Actinopterygii,Passeriformes,4041.99,2317.44,Extinct in the Wild
Your shake,Amphibia,Rodentia,202.147,913.38,Least Concern
Sell around,Actinopterygii,Rodentia,1500.726,933.34,Extinct in the Wild
Pretty many,Aves,Carnivora,2597.995,1089.92,Near Threatened
Actually seat,Amphibia,Rodentia,3847.949,2448.06,Near Threatened
Season customer,Mammalia,Carnivora,2035.76,1459.26,Extinct in the Wild
Couple science,Actinopterygii,Squamata,4938.307,994.44,Near Threatened
Magazine woman,Actinopterygii,Anura,811.451,2823.56,Least Concern
Lawyer get,Actinopterygii,Primates,3918.638,492.92,Least Concern
Message place,Mammalia,Primates,318.641,1296.82,Least Concern
Consumer material,Aves,Carnivora,4374.073,1936.93,Vulnerable
Any science,Reptilia,Rodentia,174.055,2470.55,Vulnerable
Activity win,Amphibia,Rodentia,3026.978,2728.58,Extinct in the Wild
Trial try,Reptilia,Squamata,496.945,608.58,Near Threatened
Ahead individual,Amphibia,Rodentia,4934.303,1703.26,Vulnerable
Until table,Amphibia,Rodentia,4661.565,2330.87,Critically Endangered
Author clearly,Mammalia,Passeriformes,2307.833,14.97,Critically Endangered
Call Democrat,Amphibia,Primates,4490.904,1446.19,Endangered
Spring fly,Aves,Carnivora,2145.15,2037.24,Extinct in the Wild
Quite example,Reptilia,Rodentia,1722.442,354.47,Vulnerable
Any never,Aves,Primates,929.391,1767.28,Vulnerable
Way country,Aves,Squamata,2424.151,2142.53,Extinct in the Wild
Accept factor,Mammalia,Rodentia,4715.859,2672.66,Near Threatened
Civil claim,Mammalia,Anura,4107.279,2017.52,Least Concern
Establish protect,Actinopterygii,Primates,2551.809,2700.49,Vulnerable
Probably person,Actinopterygii,Rodentia,1561.54,38.22,Critically Endangered
Religious performance,Reptilia,Rodentia,2845.197,2048.63,Least Concern
Task network,Amphibia,Rodentia,1394.589,1192.67,Least Concern
Candidate vote,Actinopterygii,Passeriformes,3428.663,1416.67,Endangered
Light heart,Mammalia,Anura,3660.503,580.65,Extinct in the Wild
Tonight either,Aves,Rodentia,534.417,1025.89,Near Threatened
Sometimes view,Aves,Anura,2710.974,2534.88,Vulnerable
Ball bed,Reptilia,Squamata,761.587,664.94,Extinct in the Wild
Thank position,Aves,Squamata,1805.564,24.15,Extinct in the Wild
Why then,Reptilia,Primates,3281.375,2243.09,Near Threatened
Few success,Aves,Carnivora,212.901,2609.66,Extinct in the Wild
Everybody middle,Actinopterygii,Anura,2634.781,1731.6,Vulnerable
Oil station,Reptilia,Rodentia,1313.882,668.91,Critically Endangered
Understand candidate,Reptilia,Anura,3552.235,2719.71,Critically Endangered
Have matter,Aves,Rodentia,4238.084,415.2,Critically Endangered
Design gun,Mammalia,Passeriformes,1865.302,124.62,Extinct in the Wild
Between along,Aves,Carnivora,402.304,2764.98,Near Threatened
Car nothing,Mammalia,Primates,2587.475,165.05,Near Threatened
Myself learn,Mammalia,Squamata,944.652,2665.63,Endangered
Decision building,Aves,Anura,1449.624,75.82,Least Concern
How east,Mammalia,Carnivora,4122.529,853.69,Least Concern
Member necessary,Mammalia,Rodentia,2285.797,1709.28,Endangered
World individual,Mammalia,Squamata,1130.5,736.6,Extinct in the Wild
Human myself,Reptilia,Rodentia,394.243,165.17,Critically Endangered
Republican himself,Amphibia,Primates,4492.349,472.94,Extinct in the Wild
Form military,Actinopterygii,Anura,925.126,2991.49,Endangered
Really billion,Actinopterygii,Rodentia,1311.834,1472.44,Critically Endangered
Serve this,Aves,Rodentia,2181.27,2668.12,Critically Endangered
The such,Actinopterygii,Carnivora,3368.19,2175.94,Extinct in the Wild
Him nearly,Amphibia,Squamata,3081.713,663.04,Near Threatened
Left participant,Actinopterygii,Passeriformes,3334.142,1731.26,Least Concern
Mother likely,Amphibia,Primates,52.046,2754.7,Least Concern
Physical course,Reptilia,Passeriformes,3102.861,455.68,Critically Endangered
American others,Reptilia,Anura,2988.197,643.48,Near Threatened
Quality least,Actinopterygii,Squamata,472.266,1205.87,Least Concern
City chance,Mammalia,Passeriformes,2387.727,1827.0,Endangered
Finally up,Actinopterygii,Rodentia,2184.225,115.44,Vulnerable
Activity point,Amphibia,Passeriformes,3376.192,1168.11,Near Threatened
Daughter should,Mammalia,Carnivora,1657.374,2597.25,Extinct in the Wild
Mention better,Mammalia,Passeriformes,22.995,2478.53,Extinct in the Wild
Newspaper realize,Reptilia,Passeriformes,1257.563,2347.7,Endangered
House white,Mammalia,Primates,101.014,2880.31,Least Concern
Recent anything,Reptilia,Rodentia,673.98,1899.45,Near Threatened
Account pass,Actinopterygii,Squamata,4338.732,1745.41,Extinct in the Wild
Themselves color,Amphibia,Primates,4245.767,1090.48,Near Threatened
Growth provide,Aves,Primates,1108.187,448.4,Extinct in the Wild
Open often,Reptilia,Anura,2671.97,2359.23,Critically Endangered
Former water,Actinopterygii,Anura,447.201,1472.15,Endangered
Necessary reduce,Actinopterygii,Anura,2040.549,2424.43,Near Threatened
Year yeah,Aves,Rodentia,3011.819,1141.87,Least Concern
Image street,Reptilia,Primates,407.299,1791.7,Least Concern
Until part,Actinopterygii,Carnivora,327.31,2015.12,Least Concern
However show,Aves,Primates,875.121,1650.85,Endangered
Everybody candidate,Reptilia,Squamata,3852.757,2815.97,Least Concern
Guess fine,Mammalia,Carnivora,2882.643,297.57,Vulnerable
Month deep,Mammalia,Passeriformes,216.629,1382.27,Least Concern
Character skin,Actinopterygii,Passeriformes,3668.744,2264.76,Near Threatened
May today,Actinopterygii,Squamata,3305.797,1824.21,Least Concern
Traditional in,Reptilia,Passeriformes,375.183,1934.89,Least Concern
Into girl,Aves,Primates,1417.195,2566.25,Extinct in the Wild
Oil see,Actinopterygii,Primates,1114.061,1518.47,Endangered
Personal civil,Mammalia,Rodentia,2562.222,1136.57,Endangered
Indeed concern,Reptilia,Passeriformes,3481.236,1834.8,Critically Endangered
Even voice,Amphibia,Carnivora,3069.986,1441.65,Endangered
Who similar,Amphibia,Anura,201.996,1073.66,Critically Endangered
