species,class,order,weight_kg,length_cm,conservation_status
Source oil,Actinopterygii,Rodentia,3349.111,654.27,Near Threatened
Beyond year,Aves,Rodentia,4111.586,2756.48,Vulnerable
Identify list,Amphibia,Anura,21.045,2955.05,Near Threatened
Group century,Actinopterygii,Anura,4400.154,753.98,Extinct in the Wild
Part civil,Actinopterygii,Passeriformes,4364.161,1187.56,Endangered
Factor can,Amphibia,Anura,150.365,2603.51,Endangered
Whose need,Mammalia,Rodentia,4536.986,104.12,Endangered
Daughter win,Mammalia,Anura,3100.911,1881.05,Least Concern
Cold fish,Amphibia,Carnivora,39.271,1976.37,Near Threatened
Him wonder,Mammalia,Rodentia,2551.302,732.59,Near Threatened
Scientist nothing,Actinopterygii,Anura,1696.421,454.36,Extinct in the Wild
Here crime,Actinopterygii,Passeriformes,4606.023,1136.05,Extinct in the Wild
Table other,Aves,Squamata,2695.363,557.38,Endangered
It hard,Mammalia,Passeriformes,750.741,1933.32,Near Threatened
List individual,Reptilia,Passeriformes,3823.102,1398.38,Least Concern
Both office,Aves,Anura,4028.316,2744.94,Vulnerable
Away government,Reptilia,Squamata,1783.015,1351.55,Endangered
Building or,Reptilia,Primates,908.884,731.02,Near Threatened
Owner note,Aves,Primates,4101.27,2998.33,Least Concern
Discover around,Reptilia,Primates,4092.627,1933.02,Vulnerable
Spend later,Amphibia,Carnivora,3449.108,1437.52,Endangered
Great between,Reptilia,Rodentia,259.3,495.62,Endangered
East something,Amphibia,Carnivora,8.024,2377.41,Near Threatened
Forget among,Aves,Rodentia,5.864,573.91,Near Threatened
Better town,Aves,Rodentia,942.38,2268.95,Least Concern
Begin occur,Actinopterygii,Passeriformes,1179.581,895.83,Least Concern
Computer can,Amphibia,Squamata,1358.955,813.77,Critically Endangered
Anything forward,Actinopterygii,Rodentia,2085.779,2037.33,Critically Endangered
Season article,Amphibia,Anura,321.629,883.92,Near Threatened
Teacher sing,Mammalia,Squamata,2396.779,2402.2,Extinct in the Wild
North like,Reptilia,Passeriformes,2959.766,2867.27,Least Concern
Dog operation,Amphibia,Anura,244.532,60.01,Vulnerable
Any put,Mammalia,Squamata,4947.371,2917.46,Critically Endangered
See strategy,Amphibia,Primates,1422.86,743.69,Near Threatened
Tree must,Mammalia,Rodentia,2226.316,2100.31,Critically Endangered
Over across,Aves,Anura,2209.413,950.8,Extinct in the Wild
Morning quickly,Aves,Squamata,953.829,157.23,Extinct in the Wild
Wife protect,Actinopterygii,Rodentia,208.58,1478.39,Near Threatened
Officer by,Mammalia,Rodentia,2993.099,1379.61,Endangered
Drop customer,Actinopterygii,Anura,4697.941,322.28,Endangered
Born easy,Aves,Anura,4299.529,876.6,Endangered
Military budget,Actinopterygii,Anura,1385.217,2970.43,Vulnerable
Peace why,Reptilia,Carnivora,3696.484,2923.93,Vulnerable
Cover out,Actinopterygii,Passeriformes,121.733,397.61,Near Threatened
Increase yeah,Reptilia,Primates,2248.662,427.57,Endangered
Old huge,Amphibia,Passeriformes,4253.711,1093.02,Least Concern
Leg tree,Actinopterygii,Anura,3236.823,1794.18,Extinct in the Wild
Find all,Reptilia,Passeriformes,375.591,2715.19,Near Threatened
News amount,Amphibia,Squamata,3602.135,1819.86,Vulnerable
Start make,Mammalia,Squamata,1941.278,1150.23,Critically Endangered
Station last,Mammalia,Anura,845.655,1519.12,Extinct in the Wild
Actually spend,Reptilia,Rodentia,3545.096,850.47,Least Concern
One economic,Actinopterygii,Rodentia,1255.389,2649.53,Endangered
I myself,Mammalia,Primates,4535.503,782.69,Least Concern
Box share,Amphibia,Squamata,1872.504,1425.19,Least Concern
