species,class,order,weight_kg,length_cm,conservation_status
Build trouble,Amphibia,Carnivora,707.136,277.22,Critically Endangered
Remember here,Reptilia,Anura,3740.504,2324.49,Vulnerable
Thousand show,Actinopterygii,Anura,878.298,311.14,Least Concern
Difficult some,Actinopterygii,Primates,4694.696,468.53,Critically Endangered
Store better,Mammalia,Primates,904.991,1189.54,Extinct in the Wild
Magazine take,Reptilia,Anura,4155.141,1110.84,Extinct in the Wild
Support house,Aves,Rodentia,1181.55,1562.41,Least Concern
Experience study,Mammalia,Rodentia,845.273,2098.74,Critically Endangered
Suggest subject,Actinopterygii,Carnivora,3729.24,1987.83,Endangered
Floor protect,Aves,Rodentia,936.114,699.91,Vulnerable
Rich be,Mammalia,Anura,4653.703,891.08,Vulnerable
Outside size,Aves,Squamata,142.834,1033.81,Least Concern
Certain push,Aves,Passeriformes,1945.427,1686.92,Vulnerable
Walk chair,Aves,Anura,1890.917,9.38,Critically Endangered
Future experience,Aves,Rodentia,1841.603,2925.62,Endangered
Debate manager,Actinopterygii,Passeriformes,3929.21,281.19,Extinct in the Wild
Close major,Actinopterygii,Rodentia,2746.481,1448.65,Near Threatened
Wide name,Mammalia,Squamata,2502.9,1153.74,Near Threatened
Develop decision,Reptilia,Rodentia,4496.836,1771.51,Near Threatened
Particularly improve,Reptilia,Rodentia,2815.316,1450.88,Critically Endangered
Everybody dinner,Aves,Passeriformes,387.791,2212.1,Critically Endangered
Evening bill,Aves,Squamata,2054.858,40.48,Vulnerable
Safe break,Reptilia,Rodentia,779.845,1897.89,Endangered
Generation but,Aves,Primates,1097.106,1319.17,Endangered
Really century,Mammalia,Primates,2522.351,2412.12,Vulnerable
Food eat,Reptilia,Anura,4255.485,1837.42,Critically Endangered
Decade draw,Reptilia,Primates,4446.797,2185.43,Least Concern
Anyone son,Aves,Primates,936.034,557.43,Critically Endangered
Peace stock,Actinopterygii,Anura,4869.196,2822.74,Endangered
Else close,Reptilia,Carnivora,1252.484,788.39,Critically Endangered
Head others,Amphibia,Anura,3299.295,1692.63,Vulnerable
North one,Amphibia,Passeriformes,3964.486,208.48,Least Concern
Trial put,Actinopterygii,Carnivora,1327.974,678.82,Near Threatened
Suffer west,Actinopterygii,Carnivora,3913.635,2291.69,Vulnerable
Indeed always,Amphibia,Rodentia,565.028,1098.93,Endangered
Skill field,Amphibia,Carnivora,4621.283,2250.78,Near Threatened
Particular pretty,Reptilia,Primates,918.708,2128.89,Critically Endangered
Check lay,Actinopterygii,Rodentia,890.866,1206.38,Near Threatened
Thank sound,Aves,Squamata,2015.435,2860.61,Near Threatened
Purpose do,Actinopterygii,Passeriformes,4343.83,505.21,Critically Endangered
Air gas,Aves,Carnivora,4848.344,645.29,Endangered
Grow guess,Aves,Squamata,2800.369,952.7,Vulnerable
Herself me,Aves,Anura,1468.578,2005.29,Endangered
Item picture,Reptilia,Rodentia,1052.618,1821.41,Least Concern
Suddenly fly,Reptilia,Rodentia,929.756,1522.35,Least Concern
Wind force,Reptilia,Rodentia,4999.063,2246.76,Extinct in the Wild
Improve child,Actinopterygii,Carnivora,3270.164,2742.45,Endangered
Challenge Congress,Amphibia,Squamata,3774.82,1983.11,Vulnerable
May produce,Reptilia,Squamata,73.83,1593.26,Near Threatened
Together protect,Aves,Squamata,4989.243,1612.68,Endangered
Size nearly,Actinopterygii,Anura,1348.79,1923.65,Extinct in the Wild
Hospital however,Mammalia,Rodentia,4860.114,1897.92,Critically Endangered
Ahead where,Actinopterygii,Rodentia,3745.82,846.41,Endangered
List involve,Actinopterygii,Carnivora,805.291,1968.35,Near Threatened
Position particular,Aves,Carnivora,1479.928,2299.29,Extinct in the Wild
If national,Actinopterygii,Squamata,4657.806,136.67,Least Concern
Would she,Reptilia,Primates,4643.771,2255.17,Critically Endangered
Husband about,Aves,Anura,869.58,2967.32,Vulnerable
Structure air,Actinopterygii,Passeriformes,3726.686,851.28,Extinct in the Wild
Product security,Amphibia,Carnivora,882.088,2494.57,Least Concern
Indicate pressure,Aves,Primates,593.199,2272.9,Least Concern
My movement,Amphibia,Squamata,1634.918,813.18,Endangered
Right home,Mammalia,Carnivora,1503.795,2085.9,Vulnerable
