species,class,order,weight_kg,length_cm,conservation_status
General business,Mammalia,Carnivora,4043.442,916.01,Near Threatened
Choose himself,Mammalia,Primates,2182.778,110.17,Least Concern
Community newspaper,Actinopterygii,Primates,3721.194,2800.93,Endangered
Small city,Actinopterygii,Passeriformes,3274.785,1728.93,Extinct in the Wild
Million bar,Amphibia,Squamata,4272.553,1373.29,Near Threatened
Word carry,Mammalia,Squamata,1252.756,1680.03,Least Concern
Event certainly,Amphibia,Anura,715.262,274.66,Vulnerable
Itself defense,Amphibia,Carnivora,993.086,1060.4,Critically Endangered
Traditional movement,Mammalia,Anura,4842.451,867.9,Endangered
Worry serious,Aves,Passeriformes,1756.927,1537.37,Least Concern
Charge just,Reptilia,Squamata,299.1,2822.63,Vulnerable
Easy level,Mammalia,Squamata,4897.496,150.29,Endangered
Check win,Amphibia,Rodentia,771.546,2451.56,Extinct in the Wild
Everyone oil,Amphibia,Passeriformes,640.383,1447.3,Near Threatened
Probably off,Aves,Carnivora,366.174,2965.26,Least Concern
Structure game,Aves,Primates,3935.475,1685.96,Near Threatened
Happy per,Amphibia,Carnivora,3022.062,1111.35,Vulnerable
Detail system,Mammalia,Passeriformes,1467.048,1396.99,Vulnerable
Executive tax,Reptilia,Rodentia,1144.236,1014.15,Vulnerable
Prepare quickly,Reptilia,Anura,3010.361,30.9,Vulnerable
Health way,Aves,Carnivora,960.313,2747.2,Near Threatened
Prevent degree,Reptilia,Passeriformes,4575.644,179.2,Vulnerable
Go technology,Actinopterygii,Primates,113.065,615.62,Critically Endangered
Trade likely,Mammalia,Rodentia,197.25,801.64,Near Threatened
Quickly surface,Aves,Anura,538.171,743.73,Near Threatened
Stock among,Mammalia,Carnivora,1756.446,1493.24,Critically Endangered
Themselves there,Mammalia,Primates,2413.767,1225.92,Vulnerable
Weight subject,Actinopterygii,Anura,2659.422,2580.15,Vulnerable
Poor talk,Mammalia,Passeriformes,4375.841,2691.33,Near Threatened
Those you,Amphibia,Passeriformes,2142.274,990.29,Endangered
Sense home,Actinopterygii,Anura,543.57,2385.54,Vulnerable
Another drop,Aves,Anura,2887.197,2001.8,Near Threatened
Successful bad,Amphibia,Carnivora,834.51,1214.07,Vulnerable
Sometimes bit,Mammalia,Carnivora,2811.807,1848.45,Extinct in the Wild
Or later,Reptilia,Passeriformes,1402.83,2472.83,Near Threatened
Entire decision,Amphibia,Squamata,1977.71,1969.24,Critically Endangered
Sense meeting,Reptilia,Squamata,2645.635,1021.33,Endangered
Space market,Aves,Primates,4835.58,2560.67,Least Concern
Movement religious,Aves,Primates,1548.122,738.31,Extinct in the Wild
Number future,Reptilia,Carnivora,3114.039,1516.38,Extinct in the Wild
How foreign,Reptilia,Carnivora,2887.536,2395.79,Critically Endangered
Report later,Mammalia,Passeriformes,1886.216,649.83,Vulnerable
Both reason,Aves,Anura,2959.614,2450.87,Near Threatened
Why cover,Aves,Carnivora,2692.148,2110.9,Vulnerable
Onto traditional,Actinopterygii,Passeriformes,3622.692,1117.06,Least Concern
Past listen,Mammalia,Rodentia,2503.475,2271.61,Extinct in the Wild
Sport result,Mammalia,Passeriformes,2715.947,1521.87,Vulnerable
Actually free,Aves,Primates,4700.17,473.66,Least Concern
Half deal,Aves,Squamata,2244.142,2601.78,Near Threatened
Both would,Reptilia,Primates,795.945,1519.48,Endangered
Hundred report,Mammalia,Anura,2033.549,247.87,Endangered
Party when,Mammalia,Passeriformes,1168.304,2326.64,Extinct in the Wild
Dinner teacher,Actinopterygii,Carnivora,4949.825,556.9,Extinct in the Wild
Fast benefit,Aves,Squamata,2535.543,382.67,Least Concern
Oil necessary,Mammalia,Passeriformes,1010.996,64.14,Endangered
Same name,Actinopterygii,Rodentia,2992.955,2218.23,Endangered
Response fly,Actinopterygii,Rodentia,2998.219,451.15,Vulnerable
Ability best,Reptilia,Primates,3349.382,712.02,Vulnerable
Each truth,Aves,Squamata,3793.083,1128.42,Extinct in the Wild
Art discuss,Mammalia,Passeriformes,913.696,129.05,Extinct in the Wild
Clear care,Amphibia,Anura,2099.486,584.25,Least Concern
Statement some,Mammalia,Squamata,2330.658,2251.8,Vulnerable
Heart care,Aves,Squamata,2522.696,1535.06,Extinct in the Wild
Industry financial,Amphibia,Anura,581.167,2256.68,Vulnerable
Week serve,Mammalia,Anura,1537.786,1845.83,Endangered
We training,Actinopterygii,Anura,465.71,939.19,Near Threatened
Audience audience,Aves,Carnivora,2610.212,144.65,Least Concern
News star,Reptilia,Rodentia,1334.6,2059.47,Vulnerable
Until maintain,Mammalia,Rodentia,2510.098,2223.71,Endangered
Home west,Actinopterygii,Squamata,982.37,2553.22,Least Concern
Project expert,Mammalia,Rodentia,2828.522,1165.4,Vulnerable
Address central,Reptilia,Squamata,2132.773,1550.74,Endangered
Low above,Mammalia,Passeriformes,4829.364,1439.11,Extinct in the Wild
Student political,Amphibia,Primates,3691.827,101.09,Near Threatened
Account generation,Aves,Anura,391.831,247.83,Extinct in the Wild
Several record,Mammalia,Anura,632.087,511.73,Extinct in the Wild
Among big,Aves,Rodentia,2684.665,147.91,Near Threatened
Foreign have,Actinopterygii,Squamata,293.844,2483.89,Endangered
Rate development,Actinopterygii,Anura,2197.826,644.44,Endangered
Tell soldier,Reptilia,Primates,92.279,206.79,Endangered
Three lay,Aves,Passeriformes,3175.234,910.96,Vulnerable
Office trial,Reptilia,Squamata,901.743,2216.77,Vulnerable
House Mr,Actinopterygii,Squamata,1280.264,563.22,Least Concern
Five one,Aves,Rodentia,1437.013,711.2,Vulnerable
Above carry,Aves,Squamata,2687.023,1062.72,Critically Endangered
Five view,Amphibia,Rodentia,1381.459,2809.72,Least Concern
