species,class,order,weight_kg,length_cm,conservation_status
Conference edge,Actinopterygii,Anura,2099.685,472.92,Critically Endangered
Finish friend,Aves,Passeriformes,3324.999,689.15,Vulnerable
Fall particularly,Mammalia,Primates,1744.786,320.15,Endangered
Reduce fill,Mammalia,Primates,397.258,1690.59,Critically Endangered
Player amount,Mammalia,Squamata,2428.46,958.61,Endangered
Even while,Mammalia,Anura,4288.614,2267.73,Near Threatened
Challenge end,Reptilia,Rodentia,3064.186,1189.83,Least Concern
Give pass,Mammalia,Anura,1757.937,1447.19,Critically Endangered
Reveal sister,Aves,Passeriformes,2842.345,1917.89,Extinct in the Wild
Beautiful religious,Mammalia,Carnivora,3494.014,2961.11,Endangered
Class analysis,Reptilia,Carnivora,3102.245,2859.16,Near Threatened
Begin win,Actinopterygii,Carnivora,964.827,2766.92,Least Concern
Necessary single,Aves,Squamata,679.708,609.28,Vulnerable
Sound girl,Actinopterygii,Primates,2871.343,906.32,Vulnerable
Hand itself,Aves,Rodentia,4903.457,550.98,Vulnerable
Year area,Aves,Squamata,3803.756,2270.72,Endangered
Hot her,Amphibia,Passeriformes,4876.35,33.69,Vulnerable
Effect serious,Reptilia,Anura,3885.239,2382.12,Critically Endangered
Occur agent,Actinopterygii,Primates,3730.033,956.38,Extinct in the Wild
To radio,Actinopterygii,Anura,3793.953,713.4,Least Concern
Near and,Amphibia,Carnivora,3238.449,857.42,Extinct in the Wild
Provide gas,Aves,Anura,3272.351,2092.05,Near Threatened
This open,Aves,Passeriformes,4311.279,1456.68,Vulnerable
However make,Amphibia,Anura,794.776,143.24,Endangered
Approach show,Mammalia,Carnivora,2703.515,2142.74,Near Threatened
Picture light,Aves,Passeriformes,1918.697,1038.29,Near Threatened
Ground right,Mammalia,Anura,2085.116,1820.84,Endangered
Reason ground,Aves,Anura,4232.039,1668.43,Least Concern
Big hear,Aves,Passeriformes,3419.754,2901.39,Critically Endangered
Never ground,Amphibia,Squamata,1463.633,2621.75,Endangered
Notice herself,Mammalia,Anura,2923.126,1375.12,Endangered
Throw model,Amphibia,Carnivora,3680.738,2804.93,Endangered
Whole politics,Reptilia,Primates,323.571,1661.11,Endangered
Spend without,Amphibia,Passeriformes,4202.489,993.64,Least Concern
Recently pick,Actinopterygii,Anura,3352.53,2217.9,Critically Endangered
Become worry,Actinopterygii,Passeriformes,154.283,2795.0,Critically Endangered
Power mission,Aves,Squamata,2035.753,1573.65,Least Concern
Medical manage,Mammalia,Passeriformes,122.313,1609.01,Vulnerable
Go drop,Mammalia,Passeriformes,1093.499,2777.25,Near Threatened
Wide box,Mammalia,Primates,4865.476,697.56,Near Threatened
Particular authority,Amphibia,Passeriformes,1829.556,2256.89,Endangered
Decide material,Reptilia,Passeriformes,4614.838,2132.88,Extinct in the Wild
Send medical,Actinopterygii,Rodentia,1064.187,54.85,Endangered
Explain box,Actinopterygii,Passeriformes,3898.168,2866.8,Least Concern
Then edge,Aves,Squamata,4723.824,390.33,Least Concern
Answer almost,Reptilia,Anura,576.592,803.1,Vulnerable
Political institution,Aves,Primates,4739.381,958.83,Near Threatened
Doctor meet,Mammalia,Rodentia,1687.244,858.26,Least Concern
Require build,Mammalia,Primates,158.335,707.74,Near Threatened
Become official,Mammalia,Anura,2783.307,2819.27,Vulnerable
Will imagine,Mammalia,Rodentia,279.314,1789.96,Vulnerable
Others natural,Amphibia,Squamata,3284.476,1404.62,Least Concern
Kid must,Actinopterygii,Carnivora,4009.934,1704.06,Vulnerable
Eat country,Actinopterygii,Carnivora,1271.926,845.91,Endangered
Although case,Amphibia,Rodentia,3733.444,536.51,Extinct in the Wild
Month what,Mammalia,Passeriformes,3358.643,137.12,Near Threatened
Letter market,Mammalia,Anura,3081.14,607.89,Critically Endangered
Care gun,Actinopterygii,Rodentia,4231.365,2751.43,Least Concern
Moment through,Reptilia,Carnivora,1794.122,2831.57,Near Threatened
Son kind,Aves,Primates,4694.612,487.99,Critically Endangered
Later wind,Aves,Squamata,3794.295,2579.41,Near Threatened
Agency suddenly,Mammalia,Primates,3902.542,1395.39,Endangered
