species,class,order,weight_kg,length_cm,conservation_status
Increase plan,Amphibia,Passeriformes,2661.424,2622.56,Critically Endangered
Take general,Mammalia,Anura,4656.417,892.0,Least Concern
East view,Actinopterygii,Carnivora,4434.145,807.64,Critically Endangered
Without strong,Mammalia,Primates,2758.223,874.59,Critically Endangered
All although,Aves,Carnivora,3993.631,845.57,Endangered
Check on,Reptilia,Anura,4114.807,917.3,Endangered
Machine discuss,Actinopterygii,Passeriformes,2998.08,1028.67,Extinct in the Wild
Too base,Aves,Anura,4107.809,1262.98,Endangered
Two mention,Reptilia,Rodentia,1335.016,190.39,Critically Endangered
Far only,Reptilia,Squamata,259.723,396.21,Extinct in the Wild
Experience as,Reptilia,Passeriformes,1410.798,2198.91,Near Threatened
Money word,Amphibia,Anura,2607.513,2110.49,Near Threatened
Major tree,Actinopterygii,Carnivora,4602.389,2378.39,Least Concern
The yes,Reptilia,Anura,4058.131,1824.16,Least Concern
Respond issue,Reptilia,Squamata,1398.592,1390.89,Critically Endangered
Push majority,Aves,Squamata,4592.748,1531.73,Critically Endangered
Artist meet,Amphibia,Carnivora,4710.245,2569.94,Least Concern
Beautiful very,Aves,Squamata,4067.519,1681.76,Near Threatened
Somebody result,Reptilia,Carnivora,3771.108,2201.23,Near Threatened
Drive but,Reptilia,Passeriformes,3833.922,2774.85,Vulnerable
Ten leave,Reptilia,Rodentia,2926.341,2835.26,Endangered
Wonder low,Aves,Rodentia,2863.218,2769.74,Endangered
Generation girl,Mammalia,Carnivora,4487.796,284.22,Least Concern
Different send,Mammalia,Anura,1838.25,2878.87,Extinct in the Wild
Allow moment,Amphibia,Rodentia,1957.572,567.05,Critically Endangered
Door his,Reptilia,Carnivora,4572.263,1627.1,Endangered
Keep call,Reptilia,Anura,4368.516,206.38,Near Threatened
Somebody community,Mammalia,Primates,2736.974,469.88,Vulnerable
Discover range,Reptilia,Rodentia,4576.783,2563.04,Endangered
Product possible,Aves,Carnivora,515.674,928.35,Critically Endangered
Unit low,Actinopterygii,Rodentia,4456.052,2486.84,Endangered
Tend white,Mammalia,Rodentia,227.288,165.08,Critically Endangered
Back than,Actinopterygii,Carnivora,2432.469,2550.71,Near Threatened
Amount prepare,Mammalia,Squamata,4816.339,1968.29,Least Concern
Leg job,Mammalia,Primates,1989.426,1457.94,Endangered
Make challenge,Aves,Squamata,2811.679,62.44,Near Threatened
Yet with,Mammalia,Anura,1649.63,197.86,Critically Endangered
Herself rule,Reptilia,Anura,4234.902,2288.15,Endangered
Sign it,Reptilia,Primates,313.782,2527.83,Vulnerable
View nearly,Aves,Primates,1400.321,1370.34,Extinct in the Wild
No need,Aves,Primates,473.4,563.26,Endangered
Turn popular,Aves,Primates,551.967,2731.73,Extinct in the Wild
Maintain fill,Actinopterygii,Rodentia,2094.367,1926.83,Extinct in the Wild
Stand evening,Reptilia,Squamata,4135.95,1293.96,Vulnerable
Interesting cell,Mammalia,Rodentia,1816.434,1678.24,Near Threatened
Television pretty,Reptilia,Squamata,3398.758,2409.44,Extinct in the Wild
Same price,Reptilia,Carnivora,1101.739,1841.32,Endangered
Ready friend,Mammalia,Squamata,2583.687,606.25,Vulnerable
Much least,Actinopterygii,Carnivora,4501.265,585.79,Least Concern
Continue color,Reptilia,Carnivora,3252.535,2950.76,Least Concern
His speech,Aves,Rodentia,1556.08,2516.54,Vulnerable
Sign age,Reptilia,Anura,3849.305,602.93,Vulnerable
Training visit,Actinopterygii,Passeriformes,1057.447,763.51,Extinct in the Wild
Scene product,Actinopterygii,Passeriformes,540.63,822.11,Vulnerable
Source by,Reptilia,Passeriformes,1989.755,1333.39,Least Concern
Writer wind,Amphibia,Anura,4589.631,2059.57,Vulnerable
Spring stuff,Amphibia,Carnivora,3178.793,177.76,Least Concern
Life dog,Mammalia,Primates,1100.438,2420.69,Vulnerable
State science,Aves,Rodentia,832.066,1138.65,Near Threatened
Card want,Reptilia,Anura,1802.87,2569.24,Near Threatened
Question science,Amphibia,Rodentia,2953.782,2652.82,Near Threatened
Put hard,Reptilia,Squamata,4662.637,2460.72,Near Threatened
Wear shoulder,Mammalia,Squamata,4680.237,352.47,Critically Endangered
Such true,Mammalia,Primates,1378.055,1443.09,Vulnerable
Set once,Mammalia,Carnivora,2239.143,2934.75,Endangered
Animal quickly,Actinopterygii,Rodentia,4673.637,1558.76,Endangered
Interview early,Mammalia,Rodentia,2325.978,2804.92,Extinct in the Wild
Last share,Mammalia,Passeriformes,3430.303,186.54,Endangered
Money position,Aves,Squamata,2533.116,1875.99,Endangered
Close arm,Aves,Anura,999.638,2067.54,Least Concern
House consumer,Aves,Carnivora,3604.559,775.88,Extinct in the Wild
Bar part,Reptilia,Passeriformes,1733.77,2131.44,Vulnerable
Despite chance,Amphibia,Rodentia,2937.269,574.54,Vulnerable
Various participant,Reptilia,Rodentia,1723.172,1479.42,Extinct in the Wild
Sit up,Reptilia,Primates,3263.018,1318.43,Critically Endangered
Thing score,Amphibia,Anura,1717.743,757.13,Least Concern
Provide part,Actinopterygii,Anura,1539.055,385.95,Critically Endangered
Why increase,Actinopterygii,Rodentia,3833.767,134.05,Least Concern
Current inside,Amphibia,Squamata,4116.896,1446.7,Near Threatened
Full where,Mammalia,Rodentia,3588.329,2088.56,Endangered
Lot form,Aves,Anura,4214.248,1870.98,Near Threatened
Enough seem,Aves,Anura,2153.594,331.53,Near Threatened
Society mean,Actinopterygii,Squamata,1842.521,538.31,Vulnerable
Trade traditional,Amphibia,Rodentia,4391.993,1285.89,Critically Endangered
Hard sometimes,Actinopterygii,Passeriformes,1647.308,1275.79,Critically Endangered
Voice million,Aves,Anura,586.696,1898.64,Extinct in the Wild
Evening evening,Reptilia,Passeriformes,842.119,1231.97,Least Concern
Worry rest,Amphibia,Anura,924.422,1822.81,Vulnerable
Specific win,Actinopterygii,Primates,4280.966,2777.33,Near Threatened
For pressure,Amphibia,Carnivora,65.511,2551.26,Vulnerable
Inside that,Aves,Rodentia,3404.923,464.32,Endangered
Hope movement,Mammalia,Primates,3017.898,672.22,Extinct in the Wild
Worry tree,Amphibia,Anura,2104.066,2511.53,Endangered
Question various,Actinopterygii,Carnivora,617.117,785.54,Least Concern
These age,Aves,Rodentia,4863.425,1095.96,Critically Endangered
Idea culture,Amphibia,Primates,3306.266,2049.32,Vulnerable
Thank season,Actinopterygii,Rodentia,4784.25,231.6,Extinct in the Wild
Discussion international,Actinopterygii,Anura,1098.433,1655.83,Least Concern
Like image,Actinopterygii,Anura,1047.718,2843.78,Least Concern
Board since,Mammalia,Primates,3870.811,224.38,Critically Endangered
Short agree,Mammalia,Rodentia,1361.668,405.76,Vulnerable
Go action,Reptilia,Passeriformes,747.76,2310.52,Endangered
Nothing alone,Aves,Primates,4045.422,784.15,Extinct in the Wild
News room,Actinopterygii,Passeriformes,1745.585,2218.32,Critically Endangered
Catch pass,Reptilia,Passeriformes,3599.924,931.2,Critically Endangered
Cost personal,Reptilia,Squamata,2212.207,2376.96,Critically Endangered
At while,Amphibia,Passeriformes,2094.01,2286.49,Critically Endangered
Across eat,Aves,Squamata,868.581,1637.56,Endangered
Wonder side,Mammalia,Primates,1874.537,459.22,Least Concern
Though this,Actinopterygii,Squamata,508.821,2778.91,Extinct in the Wild
Several by,Mammalia,Rodentia,2514.242,1672.93,Extinct in the Wild
Your hear,Reptilia,Squamata,4373.77,1118.05,Vulnerable
Teach total,Reptilia,Squamata,1398.622,2287.08,Least Concern
Already effort,Reptilia,Primates,4261.978,2816.91,Least Concern
Ability travel,Amphibia,Primates,2026.143,496.61,Near Threatened
Question agent,Reptilia,Rodentia,2665.218,2966.1,Endangered
Court single,Mammalia,Primates,3653.107,516.85,Least Concern
Next report,Reptilia,Primates,243.84,869.4,Vulnerable
Technology control,Aves,Carnivora,1989.848,1262.77,Least Concern
Fear seek,Reptilia,Carnivora,3475.701,1296.46,Vulnerable
Education force,Aves,Passeriformes,2835.226,2167.26,Critically Endangered
Anyone level,Actinopterygii,Squamata,2949.192,1950.5,Near Threatened
