species,class,order,weight_kg,length_cm,conservation_status
Too possible,Mammalia,Primates,730.37,526.06,Extinct in the Wild
Body nearly,Reptilia,Rodentia,2999.961,1075.05,Extinct in the Wild
Production think,Actinopterygii,Primates,2320.251,1716.96,Near Threatened
Themselves certainly,Mammalia,Passeriformes,519.375,296.04,Vulnerable
Popular move,Aves,Primates,1256.249,936.28,Critically Endangered
Behavior remain,Aves,Passeriformes,420.856,120.89,Extinct in the Wild
Win other,Mammalia,Squamata,1514.446,64.08,Vulnerable
Detail bag,Reptilia,Passeriformes,2195.028,2649.31,Critically Endangered
Successful music,Amphibia,Anura,24.461,1880.2,Least Concern
Go mouth,Actinopterygii,Passeriformes,4942.068,457.11,Extinct in the Wild
As ahead,Actinopterygii,Primates,1933.169,2561.06,Near Threatened
Still economy,Aves,Rodentia,1102.048,1587.85,Extinct in the Wild
Practice challenge,Mammalia,Passeriformes,260.671,987.53,Vulnerable
Some attack,Aves,Passeriformes,517.631,1149.83,Endangered
Health indicate,Mammalia,Squamata,2122.18,1166.65,Extinct in the Wild
Particular he,Mammalia,Carnivora,2246.893,729.99,Critically Endangered
Third goal,Mammalia,Carnivora,1235.51,1120.15,Near Threatened
Ask me,Amphibia,Passeriformes,1592.795,1256.02,Critically Endangered
Already away,Aves,Passeriformes,2726.157,1285.14,Critically Endangered
Tax simply,Amphibia,Rodentia,1389.346,2417.43,Near Threatened
Check model,Amphibia,Passeriformes,2776.119,638.72,Extinct in the Wild
Drop floor,Mammalia,Passeriformes,4992.143,2385.89,Vulnerable
Main consumer,Aves,Anura,1433.608,935.1,Vulnerable
Who research,Aves,Rodentia,3611.093,2452.54,Vulnerable
Decision collection,Aves,Squamata,1395.02,2340.75,Extinct in the Wild
Want catch,Actinopterygii,Squamata,1898.548,829.29,Near Threatened
Try modern,Actinopterygii,Primates,3402.337,2359.47,Endangered
Guy little,Mammalia,Anura,4617.972,1672.9,Vulnerable
Year art,Mammalia,Anura,2300.644,160.03,Vulnerable
Prepare measure,Mammalia,Rodentia,4522.789,1897.53,Extinct in the Wild
Spring everything,Aves,Rodentia,3203.088,2887.49,Critically Endangered
Until process,Amphibia,Squamata,1313.957,1437.2,Critically Endangered
Measure treat,Actinopterygii,Squamata,4560.102,134.65,Endangered
American four,Aves,Squamata,2326.604,1221.88,Near Threatened
People prove,Actinopterygii,Squamata,488.57,738.66,Least Concern
Age well,Aves,Squamata,2129.717,2111.83,Extinct in the Wild
Kitchen week,Aves,Carnivora,4165.078,1680.19,Extinct in the Wild
