species,class,order,weight_kg,length_cm,conservation_status
Act plant,Aves,Carnivora,4851.805,2996.14,Endangered
Air return,Aves,Anura,3082.718,2465.14,Least Concern
Enjoy relate,Reptilia,Rodentia,40.925,1462.83,Vulnerable
Thing behind,Aves,Carnivora,1525.425,895.9,Vulnerable
Woman research,Amphibia,Anura,4402.876,1790.12,Endangered
Help reflect,Aves,Passeriformes,289.926,1879.07,Critically Endangered
Few onto,Amphibia,Anura,131.43,2589.31,Near Threatened
Fund affect,Amphibia,Squamata,3590.191,2280.48,Endangered
Relationship risk,Mammalia,Primates,3601.834,466.29,Extinct in the Wild
Herself marriage,Amphibia,Squamata,2662.631,1028.55,Endangered
Television accept,Reptilia,Rodentia,4220.803,1995.48,Endangered
Top person,Reptilia,Carnivora,2498.734,1095.73,Extinct in the Wild
Official ask,Mammalia,Passeriformes,1120.804,2188.74,Vulnerable
Enjoy rock,Actinopterygii,Primates,3180.442,2602.01,Extinct in the Wild
Herself measure,Aves,Passeriformes,417.657,1388.97,Near Threatened
Herself although,Mammalia,Squamata,247.036,1254.11,Near Threatened
Hope office,Actinopterygii,Passeriformes,4842.284,2197.15,Extinct in the Wild
Yard thank,Amphibia,Squamata,4924.931,1741.41,Near Threatened
Series finally,Actinopterygii,Rodentia,4409.172,1680.8,Vulnerable
Media notice,Actinopterygii,Squamata,2513.92,962.95,Extinct in the Wild
Rest produce,Actinopterygii,Squamata,3196.36,673.59,Least Concern
Risk half,Mammalia,Passeriformes,4512.256,1300.32,Endangered
Bar today,Amphibia,Squamata,3481.853,2813.62,Critically Endangered
Exist future,Mammalia,Rodentia,3606.023,1275.96,Vulnerable
Any however,Mammalia,Carnivora,2478.072,981.45,Least Concern
Continue population,Mammalia,Squamata,2405.405,1153.24,Extinct in the Wild
Poor live,Reptilia,Carnivora,651.586,2334.41,Extinct in the Wild
Until challenge,Amphibia,Passeriformes,3738.1,1884.97,Near Threatened
Model wide,Mammalia,Passeriformes,2887.898,1214.06,Near Threatened
Front almost,Aves,Anura,2884.744,804.11,Critically Endangered
Race decision,Reptilia,Anura,3694.733,2133.04,Least Concern
Own live,Reptilia,Primates,2759.33,1112.78,Vulnerable
Consider structure,Amphibia,Carnivora,662.974,2619.76,Near Threatened
East require,Mammalia,Rodentia,3926.228,2535.21,Vulnerable
Huge in,Aves,Passeriformes,2336.438,39.94,Critically Endangered
Candidate speech,Actinopterygii,Primates,4959.965,1453.55,Extinct in the Wild
Be talk,Mammalia,Passeriformes,1734.986,1434.43,Extinct in the Wild
Forward senior,Aves,Passeriformes,3443.249,1394.79,Critically Endangered
Represent manage,Mammalia,Squamata,1484.065,1301.79,Extinct in the Wild
Anything international,Mammalia,Passeriformes,2965.404,1001.57,Endangered
In if,Mammalia,Carnivora,4987.03,819.68,Critically Endangered
Staff offer,Reptilia,Carnivora,1363.767,631.04,Critically Endangered
None treatment,Mammalia,Primates,865.927,1783.06,Vulnerable
Rather hope,Reptilia,Carnivora,3384.801,201.72,Near Threatened
Production purpose,Amphibia,Rodentia,2698.749,886.3,Vulnerable
Suffer else,Actinopterygii,Carnivora,1121.475,2591.64,Vulnerable
Surface approach,Amphibia,Squamata,1722.28,577.45,Extinct in the Wild
Why offer,Reptilia,Carnivora,877.952,1713.23,Near Threatened
East tonight,Mammalia,Primates,3109.45,628.8,Vulnerable
Exist item,Reptilia,Rodentia,4294.353,689.88,Near Threatened
Institution sell,Mammalia,Rodentia,2735.102,235.6,Extinct in the Wild
Another church,Amphibia,Rodentia,2708.541,2140.63,Near Threatened
Artist end,Actinopterygii,Carnivora,2316.896,1777.4,Near Threatened
Popular teacher,Mammalia,Primates,4746.302,195.62,Least Concern
Leader thank,Amphibia,Primates,3754.995,661.2,Extinct in the Wild
Main thing,Mammalia,Rodentia,2879.364,1737.54,Extinct in the Wild
Speak nor,Mammalia,Squamata,4914.712,2480.79,Near Threatened
Machine politics,Actinopterygii,Primates,355.03,840.29,Critically Endangered
Report television,Amphibia,Primates,1256.685,1872.58,Endangered
Magazine hotel,Amphibia,Passeriformes,1061.091,416.93,Least Concern
Drug leg,Aves,Rodentia,3742.212,765.91,Endangered
Service their,Aves,Squamata,3260.904,1615.98,Critically Endangered
Pull clear,Aves,Passeriformes,50.549,2.48,Near Threatened
Both action,Aves,Passeriformes,1578.296,729.92,Endangered
End talk,Actinopterygii,Rodentia,1354.795,321.88,Critically Endangered
Way go,Amphibia,Primates,37.65,1190.06,Near Threatened
Point reduce,Aves,Primates,1868.963,2226.57,Vulnerable
New interesting,Amphibia,Rodentia,696.641,875.24,Least Concern
White play,Mammalia,Passeriformes,2604.418,557.52,Vulnerable
Thank as,Reptilia,Carnivora,1294.382,1296.89,Vulnerable
Threat statement,Reptilia,Primates,2893.066,2221.63,Near Threatened
Lot choose,Mammalia,Squamata,2625.234,1456.83,Least Concern
May low,Reptilia,Primates,55.869,2288.75,Least Concern
Whom through,Actinopterygii,Rodentia,1741.267,6.93,Endangered
Sell yes,Mammalia,Anura,2574.583,1266.7,Vulnerable
Set body,Reptilia,Rodentia,1088.239,918.22,Near Threatened
Conference defense,Actinopterygii,Rodentia,4897.613,1306.82,Vulnerable
Another six,Actinopterygii,Rodentia,411.332,1224.98,Endangered
Say edge,Aves,Rodentia,1482.51,2545.87,Near Threatened
Party strategy,Actinopterygii,Passeriformes,4346.413,1603.45,Least Concern
Statement everybody,Actinopterygii,Anura,3783.39,1289.73,Critically Endangered
Person Mr,Mammalia,Passeriformes,2.339,2295.06,Near Threatened
Report surface,Aves,Passeriformes,2433.289,463.42,Critically Endangered
Defense country,Aves,Primates,2014.44,1041.16,Near Threatened
Song carry,Reptilia,Primates,513.922,1429.07,Extinct in the Wild
Hour stage,Aves,Passeriformes,713.32,1492.79,Least Concern
Space cell,Amphibia,Carnivora,3946.15,1950.88,Least Concern
Herself court,Actinopterygii,Anura,1797.529,2369.52,Least Concern
Protect throughout,Amphibia,Rodentia,1157.453,2664.81,Near Threatened
Offer page,Mammalia,Primates,3749.637,1405.66,Critically Endangered
Line in,Mammalia,Primates,784.461,562.11,Extinct in the Wild
Enter wife,Amphibia,Rodentia,1805.855,171.41,Least Concern
Nor fill,Actinopterygii,Anura,1441.684,1687.4,Vulnerable
Wall class,Reptilia,Anura,4708.79,2771.35,Critically Endangered
Boy use,Aves,Carnivora,584.797,940.0,Least Concern
Participant executive,Mammalia,Passeriformes,1892.873,832.37,Extinct in the Wild
Learn happen,Aves,Anura,3161.397,772.18,Vulnerable
Arrive answer,Amphibia,Carnivora,3373.106,2567.83,Extinct in the Wild
Interesting practice,Aves,Primates,3750.892,1599.34,Least Concern
Wear piece,Reptilia,Squamata,282.596,2890.03,Endangered
Because certain,Amphibia,Primates,2118.208,2531.03,Vulnerable
Focus blood,Actinopterygii,Rodentia,2642.567,1778.49,Endangered
Reach your,Actinopterygii,Squamata,2495.045,2755.11,Vulnerable
Short may,Mammalia,Passeriformes,3446.583,2062.0,Critically Endangered
Poor pressure,Amphibia,Passeriformes,4327.749,2165.0,Vulnerable
Some course,Aves,Passeriformes,4253.097,1201.8,Near Threatened
It option,Amphibia,Rodentia,3755.355,1618.27,Vulnerable
Lay hear,Actinopterygii,Passeriformes,706.03,1563.43,Extinct in the Wild
Seek music,Amphibia,Carnivora,1388.918,1036.09,Extinct in the Wild
Remain new,Amphibia,Squamata,2955.296,810.05,Vulnerable
Clear sea,Actinopterygii,Anura,3476.412,2618.77,Endangered
Lawyer quite,Reptilia,Carnivora,2226.89,923.5,Vulnerable
Should term,Amphibia,Passeriformes,2038.025,265.47,Endangered
Now discuss,Reptilia,Passeriformes,3699.126,557.65,Vulnerable
Popular those,Actinopterygii,Rodentia,693.257,1885.32,Vulnerable
Including around,Actinopterygii,Primates,1293.921,1372.21,Near Threatened
Nothing dark,Mammalia,Squamata,1180.421,131.87,Critically Endangered
But term,Reptilia,Carnivora,4908.268,1856.36,Extinct in the Wild
Tv meet,Amphibia,Primates,1500.336,1577.97,Near Threatened
Southern learn,Reptilia,Primates,3270.318,2472.97,Least Concern
Girl citizen,Mammalia,Passeriformes,2234.154,612.08,Least Concern
Policy mother,Reptilia,Squamata,746.308,413.9,Endangered
Then another,Reptilia,Anura,1941.123,2898.51,Extinct in the Wild
Range whole,Amphibia,Primates,3612.751,2747.08,Critically Endangered
Call reason,Aves,Anura,1625.933,2014.33,Critically Endangered
Feeling claim,Actinopterygii,Rodentia,4656.178,895.0,Near Threatened
Town protect,Reptilia,Carnivora,1367.211,2754.39,Extinct in the Wild
Safe or,Reptilia,Anura,4854.153,876.97,Endangered
Similar appear,Reptilia,Passeriformes,183.807,272.2,Extinct in the Wild
Analysis baby,Aves,Passeriformes,2053.365,2885.87,Extinct in the Wild
Management walk,Actinopterygii,Primates,1657.043,2144.79,Endangered
Begin receive,Reptilia,Rodentia,3790.02,2025.32,Critically Endangered
Fall finish,Amphibia,Squamata,4379.028,2887.9,Extinct in the Wild
Large church,Mammalia,Carnivora,2005.082,2025.15,Vulnerable
He five,Mammalia,Primates,4960.091,2303.33,Extinct in the Wild
And both,Reptilia,Carnivora,2577.643,1528.48,Least Concern
Billion case,Actinopterygii,Passeriformes,134.323,2747.7,Extinct in the Wild
Well yet,Mammalia,Rodentia,2241.977,1934.92,Extinct in the Wild
Water in,Aves,Squamata,3312.686,432.91,Near Threatened
Build second,Actinopterygii,Primates,3824.394,2597.9,Critically Endangered
Drive a,Amphibia,Primates,3808.517,1467.9,Vulnerable
Mention draw,Amphibia,Anura,1432.062,2463.87,Least Concern
