species,class,order,weight_kg,length_cm,conservation_status
Write treat,Mammalia,Primates,2366.908,279.53,Least Concern
Station could,Mammalia,Primates,1098.65,1522.48,Vulnerable
Occur wind,Reptilia,Rodentia,2926.167,2901.15,Near Threatened
Challenge include,Amphibia,Rodentia,3130.699,2477.64,Endangered
Want around,Amphibia,Anura,2048.882,1890.87,Extinct in the Wild
Recent whole,Reptilia,Anura,373.726,1035.28,Extinct in the Wild
Site drop,Reptilia,Passeriformes,1114.256,2838.78,Critically Endangered
Play memory,Reptilia,Rodentia,4324.254,2852.58,Endangered
Take board,Reptilia,Carnivora,3983.216,2100.47,Endangered
Claim suddenly,Aves,Squamata,791.74,43.94,Vulnerable
White really,Mammalia,Anura,168.09,2189.67,Endangered
Draw red,Actinopterygii,Primates,4438.531,2875.89,Critically Endangered
Production police,Actinopterygii,Passeriformes,3288.962,2608.02,Endangered
Middle nor,Actinopterygii,Carnivora,2643.384,1433.41,Near Threatened
Stock issue,Amphibia,Passeriformes,2503.069,881.12,Vulnerable
Significant produce,Mammalia,Squamata,2434.429,1839.02,Near Threatened
Stay large,Mammalia,Rodentia,3676.258,787.18,Vulnerable
Task film,Mammalia,Carnivora,3304.755,247.84,Vulnerable
Receive fact,Amphibia,Primates,2551.46,1547.43,Least Concern
Open section,Actinopterygii,Carnivora,4096.694,913.45,Vulnerable
Account perhaps,Actinopterygii,Passeriformes,3018.521,946.63,Endangered
Note six,Actinopterygii,Primates,3149.911,1747.7,Vulnerable
Paper back,Reptilia,Primates,4665.414,2440.52,Critically Endangered
Must man,Aves,Anura,144.645,2088.57,Near Threatened
Interest camera,Amphibia,Carnivora,1103.682,2231.13,Vulnerable
People charge,Amphibia,Anura,4360.124,1626.77,Vulnerable
Safe pull,Reptilia,Rodentia,443.646,2826.04,Least Concern
Purpose maybe,Actinopterygii,Rodentia,3888.281,2632.57,Least Concern
Smile politics,Amphibia,Rodentia,2970.575,2092.63,Near Threatened
Gas majority,Aves,Carnivora,3540.045,1902.77,Extinct in the Wild
Add education,Reptilia,Carnivora,93.381,2546.24,Vulnerable
Less leg,Aves,Primates,1900.781,2560.44,Near Threatened
Change see,Reptilia,Carnivora,2474.76,2403.9,Extinct in the Wild
