species,class,order,weight_kg,length_cm,conservation_status
Television give,Actinopterygii,Passeriformes,2791.784,1982.34,Extinct in the Wild
Opportunity about,Reptilia,Carnivora,4672.556,1206.74,Endangered
Size simply,Mammalia,Primates,4416.648,2289.67,Near Threatened
Per usually,Amphibia,Primates,2576.553,1300.38,Near Threatened
Others because,Mammalia,Anura,2838.027,2359.38,Critically Endangered
Next subject,Aves,Carnivora,3968.909,1522.19,Endangered
Within act,Amphibia,Rodentia,1224.366,2067.39,Endangered
Society water,Actinopterygii,Primates,1994.595,1606.06,Near Threatened
Increase bar,Actinopterygii,Squamata,219.531,2621.41,Critically Endangered
Nation read,Actinopterygii,Passeriformes,357.391,2473.75,Near Threatened
Present under,Aves,Squamata,14.359,747.52,Endangered
Occur trade,Reptilia,Primates,1831.79,1256.87,Critically Endangered
Learn summer,Amphibia,Anura,2273.122,2070.35,Least Concern
Floor begin,Amphibia,Anura,3837.079,1602.16,Extinct in the Wild
Unit build,Actinopterygii,Primates,2977.647,1037.34,Near Threatened
Cost economy,Reptilia,Carnivora,463.118,2277.62,Endangered
Manager order,Aves,Anura,3156.164,473.07,Critically Endangered
Discover simple,Mammalia,Passeriformes,1687.532,1481.85,Critically Endangered
Address nation,Amphibia,Primates,3336.258,173.47,Extinct in the Wild
Development attorney,Amphibia,Squamata,3260.794,1850.71,Extinct in the Wild
Always prepare,Amphibia,Rodentia,2669.894,2480.31,Near Threatened
His opportunity,Amphibia,Squamata,4075.656,2617.21,Near Threatened
Dark central,Aves,Primates,3044.89,594.14,Vulnerable
Word most,Reptilia,Carnivora,1398.112,2230.54,Extinct in the Wild
These process,Reptilia,Primates,361.194,2651.55,Endangered
Also child,Mammalia,Passeriformes,3726.024,687.0,Near Threatened
Field boy,Reptilia,Primates,715.611,911.4,Vulnerable
Begin list,Actinopterygii,Primates,527.814,837.94,Near Threatened
So quality,Amphibia,Passeriformes,3370.877,1380.85,Least Concern
Assume thing,Reptilia,Carnivora,4377.258,2164.84,Least Concern
Hard throughout,Aves,Primates,3517.194,1847.53,Vulnerable
Sit local,Amphibia,Primates,2744.366,1865.01,Near Threatened
Of near,Reptilia,Squamata,331.174,2171.93,Least Concern
Quickly us,Mammalia,Squamata,4591.521,1740.19,Near Threatened
Agreement use,Aves,Anura,1409.417,2554.12,Extinct in the Wild
Yet month,Amphibia,Carnivora,2427.213,1853.42,Endangered
Central official,Reptilia,Rodentia,831.667,1261.22,Endangered
Box society,Reptilia,Rodentia,1778.112,2144.15,Vulnerable
Official that,Aves,Passeriformes,1078.675,1814.21,Near Threatened
End create,Actinopterygii,Primates,2866.828,2239.73,Least Concern
Forward series,Reptilia,Carnivora,564.581,936.1,Least Concern
Yet their,Amphibia,Carnivora,1743.549,2843.82,Extinct in the Wild
Crime threat,Aves,Rodentia,1132.974,1465.58,Extinct in the Wild
Long like,Reptilia,Squamata,4582.421,905.85,Extinct in the Wild
Eye see,Mammalia,Squamata,3255.991,1208.06,Least Concern
Attack difficult,Reptilia,Carnivora,911.913,2850.04,Extinct in the Wild
So lawyer,Aves,Carnivora,3616.552,890.35,Critically Endangered
Apply next,Aves,Carnivora,3955.155,1667.58,Critically Endangered
If Mr,Reptilia,Carnivora,254.032,2347.89,Near Threatened
Hair less,Mammalia,Carnivora,445.137,2293.72,Near Threatened
Somebody industry,Amphibia,Primates,2797.892,1978.12,Least Concern
Charge know,Aves,Rodentia,3742.847,2958.15,Extinct in the Wild
Buy religious,Actinopterygii,Anura,4961.68,1027.66,Least Concern
Voice that,Actinopterygii,Squamata,515.612,2682.47,Vulnerable
Real commercial,Mammalia,Passeriformes,1509.068,888.55,Vulnerable
Federal record,Mammalia,Squamata,3107.192,1336.71,Critically Endangered
Theory when,Aves,Anura,3797.049,2387.19,Vulnerable
Mrs statement,Actinopterygii,Passeriformes,2168.131,652.85,Critically Endangered
Perhaps condition,Reptilia,Squamata,682.04,2595.27,Least Concern
Stop those,Amphibia,Rodentia,746.544,626.8,Near Threatened
Hit situation,Aves,Rodentia,980.164,1871.56,Extinct in the Wild
Mention above,Actinopterygii,Rodentia,1535.362,190.58,Extinct in the Wild
Find expect,Reptilia,Primates,120.8,2850.15,Endangered
Road energy,Actinopterygii,Passeriformes,3370.952,2981.71,Endangered
Reveal lose,Reptilia,Primates,4952.207,2392.11,Vulnerable
Manager box,Aves,Carnivora,338.851,2501.19,Least Concern
Home picture,Mammalia,Anura,420.311,158.16,Endangered
Kid easy,Amphibia,Squamata,1403.427,1999.64,Near Threatened
Speech game,Reptilia,Rodentia,2609.205,2129.53,Near Threatened
Thought carry,Actinopterygii,Anura,2972.191,2683.95,Near Threatened
Statement course,Mammalia,Carnivora,1821.748,689.49,Critically Endangered
Bed much,Actinopterygii,Primates,3103.877,561.93,Extinct in the Wild
Indeed action,Actinopterygii,Squamata,2289.972,1183.68,Vulnerable
Another represent,Amphibia,Passeriformes,4046.094,1617.66,Critically Endangered
Describe human,Amphibia,Anura,2463.164,1563.58,Least Concern
Shoulder stock,Amphibia,Anura,3991.215,776.96,Critically Endangered
Environmental American,Reptilia,Rodentia,4500.754,2560.36,Extinct in the Wild
Least exist,Actinopterygii,Passeriformes,4527.785,685.23,Vulnerable
Tell if,Aves,Rodentia,1879.592,2209.99,Endangered
Risk fact,Mammalia,Passeriformes,3837.53,2349.15,Extinct in the Wild
Various house,Actinopterygii,Squamata,2063.395,1670.1,Critically Endangered
Hospital community,Actinopterygii,Rodentia,919.597,1060.15,Near Threatened
Head meet,Amphibia,Squamata,2566.613,1789.4,Critically Endangered
Organization agreement,Reptilia,Anura,126.222,939.45,Extinct in the Wild
Value office,Aves,Primates,3732.365,2438.19,Endangered
Treatment short,Amphibia,Primates,2813.42,218.38,Vulnerable
Follow phone,Amphibia,Rodentia,2784.291,1601.53,Least Concern
Main leader,Reptilia,Rodentia,3129.365,426.5,Extinct in the Wild
Follow either,Amphibia,Rodentia,978.664,1623.43,Critically Endangered
Yourself while,Mammalia,Primates,3085.428,2579.14,Extinct in the Wild
Star billion,Amphibia,Anura,3505.652,587.23,Vulnerable
Car too,Reptilia,Carnivora,4628.973,2494.78,Vulnerable
Explain many,Amphibia,Carnivora,4194.358,1572.94,Extinct in the Wild
Painting value,Mammalia,Squamata,3768.34,2967.95,Extinct in the Wild
National myself,Mammalia,Carnivora,4693.664,61.0,Least Concern
Beat international,Amphibia,Carnivora,3716.713,879.51,Extinct in the Wild
Member successful,Reptilia,Rodentia,1353.546,911.8,Vulnerable
Heavy group,Reptilia,Squamata,2673.144,1548.21,Near Threatened
Network fact,Reptilia,Primates,1399.704,977.14,Least Concern
East factor,Actinopterygii,Passeriformes,844.656,1919.9,Least Concern
Seven view,Aves,Squamata,2875.781,2595.15,Critically Endangered
Stuff security,Amphibia,Carnivora,1150.215,2161.7,Extinct in the Wild
Drop total,Actinopterygii,Carnivora,235.805,1161.2,Vulnerable
Heart none,Reptilia,Passeriformes,2993.832,1630.39,Extinct in the Wild
