species,class,order,weight_kg,length_cm,conservation_status
Three month,Aves,Passeriformes,4612.031,1419.81,Critically Endangered
Response weight,Mammalia,Squamata,3554.08,1364.99,Endangered
Admit fall,Aves,Squamata,2847.118,640.91,Near Threatened
Agreement plan,Mammalia,Primates,2871.018,2558.28,Critically Endangered
Ahead benefit,Aves,Squamata,940.85,402.11,Extinct in the Wild
Son drive,Mammalia,Rodentia,82.623,1480.65,Extinct in the Wild
Customer dark,Actinopterygii,Anura,3030.477,135.39,Critically Endangered
Popular perhaps,Aves,Squamata,2682.323,1968.09,Endangered
Agency series,Amphibia,Anura,1738.288,213.96,Endangered
Close military,Mammalia,Passeriformes,730.764,167.77,Least Concern
Enjoy seek,Aves,Anura,1528.425,1053.35,Critically Endangered
Particularly star,Actinopterygii,Passeriformes,4872.064,2088.03,Vulnerable
Likely writer,Actinopterygii,Anura,725.81,1014.06,Critically Endangered
Beautiful word,Actinopterygii,Anura,2756.903,2553.17,Endangered
Outside crime,Reptilia,Passeriformes,1603.331,2644.65,Extinct in the Wild
Write company,Actinopterygii,Primates,3527.539,1437.08,Endangered
Republican change,Mammalia,Anura,1802.1,1059.52,Critically Endangered
Hold it,Reptilia,Carnivora,1160.978,1139.37,Endangered
Memory statement,Amphibia,Passeriformes,3280.615,2738.69,Extinct in the Wild
Cell guess,Amphibia,Anura,4688.546,1629.51,Vulnerable
Campaign star,Mammalia,Primates,1765.356,308.57,Endangered
Indicate what,Actinopterygii,Rodentia,229.032,770.74,Least Concern
Network break,Aves,Passeriformes,162.392,2264.38,Extinct in the Wild
Hard set,Actinopterygii,Anura,2012.787,1415.28,Near Threatened
Statement perform,Mammalia,Squamata,115.428,900.04,Near Threatened
Ask it,Mammalia,Carnivora,2832.489,1158.27,Near Threatened
Where color,Mammalia,Passeriformes,3806.342,899.33,Extinct in the Wild
Leave million,Actinopterygii,Squamata,2839.737,1235.69,Near Threatened
Character shoulder,Reptilia,Squamata,2423.908,562.66,Least Concern
Suddenly this,Aves,Anura,1655.075,2209.94,Near Threatened
Politics set,Mammalia,Anura,548.127,154.35,Vulnerable
Guy sense,Amphibia,Rodentia,1175.767,1793.7,Near Threatened
Six set,Mammalia,Carnivora,2221.937,538.93,Critically Endangered
Expect cell,Aves,Carnivora,4594.396,742.32,Least Concern
