species,class,order,weight_kg,length_cm,conservation_status
Reflect see,Mammalia,Passeriformes,2357.354,1922.75,Least Concern
Before something,Amphibia,Squamata,4589.563,116.71,Near Threatened
View word,Aves,Carnivora,2583.215,2288.74,Near Threatened
Individual pattern,Reptilia,Passeriformes,3726.49,126.29,Endangered
Past executive,Mammalia,Squamata,1786.78,2957.04,Critically Endangered
It part,Mammalia,Anura,1471.231,401.47,Vulnerable
Step political,Mammalia,Rodentia,3790.968,2204.11,Endangered
Still truth,Aves,Squamata,669.322,1357.36,Vulnerable
Our prove,Reptilia,Primates,1304.863,1387.88,Near Threatened
Nor middle,Amphibia,Carnivora,1129.207,1374.92,Critically Endangered
Interview admit,Mammalia,Squamata,3256.102,1718.24,Extinct in the Wild
Phone run,Amphibia,Squamata,4225.47,1267.97,Near Threatened
Attack sell,Aves,Rodentia,1118.04,2104.8,Near Threatened
Seven section,Aves,Anura,3951.49,1104.42,Critically Endangered
Want detail,Actinopterygii,Primates,1585.678,1717.09,Extinct in the Wild
Ability represent,Mammalia,Anura,2205.245,2652.81,Endangered
Effort very,Mammalia,Passeriformes,3764.367,2767.41,Vulnerable
Meet and,Mammalia,Anura,2802.94,1215.19,Vulnerable
Whole read,Amphibia,Carnivora,2430.285,2966.87,Near Threatened
Century environment,Mammalia,Anura,4104.735,821.72,Near Threatened
Physical experience,Mammalia,Passeriformes,3101.272,2922.98,Critically Endangered
Picture can,Reptilia,Rodentia,759.43,1763.68,Critically Endangered
Store design,Aves,Rodentia,4110.907,2730.82,Near Threatened
Indeed campaign,Mammalia,Passeriformes,2363.545,1333.79,Near Threatened
Wind left,Aves,Squamata,3336.915,2873.19,Vulnerable
Not matter,Reptilia,Anura,14.717,2649.62,Critically Endangered
Commercial argue,Actinopterygii,Rodentia,4207.654,1044.92,Extinct in the Wild
Side picture,Actinopterygii,Carnivora,3042.32,2506.8,Critically Endangered
Begin example,Aves,Rodentia,1630.311,1364.99,Endangered
Wife town,Reptilia,Carnivora,2648.369,472.74,Critically Endangered
Magazine similar,Reptilia,Primates,2512.411,2823.72,Endangered
Fire seven,Reptilia,Squamata,3369.57,2811.0,Endangered
Evidence will,Mammalia,Primates,3711.167,1218.16,Critically Endangered
Action child,Reptilia,Squamata,4401.314,2304.98,Endangered
Himself check,Mammalia,Rodentia,4153.109,514.92,Endangered
Of beautiful,Mammalia,Passeriformes,1298.126,575.01,Vulnerable
Word heavy,Aves,Carnivora,2168.771,2454.53,Vulnerable
Necessary according,Reptilia,Squamata,571.899,2669.76,Vulnerable
Recently bank,Reptilia,Primates,2226.961,2930.81,Least Concern
Everyone avoid,Aves,Passeriformes,1786.534,1397.81,Extinct in the Wild
When sit,Actinopterygii,Anura,655.656,994.88,Vulnerable
Hair question,Reptilia,Carnivora,1197.751,2907.68,Critically Endangered
Shake event,Aves,Carnivora,4912.513,2404.72,Endangered
