species,class,order,weight_kg,length_cm,conservation_status
Other national,Aves,Squamata,346.601,928.36,Endangered
Teach partner,Amphibia,Primates,994.732,1317.12,Least Concern
Reality little,Amphibia,Squamata,729.985,1409.78,Critically Endangered
It spend,Mammalia,Carnivora,1288.62,1964.9,Least Concern
Age dream,Reptilia,Passeriformes,3958.852,967.4,Extinct in the Wild
Foreign crime,Mammalia,Passeriformes,2636.183,2994.02,Extinct in the Wild
Star early,Aves,Squamata,3366.789,251.97,Extinct in the Wild
Data look,Reptilia,Primates,4029.756,347.49,Critically Endangered
Edge leave,Aves,Squamata,250.0,534.14,Extinct in the Wild
Officer almost,Reptilia,Carnivora,2448.374,1152.83,Near Threatened
Mother quickly,Actinopterygii,Passeriformes,130.251,1753.71,Near Threatened
Too whether,Aves,Carnivora,2629.99,1600.73,Extinct in the Wild
Possible then,Reptilia,Passeriformes,1730.486,2516.5,Endangered
Response bed,Mammalia,Carnivora,3199.322,1340.06,Endangered
Politics garden,Aves,Rodentia,1819.639,265.4,Near Threatened
Task conference,Amphibia,Anura,1812.43,338.84,Near Threatened
Store thought,Aves,Squamata,2112.807,2799.57,Critically Endangered
Stop door,Reptilia,Anura,1070.276,58.68,Endangered
Behavior mention,Aves,Carnivora,4039.316,2633.26,Extinct in the Wild
Role family,Amphibia,Passeriformes,2908.645,719.07,Critically Endangered
Pick pattern,Reptilia,Anura,1510.604,2111.99,Vulnerable
Trouble skin,Actinopterygii,Squamata,602.841,1417.47,Critically Endangered
Skill catch,Amphibia,Primates,4541.351,2268.4,Endangered
Republican road,Mammalia,Carnivora,250.715,27.96,Vulnerable
Do resource,Amphibia,Passeriformes,1873.096,335.57,Critically Endangered
Describe stock,Actinopterygii,Carnivora,1251.208,2887.68,Endangered
From structure,Mammalia,Anura,4724.89,864.1,Least Concern
Likely indeed,Reptilia,Carnivora,2514.76,2405.9,Near Threatened
Stage half,Amphibia,Squamata,4610.382,210.49,Least Concern
Figure fish,Mammalia,Passeriformes,1275.001,1168.06,Endangered
Follow mind,Aves,Squamata,608.713,2635.95,Endangered
Live unit,Amphibia,Anura,3232.185,670.72,Critically Endangered
Purpose world,Actinopterygii,Passeriformes,1553.889,246.83,Extinct in the Wild
Career well,Reptilia,Squamata,3918.891,1936.11,Least Concern
Case morning,Reptilia,Passeriformes,2366.068,2387.88,Endangered
Each right,Aves,Carnivora,3567.487,719.98,Extinct in the Wild
