species,class,order,weight_kg,length_cm,conservation_status
Source street,Amphibia,Anura,3329.362,1505.07,Endangered
High out,Aves,Anura,3383.759,1802.47,Critically Endangered
You range,Mammalia,Carnivora,214.745,139.7,Least Concern
Experience serve,Amphibia,Rodentia,1631.358,283.55,Near Threatened
Green country,Actinopterygii,Squamata,1722.79,1935.32,Near Threatened
Including develop,Reptilia,Passeriformes,2936.795,994.83,Extinct in the Wild
Evidence beat,Amphibia,Squamata,4197.002,808.8,Endangered
Defense network,Mammalia,Squamata,534.028,1362.55,Vulnerable
Mention education,Aves,Squamata,243.431,875.61,Near Threatened
Quite sport,Amphibia,Primates,3180.396,2648.59,Near Threatened
Billion set,Aves,Primates,2034.563,2272.69,Vulnerable
Present institution,Reptilia,Primates,318.216,1699.86,Extinct in the Wild
Food get,Aves,Carnivora,4967.635,1574.31,Least Concern
Fish heart,Actinopterygii,Primates,3076.354,1952.3,Least Concern
New soon,Reptilia,Carnivora,4341.956,1795.4,Critically Endangered
Stop account,Actinopterygii,Carnivora,2682.423,752.78,Endangered
College half,Amphibia,Anura,3321.974,2314.27,Near Threatened
Anyone article,Aves,Carnivora,3713.69,468.21,Critically Endangered
Life some,Actinopterygii,Passeriformes,3575.437,2011.31,Endangered
Simply measure,Aves,Rodentia,2441.818,2351.15,Near Threatened
Will possible,Amphibia,Rodentia,3234.883,553.65,Endangered
Former cover,Actinopterygii,Squamata,1448.369,323.94,Near Threatened
Old then,Actinopterygii,Rodentia,1157.951,1910.96,Near Threatened
Maintain cause,Aves,Squamata,712.939,209.52,Near Threatened
Eat always,Mammalia,Anura,1420.351,2157.32,Endangered
Hundred box,Actinopterygii,Anura,2435.268,32.39,Vulnerable
Product win,Reptilia,Carnivora,3983.191,2852.25,Critically Endangered
Daughter section,Amphibia,Rodentia,1496.149,1382.96,Near Threatened
Meeting follow,Reptilia,Rodentia,4530.357,2068.43,Extinct in the Wild
Responsibility fear,Reptilia,Passeriformes,3262.545,1078.89,Endangered
Participant interest,Reptilia,Carnivora,3692.063,507.57,Vulnerable
Again special,Mammalia,Anura,570.349,1120.84,Least Concern
Some throw,Mammalia,Carnivora,3125.067,947.82,Least Concern
Career water,Actinopterygii,Primates,194.348,2518.68,Extinct in the Wild
Company tend,Aves,Primates,2716.95,1948.51,Critically Endangered
Car serve,Aves,Squamata,3403.432,773.57,Least Concern
Seven entire,Reptilia,Carnivora,4634.033,2512.63,Extinct in the Wild
Hour again,Amphibia,Carnivora,3505.276,2960.89,Vulnerable
Since skill,Mammalia,Squamata,1820.747,1665.57,Vulnerable
Including fact,Aves,Squamata,3932.815,1610.93,Vulnerable
Center behavior,Actinopterygii,Passeriformes,1464.11,981.31,Vulnerable
Visit available,Reptilia,Passeriformes,4691.044,748.93,Near Threatened
Model weight,Reptilia,Anura,3450.414,1048.32,Critically Endangered
Student century,Mammalia,Passeriformes,3065.231,1564.62,Least Concern
Make cost,Amphibia,Rodentia,1049.985,480.47,Least Concern
Arm sign,Amphibia,Squamata,1612.899,2377.67,Least Concern
Quality guy,Aves,Squamata,179.016,1810.66,Extinct in the Wild
Voice measure,Reptilia,Carnivora,4488.276,1373.95,Near Threatened
Character central,Reptilia,Rodentia,1977.441,1611.08,Critically Endangered
Also behavior,Amphibia,Anura,2996.123,2390.9,Critically Endangered
Thus others,Actinopterygii,Primates,596.901,2402.67,Vulnerable
Show else,Actinopterygii,Carnivora,2531.758,320.29,Extinct in the Wild
Expert expect,Actinopterygii,Squamata,4.491,2176.79,Extinct in the Wild
Tough idea,Reptilia,Squamata,3281.836,1391.41,Extinct in the Wild
Still last,Reptilia,Carnivora,3886.606,1924.03,Endangered
News speak,Mammalia,Primates,905.482,2763.15,Near Threatened
Society professor,Amphibia,Carnivora,179.142,2734.45,Near Threatened
Exist east,Reptilia,Carnivora,4883.256,281.31,Critically Endangered
Guy provide,Reptilia,Anura,4068.564,906.13,Endangered
Former we,Actinopterygii,Primates,563.179,482.11,Extinct in the Wild
Between phone,Reptilia,Anura,1464.41,1413.5,Near Threatened
Section impact,Aves,Passeriformes,560.774,1567.78,Least Concern
Foot interesting,Aves,Anura,4208.935,284.2,Least Concern
Movement wrong,Aves,Anura,3485.022,2608.51,Critically Endangered
Statement today,Actinopterygii,Rodentia,847.634,2648.97,Critically Endangered
Candidate crime,Amphibia,Primates,716.103,633.67,Near Threatened
Sit main,Aves,Carnivora,522.29,676.74,Extinct in the Wild
Above move,Actinopterygii,Primates,2737.088,2174.95,Extinct in the Wild
Former industry,Aves,Rodentia,3492.244,1627.27,Extinct in the Wild
Half town,Actinopterygii,Primates,1914.556,904.39,Critically Endangered
Shoulder spend,Mammalia,Squamata,2809.168,2647.68,Least Concern
Until debate,Amphibia,Passeriformes,3538.525,2273.37,Critically Endangered
Recognize after,Actinopterygii,Squamata,3008.403,338.11,Vulnerable
Whether common,Actinopterygii,Passeriformes,1939.371,2480.94,Near Threatened
Political beautiful,Actinopterygii,Passeriformes,1433.886,2580.43,Endangered
Story military,Amphibia,Anura,1887.855,1532.53,Near Threatened
Car what,Actinopterygii,Rodentia,4788.926,1258.35,Extinct in the Wild
Of practice,Amphibia,Squamata,215.139,2749.67,Critically Endangered
Director far,Aves,Squamata,340.205,1596.57,Extinct in the Wild
Real always,Mammalia,Rodentia,2211.344,1614.53,Near Threatened
Question sell,Actinopterygii,Primates,2573.99,2417.83,Vulnerable
Race general,Actinopterygii,Primates,3937.145,2958.98,Extinct in the Wild
Bed including,Mammalia,Passeriformes,4651.358,1180.28,Least Concern
Least on,Amphibia,Passeriformes,3185.992,80.76,Near Threatened
Something very,Amphibia,Rodentia,2788.422,2396.81,Extinct in the Wild
Officer democratic,Actinopterygii,Anura,3589.487,876.75,Vulnerable
Anyone land,Actinopterygii,Rodentia,3483.718,645.77,Extinct in the Wild
Worker report,Mammalia,Anura,810.008,910.51,Vulnerable
Catch record,Actinopterygii,Rodentia,2573.649,342.03,Least Concern
Fight adult,Aves,Anura,2026.875,1189.56,Least Concern
This trial,Aves,Primates,1690.02,1117.01,Vulnerable
State until,Mammalia,Carnivora,1275.926,781.97,Critically Endangered
Ability church,Actinopterygii,Squamata,1544.538,1311.14,Near Threatened
Your majority,Reptilia,Squamata,1175.0,1984.8,Vulnerable
Drug create,Actinopterygii,Squamata,1107.263,2092.04,Critically Endangered
Learn dark,Aves,Anura,144.843,546.39,Vulnerable
Often outside,Reptilia,Passeriformes,1869.622,615.29,Vulnerable
Shoulder enter,Aves,Anura,1291.724,2708.89,Endangered
Sit since,Amphibia,Passeriformes,4572.631,428.94,Least Concern
Cultural quickly,Reptilia,Primates,4472.844,2745.82,Near Threatened
Follow across,Reptilia,Rodentia,635.389,244.17,Critically Endangered
Assume raise,Actinopterygii,Anura,2817.531,712.89,Vulnerable
Kind create,Actinopterygii,Anura,2666.138,840.24,Endangered
By guy,Aves,Anura,205.349,1250.1,Least Concern
After upon,Reptilia,Squamata,4351.781,448.13,Endangered
Source almost,Amphibia,Passeriformes,3941.558,2759.25,Vulnerable
Able time,Mammalia,Carnivora,3057.698,1933.12,Vulnerable
Father argue,Mammalia,Squamata,2955.742,1504.44,Near Threatened
Choice themselves,Mammalia,Rodentia,1267.971,877.3,Critically Endangered
Policy bit,Amphibia,Rodentia,3725.106,878.78,Near Threatened
Kid growth,Mammalia,Primates,2175.679,1649.11,Endangered
Course bring,Aves,Rodentia,1334.79,639.2,Vulnerable
Another agency,Amphibia,Primates,2157.274,225.32,Vulnerable
When hold,Aves,Primates,3725.754,2623.62,Endangered
Account true,Reptilia,Carnivora,1155.775,2063.4,Near Threatened
Save sure,Reptilia,Anura,4216.45,83.96,Least Concern
Star image,Actinopterygii,Rodentia,1545.48,581.37,Critically Endangered
War drug,Amphibia,Squamata,4262.081,1487.59,Vulnerable
Weight push,Actinopterygii,Passeriformes,2531.143,2958.08,Critically Endangered
Itself camera,Amphibia,Carnivora,3100.032,105.05,Least Concern
Think star,Actinopterygii,Primates,645.516,1920.27,Vulnerable
Analysis have,Aves,Rodentia,4315.948,513.52,Extinct in the Wild
