species,family,leaf_length_cm,flower_color,habitat,region
Have away,Brassicaceae,23.15,Red,Forest,Arid
Discussion yard,Rosaceae,5.94,Blue,Forest,Arid
Cause red,Fabaceae,42.36,Green,Tundra,Mediterranean
Here operation,Solanaceae,32.26,Green,Desert,Mediterranean
Firm trouble,Brassicaceae,20.58,Green,Grassland,Temperate
Term ability,Rosaceae,22.21,Blue,Marine,Subtropical
What degree,Solanaceae,29.99,Orange,Grassland,Tropical
Specific against,Brassicaceae,17.39,Purple,Wetland,Temperate
Ask little,Solanaceae,41.09,Purple,Tundra,Mediterranean
Street heart,Solanaceae,17.47,Green,Urban,Mediterranean
Money happen,Orchidaceae,25.69,Green,Desert,Temperate
Threat fire,Rosaceae,15.9,Green,Desert,Tropical
Relationship partner,Rosaceae,8.53,Yellow,Urban,Subtropical
National make,Fabaceae,9.0,Red,Grassland,Arid
Public church,Brassicaceae,2.82,Pink,Freshwater,Mediterranean
Out box,Brassicaceae,30.55,Orange,Forest,Polar
Leader than,Brassicaceae,49.57,Blue,Forest,Polar
Oil teacher,Brassicaceae,33.17,White,Forest,Arid
Whatever green,Solanaceae,12.69,White,Desert,Tropical
Lead turn,Rosaceae,17.88,Red,Urban,Polar
Administration agree,Brassicaceae,12.52,White,Freshwater,Tropical
Moment box,Brassicaceae,3.56,White,Tundra,Arid
Both investment,Poaceae,19.1,Purple,Tundra,Temperate
Wind open,Poaceae,27.98,Blue,Forest,Temperate
Tell peace,Rosaceae,27.01,White,Forest,Mediterranean
Too imagine,Orchidaceae,24.94,Pink,Desert,Temperate
Set mouth,Fabaceae,28.23,White,Tundra,Tropical
Stock notice,Solanaceae,27.93,Blue,Urban,Polar
Along activity,Brassicaceae,43.31,Green,Grassland,Polar
Any sort,Asteraceae,30.35,Orange,Forest,Mediterranean
Speak back,Solanaceae,32.43,Blue,Grassland,Mediterranean
Animal reflect,Asteraceae,31.85,Purple,Marine,Arid
Might leg,Asteraceae,21.1,Green,Freshwater,Mediterranean
Find side,Asteraceae,15.06,Green,Marine,Temperate
Always southern,Rosaceae,3.45,Purple,Grassland,Polar
Marriage nothing,Solanaceae,2.19,Purple,Grassland,Subtropical
