species,family,leaf_length_cm,flower_color,habitat,region
Party across,Fabaceae,19.16,Pink,Freshwater,Tropical
Option stand,Fabaceae,32.29,White,Tundra,Subtropical
Science different,Poaceae,34.33,Yellow,Tundra,Arid
Hotel record,Brassicaceae,2.17,Purple,Forest,Mediterranean
Remain actually,Brassicaceae,20.36,Pink,Marine,Subtropical
Bag that,Orchidaceae,23.27,Blue,Marine,Tropical
Less early,Brassicaceae,38.3,Red,Forest,Tropical
Low short,Poaceae,42.86,Red,Urban,Polar
Because near,Asteraceae,16.23,Blue,Desert,Tropical
Specific worker,Orchidaceae,36.03,Yellow,Wetland,Tropical
Cold report,Rosaceae,45.12,Orange,Desert,Tropical
Material start,Fabaceae,42.36,Green,Freshwater,Polar
Event hard,Solanaceae,8.32,Pink,Wetland,Mediterranean
Director fill,Rosaceae,29.24,Orange,Forest,Mediterranean
Back not,Orchidaceae,18.18,Pink,Grassland,Mediterranean
Building project,Asteraceae,46.44,White,Forest,Polar
Get plant,Solanaceae,3.86,Orange,Grassland,Mediterranean
International statement,Fabaceae,49.26,Blue,Marine,Arid
Indeed plant,Brassicaceae,36.85,Blue,Tundra,Polar
Create theory,Orchidaceae,2.39,Blue,Desert,Polar
Stage hand,Asteraceae,38.33,Blue,Wetland,Arid
Chance any,Rosaceae,21.1,Green,Desert,Tropical
Seem bit,Fabaceae,15.38,Green,Desert,Temperate
Less time,Fabaceae,16.35,Yellow,Grassland,Subtropical
Doctor include,Poaceae,40.08,Orange,Marine,Tropical
Answer trial,Asteraceae,8.59,White,Wetland,Mediterranean
Example Mr,Orchidaceae,26.65,Green,Grassland,Mediterranean
So ability,Rosaceae,37.69,Purple,Marine,Polar
Between go,Solanaceae,36.57,Blue,Forest,Arid
Become wrong,Rosaceae,33.06,Yellow,Freshwater,Mediterranean
Detail camera,Rosaceae,43.99,White,Urban,Mediterranean
Pass sister,Solanaceae,10.32,Orange,Tundra,Mediterranean
Wall will,Orchidaceae,5.54,Pink,Freshwater,Polar
Usually fact,Solanaceae,25.79,Orange,Tundra,Tropical
Team follow,Poaceae,18.93,Blue,Urban,Temperate
Coach worry,Orchidaceae,16.38,Pink,Grassland,Subtropical
Choose allow,Brassicaceae,45.01,Orange,Freshwater,Subtropical
