species,family,leaf_length_cm,flower_color,habitat,region
Only ten,Poaceae,12.26,Green,Urban,Mediterranean
Answer continue,Brassicaceae,24.85,White,Freshwater,Mediterranean
Bag someone,Rosaceae,30.87,Orange,Desert,Temperate
Lot sign,Solanaceae,16.78,Blue,Freshwater,Temperate
Bring so,Fabaceae,10.05,Blue,Marine,Polar
Truth check,Solanaceae,46.56,Blue,Freshwater,Arid
Believe crime,Brassicaceae,29.63,Purple,Wetland,Polar
Small white,Poaceae,49.03,Blue,Desert,Tropical
Inside paper,Brassicaceae,45.96,Orange,Wetland,Mediterranean
Case better,Fabaceae,17.22,Purple,Desert,Temperate
Sea behind,Fabaceae,33.49,Yellow,Desert,Arid
Oil billion,Asteraceae,13.62,White,Marine,Subtropical
Performance up,Orchidaceae,26.73,Red,Forest,Polar
Marriage customer,Solanaceae,5.67,Red,Urban,Tropical
Federal state,Solanaceae,15.21,Blue,Forest,Tropical
Song significant,Poaceae,45.62,Orange,Marine,Polar
Change look,Brassicaceae,24.29,White,Desert,Arid
Top section,Poaceae,25.28,Pink,Urban,Polar
Read music,Orchidaceae,18.84,White,Wetland,Subtropical
Fire friend,Brassicaceae,24.08,Purple,Urban,Arid
Sister also,Orchidaceae,41.16,Blue,Freshwater,Arid
Others enter,Brassicaceae,27.91,Orange,Forest,Tropical
Hundred affect,Solanaceae,31.6,Red,Marine,Tropical
Stand dream,Fabaceae,20.56,White,Urban,Mediterranean
Material item,Poaceae,33.86,Pink,Urban,Tropical
Town decide,Asteraceae,7.77,Blue,Forest,Polar
Free first,Asteraceae,18.74,Purple,Wetland,Tropical
Population within,Rosaceae,24.26,Red,Forest,Subtropical
Let about,Solanaceae,31.78,Pink,Grassland,Arid
Style before,Brassicaceae,10.51,Green,Marine,Temperate
Official politics,Solanaceae,25.12,Orange,Desert,Temperate
Test people,Poaceae,36.76,Pink,Desert,Mediterranean
Tax your,Asteraceae,41.08,Blue,Tundra,Polar
Hospital see,Fabaceae,5.88,Orange,Marine,Arid
Check allow,Orchidaceae,43.51,Purple,Desert,Temperate
Lose feel,Solanaceae,25.39,White,Urban,Polar
Finish range,Poaceae,20.46,Green,Urban,Tropical
Although should,Rosaceae,44.38,Pink,Forest,Polar
Piece clearly,Asteraceae,29.45,Blue,Desert,Subtropical
Long yes,Solanaceae,23.23,Orange,Desert,Subtropical
Agreement young,Orchidaceae,41.9,Yellow,Desert,Polar
Quite avoid,Fabaceae,15.77,Pink,Grassland,Polar
Physical stand,Poaceae,16.66,Blue,Tundra,Mediterranean
Describe clear,Rosaceae,6.6,Red,Grassland,Polar
Impact small,Poaceae,43.69,Green,Grassland,Subtropical
Subject theory,Solanaceae,17.66,Blue,Forest,Temperate
Number reflect,Fabaceae,35.48,Yellow,Marine,Mediterranean
Feel nice,Solanaceae,7.42,Orange,Tundra,Tropical
Tough current,Solanaceae,46.22,Yellow,Desert,Subtropical
Far establish,Fabaceae,8.06,White,Marine,Arid
Wide choice,Asteraceae,9.29,Pink,Forest,Arid
Kind good,Asteraceae,25.62,Pink,Grassland,Temperate
Edge such,Brassicaceae,49.05,Yellow,Tundra,Polar
President soon,Poaceae,14.02,Pink,Freshwater,Mediterranean
All when,Rosaceae,22.1,Pink,Desert,Subtropical
Above training,Solanaceae,31.13,Orange,Forest,Tropical
During later,Solanaceae,17.36,Yellow,Marine,Subtropical
Eat raise,Fabaceae,4.06,Red,Wetland,Subtropical
Edge allow,Fabaceae,3.86,Yellow,Freshwater,Subtropical
Charge offer,Rosaceae,15.84,Red,Desert,Polar
Recognize factor,Poaceae,26.94,White,Desert,Arid
Expect range,Solanaceae,22.1,Blue,Wetland,Tropical
Structure talk,Rosaceae,5.02,Yellow,Desert,Polar
