species,family,leaf_length_cm,flower_color,habitat,region
Major score,Rosaceae,41.54,Red,Tundra,Tropical
By somebody,Brassicaceae,23.81,Red,Urban,Temperate
Sure month,Asteraceae,39.19,White,Urban,Mediterranean
Serve debate,Poaceae,4.19,Pink,Tundra,Subtropical
Civil industry,Rosaceae,29.34,Red,Desert,Mediterranean
Sure pass,Orchidaceae,36.79,Purple,Desert,Arid
Choose wonder,Solanaceae,45.98,Blue,Forest,Arid
Minute condition,Rosaceae,27.16,White,Urban,Mediterranean
Challenge treat,Solanaceae,17.48,White,Forest,Mediterranean
Then heavy,Asteraceae,39.62,Yellow,Urban,Arid
Serious door,Solanaceae,19.05,White,Tundra,Tropical
Assume against,Poaceae,41.49,Purple,Forest,Polar
Subject try,Orchidaceae,38.66,Yellow,Marine,Tropical
Agent month,Orchidaceae,4.3,Purple,Tundra,Mediterranean
Large body,Brassicaceae,45.55,Purple,Desert,Subtropical
Among actually,Rosaceae,22.94,Pink,Freshwater,Temperate
Husband whatever,Brassicaceae,47.67,Pink,Urban,Arid
Big us,Rosaceae,49.08,Blue,Urban,Temperate
Dog society,Poaceae,9.04,Green,Desert,Tropical
Popular risk,Poaceae,33.07,Orange,Tundra,Temperate
Buy experience,Rosaceae,24.5,Green,Forest,Mediterranean
Box music,Brassicaceae,12.95,Yellow,Marine,Arid
Drop fund,Rosaceae,6.01,Pink,Grassland,Temperate
Its probably,Brassicaceae,6.05,Red,Urban,Tropical
You sister,Solanaceae,12.85,Purple,Desert,Temperate
Produce read,Solanaceae,11.69,Pink,Freshwater,Polar
Just firm,Solanaceae,34.64,Orange,Tundra,Polar
Must rate,Solanaceae,32.92,White,Desert,Arid
Later evening,Rosaceae,6.57,Blue,Urban,Mediterranean
Reason though,Asteraceae,9.64,Blue,Urban,Tropical
Difficult choose,Brassicaceae,28.38,Green,Urban,Arid
Try bit,Fabaceae,31.42,Blue,Marine,Arid
Perhaps tend,Orchidaceae,32.64,Orange,Urban,Polar
Shake be,Solanaceae,23.77,Purple,Wetland,Tropical
Memory either,Poaceae,14.27,Orange,Desert,Tropical
Science visit,Poaceae,43.57,Purple,Forest,Tropical
Add support,Brassicaceae,10.21,Orange,Freshwater,Subtropical
Test article,Poaceae,46.01,White,Wetland,Arid
Single make,Solanaceae,10.81,Blue,Desert,Mediterranean
Almost improve,Brassicaceae,20.42,Purple,Tundra,Polar
Never friend,Solanaceae,4.82,Green,Desert,Polar
Financial whole,Rosaceae,5.31,White,Grassland,Arid
Identify hear,Solanaceae,18.84,Yellow,Tundra,Temperate
Say continue,Brassicaceae,35.24,Purple,Urban,Subtropical
Pull door,Solanaceae,6.29,Purple,Freshwater,Subtropical
Toward offer,Rosaceae,18.27,Blue,Forest,Tropical
Case federal,Orchidaceae,18.23,Pink,Urban,Temperate
