species,family,leaf_length_cm,flower_color,habitat,region
Arm movie,Rosaceae,15.07,Orange,Tundra,Polar
Society away,Asteraceae,9.63,Red,Forest,Mediterranean
Project travel,Rosaceae,17.11,White,Freshwater,Tropical
Reality civil,Solanaceae,6.87,Pink,Freshwater,Tropical
Focus only,Orchidaceae,10.11,Orange,Tundra,Arid
Magazine history,Solanaceae,4.47,Yellow,Forest,Arid
Husband most,Rosaceae,31.02,Orange,Desert,Mediterranean
Keep art,Solanaceae,17.88,Red,Tundra,Temperate
Law remember,Solanaceae,48.69,Yellow,Tundra,Polar
Skill see,Asteraceae,39.44,Red,Grassland,Mediterranean
Plan opportunity,Asteraceae,10.02,Red,Marine,Subtropical
Week pull,Poaceae,36.79,Green,Tundra,Temperate
Result actually,Brassicaceae,33.75,Red,Wetland,Tropical
Threat seek,Orchidaceae,1.04,Red,Marine,Temperate
Second able,Fabaceae,20.8,Pink,Desert,Mediterranean
Thing end,Solanaceae,33.87,Purple,Marine,Polar
Send speak,Rosaceae,19.14,Purple,Freshwater,Polar
Perhaps may,Orchidaceae,37.66,White,Marine,Mediterranean
Police sport,Fabaceae,37.02,Purple,Urban,Arid
Republican move,Asteraceae,36.47,White,Urban,Polar
Week black,Rosaceae,8.09,Purple,Marine,Subtropical
Itself there,Poaceae,12.58,Red,Marine,Subtropical
Morning approach,Brassicaceae,18.23,Pink,Desert,Mediterranean
Central stand,Orchidaceae,5.77,Orange,Wetland,Polar
Land interest,Rosaceae,3.03,White,Urban,Tropical
Professional allow,Orchidaceae,28.97,Pink,Urban,Mediterranean
Clearly near,Asteraceae,18.33,White,Tundra,Arid
Act political,Brassicaceae,3.67,Yellow,Grassland,Subtropical
Serve information,Fabaceae,5.98,Green,Marine,Tropical
Outside amount,Solanaceae,27.44,Blue,Wetland,Polar
We listen,Rosaceae,45.73,White,Forest,Tropical
Seat plan,Brassicaceae,18.93,Pink,Urban,Arid
Spring describe,Orchidaceae,8.13,Blue,Forest,Tropical
Serious mouth,Brassicaceae,38.04,White,Grassland,Arid
Actually doctor,Poaceae,43.41,Purple,Marine,Polar
Animal believe,Rosaceae,14.88,Orange,Desert,Polar
Executive be,Poaceae,1.78,Red,Wetland,Temperate
