species,family,leaf_length_cm,flower_color,habitat,region
Contain phone,Solanaceae,33.13,Blue,Forest,Mediterranean
Many phone,Rosaceae,29.04,Green,Marine,Subtropical
Music enter,Asteraceae,8.1,Blue,Forest,Arid
Seven sell,Poaceae,11.18,Green,Grassland,Mediterranean
Suddenly north,Brassicaceae,44.05,Yellow,Forest,Subtropical
Hair recent,Orchidaceae,26.91,Red,Grassland,Arid
Drop use,Orchidaceae,33.06,Yellow,Grassland,Arid
Key beautiful,Brassicaceae,16.28,Blue,Desert,Tropical
Ready must,Rosaceae,24.21,Blue,Wetland,Subtropical
Model doctor,Rosaceae,27.48,Orange,Marine,Tropical
Left may,Brassicaceae,29.68,Yellow,Grassland,Subtropical
Tree turn,Asteraceae,48.99,Orange,Tundra,Subtropical
Eye line,Solanaceae,48.37,Green,Grassland,Mediterranean
Three plant,Orchidaceae,48.09,Orange,Urban,Subtropical
Someone take,Solanaceae,34.19,Yellow,Forest,Mediterranean
Consumer suddenly,Fabaceae,32.3,White,Grassland,Tropical
Thought against,Brassicaceae,19.37,White,Urban,Mediterranean
Stock administration,Poaceae,21.33,Pink,Tundra,Tropical
Later service,Asteraceae,33.73,Orange,Grassland,Mediterranean
Us talk,Brassicaceae,20.84,White,Grassland,Arid
Our although,Brassicaceae,28.82,White,Marine,Mediterranean
Do religious,Asteraceae,35.18,Yellow,Forest,Subtropical
Huge heavy,Orchidaceae,1.78,Pink,Grassland,Polar
Just appear,Rosaceae,12.72,Yellow,Marine,Tropical
Bank attorney,Solanaceae,7.43,Green,Forest,Temperate
Stop important,Rosaceae,17.64,Green,Urban,Polar
Standard simply,Asteraceae,20.83,Pink,Grassland,Polar
Sign husband,Rosaceae,9.72,Purple,Forest,Temperate
In trial,Orchidaceae,1.83,Yellow,Forest,Subtropical
Least less,Orchidaceae,4.45,White,Wetland,Polar
Form fill,Poaceae,2.24,Blue,Grassland,Temperate
Improve machine,Orchidaceae,44.26,Green,Marine,Subtropical
Everyone southern,Fabaceae,44.73,Blue,Forest,Mediterranean
Spring must,Rosaceae,17.95,White,Marine,Subtropical
