species,family,leaf_length_cm,flower_color,habitat,region
Together impact,Rosaceae,4.55,Purple,Marine,Arid
Ask nearly,Poaceae,38.65,Yellow,Tundra,Arid
Throughout from,Orchidaceae,7.93,Orange,Grassland,Mediterranean
Guy compare,Asteraceae,21.56,Purple,Freshwater,Subtropical
Second term,Brassicaceae,36.98,White,Marine,Temperate
Room white,Asteraceae,7.82,Yellow,Grassland,Arid
Medical plant,Poaceae,1.04,Yellow,Tundra,Polar
Spend win,Asteraceae,18.49,Pink,Tundra,Tropical
Now oil,Fabaceae,8.79,Green,Wetland,Arid
Each foot,Asteraceae,17.39,Orange,Freshwater,Tropical
Watch already,Solanaceae,5.43,Blue,Desert,Arid
Medical piece,Asteraceae,44.45,Orange,Marine,Arid
Example stage,Asteraceae,12.99,Green,Desert,Subtropical
Oil hour,Brassicaceae,48.94,Red,Tundra,Polar
Employee according,Orchidaceae,10.17,Red,Marine,Temperate
Last police,Solanaceae,3.51,Purple,Grassland,Tropical
Moment option,Brassicaceae,38.57,Blue,Wetland,Mediterranean
That as,Fabaceae,5.93,Green,Grassland,Arid
Compare Mrs,Fabaceae,12.76,Blue,Wetland,Subtropical
Effect involve,Asteraceae,23.84,Yellow,Wetland,Tropical
Cold idea,Fabaceae,44.54,White,Marine,Mediterranean
City election,Fabaceae,15.62,Blue,Forest,Mediterranean
When compare,Rosaceae,30.29,Purple,Marine,Temperate
Garden choice,Poaceae,41.57,Orange,Freshwater,Temperate
Also game,Rosaceae,48.2,Blue,Grassland,Subtropical
Education hand,Solanaceae,28.21,Purple,Wetland,Subtropical
Increase own,Poaceae,2.44,Pink,Grassland,Tropical
Hospital city,Solanaceae,32.34,Green,Tundra,Mediterranean
For its,Rosaceae,36.51,Red,Tundra,Mediterranean
Protect owner,Brassicaceae,19.01,Pink,Tundra,Arid
Build character,Poaceae,48.49,Purple,Desert,Polar
Test item,Fabaceae,7.34,Green,Urban,Subtropical
Mind close,Fabaceae,44.19,Red,Grassland,Mediterranean
Chair beat,Brassicaceae,46.37,White,Wetland,Arid
Type all,Orchidaceae,25.08,Pink,Wetland,Arid
