species,family,leaf_length_cm,flower_color,habitat,region
Go care,Brassicaceae,43.99,Red,Desert,Arid
Low they,Asteraceae,8.29,Yellow,Desert,Temperate
Run water,Brassicaceae,28.89,Red,Forest,Polar
Make nation,Fabaceae,42.16,White,Desert,Arid
Fire senior,Fabaceae,25.38,White,Wetland,Tropical
Cell assume,Solanaceae,24.52,Purple,Grassland,Mediterranean
Learn loss,Brassicaceae,9.04,Purple,Marine,Polar
Indeed budget,Poaceae,43.53,White,Marine,Mediterranean
Program write,Brassicaceae,47.27,Green,Freshwater,Mediterranean
Story available,Asteraceae,8.37,Orange,Grassland,Temperate
Skin movie,Brassicaceae,29.71,White,Urban,Polar
Company thing,Asteraceae,4.56,White,Grassland,Tropical
Strong company,Rosaceae,25.87,Green,Desert,Subtropical
Available model,Solanaceae,25.87,Red,Forest,Polar
Fly hard,Rosaceae,20.33,Pink,Desert,Tropical
Material population,Orchidaceae,20.36,White,Freshwater,Subtropical
Day simple,Orchidaceae,19.23,Yellow,Urban,Arid
Nice seven,Poaceae,23.81,Pink,Wetland,Arid
Wear machine,Brassicaceae,3.4,Red,Freshwater,Arid
Itself shoulder,Fabaceae,13.66,Yellow,Tundra,Temperate
Actually other,Fabaceae,9.91,Green,Tundra,Polar
Heavy major,Poaceae,11.09,Purple,Forest,Polar
Mention theory,Brassicaceae,19.95,Orange,Desert,Tropical
Box test,Orchidaceae,16.55,Pink,Marine,Subtropical
Contain dark,Solanaceae,49.74,Pink,Desert,Subtropical
Seat live,Rosaceae,26.17,Yellow,Urban,Mediterranean
Subject building,Brassicaceae,14.85,White,Urban,Subtropical
Defense this,Asteraceae,41.76,Blue,Wetland,Subtropical
Garden walk,Orchidaceae,5.12,Purple,Grassland,Temperate
Subject build,Brassicaceae,29.19,Orange,Freshwater,Subtropical
Deep piece,Poaceae,35.79,Purple,Forest,Subtropical
Successful perhaps,Orchidaceae,4.93,Blue,Urban,Temperate
Require recently,Brassicaceae,4.97,Blue,Marine,Polar
Develop view,Fabaceae,26.01,Orange,Wetland,Arid
Green picture,Orchidaceae,36.82,Green,Desert,Polar
Stay side,Fabaceae,23.58,Blue,Forest,Polar
Language magazine,Brassicaceae,33.56,Red,Tundra,Tropical
Player must,Poaceae,17.02,Red,Desert,Temperate
Relate school,Fabaceae,34.61,Green,Marine,Arid
Catch or,Solanaceae,20.05,Yellow,Forest,Temperate
Write window,Orchidaceae,49.89,White,Freshwater,Temperate
Information beat,Poaceae,17.17,Blue,Wetland,Mediterranean
Recognize tell,Asteraceae,18.24,Blue,Forest,Arid
Plant sister,Rosaceae,31.57,Purple,Marine,Arid
Pattern tell,Solanaceae,49.19,Green,Freshwater,Temperate
Radio magazine,Asteraceae,22.07,Pink,Freshwater,Tropical
Job modern,Fabaceae,43.06,Red,Marine,Temperate
Story recognize,Brassicaceae,41.06,Yellow,Grassland,Arid
Later than,Fabaceae,45.27,Red,Marine,Subtropical
Situation wish,Orchidaceae,26.0,White,Wetland,Mediterranean
Drive provide,Orchidaceae,28.82,Purple,Desert,Temperate
Else study,Asteraceae,49.05,Red,Wetland,Arid
Across save,Poaceae,5.72,Blue,Forest,Temperate
North film,Solanaceae,8.25,White,Grassland,Subtropical
Important father,Rosaceae,8.18,White,Tundra,Temperate
Day industry,Poaceae,45.4,Green,Tundra,Subtropical
Might listen,Brassicaceae,32.06,Blue,Wetland,Mediterranean
His opportunity,Asteraceae,17.89,Blue,Tundra,Arid
Several vote,Solanaceae,13.51,Green,Tundra,Arid
Must practice,Orchidaceae,10.36,Blue,Tundra,Temperate
Ok perform,Poaceae,11.84,Green,Freshwater,Polar
Wear she,Rosaceae,15.08,Purple,Freshwater,Polar
