species,family,leaf_length_cm,flower_color,habitat,region
Significant during,Orchidaceae,5.35,Red,Wetland,Temperate
Citizen pass,Fabaceae,45.76,Pink,Grassland,Arid
Receive final,Fabaceae,5.86,Purple,Freshwater,Arid
With trade,Orchidaceae,1.5,Green,Tundra,Temperate
List yard,Solanaceae,10.65,Purple,Freshwater,Subtropical
Visit song,Orchidaceae,35.64,Red,Desert,Tropical
Oil culture,Brassicaceae,15.22,Yellow,Wetland,Arid
Life future,Fabaceae,24.36,Blue,Grassland,Subtropical
Necessary teacher,Fabaceae,40.43,Red,Desert,Tropical
Teacher staff,Brassicaceae,40.8,Pink,Marine,Tropical
Hit where,Solanaceae,29.22,Pink,Wetland,Subtropical
Price could,Asteraceae,32.99,Green,Urban,Arid
Life do,Brassicaceae,5.35,Green,Desert,Polar
At eye,Poaceae,2.56,Blue,Marine,Polar
Call key,Poaceae,19.64,Yellow,Freshwater,Arid
Continue of,Orchidaceae,3.71,Pink,Urban,Subtropical
Off yes,Orchidaceae,28.8,Blue,Desert,Polar
Manager enter,Rosaceae,28.77,White,Urban,Subtropical
Attention seek,Brassicaceae,28.13,Orange,Wetland,Mediterranean
Hear baby,Poaceae,26.41,White,Urban,Subtropical
House friend,Asteraceae,40.51,Orange,Marine,Subtropical
Quite affect,Fabaceae,22.46,Pink,Freshwater,Temperate
Reveal perhaps,Orchidaceae,35.08,Blue,Tundra,Arid
Party want,Poaceae,29.68,Pink,Wetland,Mediterranean
Sign change,Asteraceae,42.24,Orange,Grassland,Temperate
Help thank,Fabaceae,47.33,White,Freshwater,Mediterranean
Second expert,Rosaceae,20.59,Purple,Forest,Tropical
Difficult claim,Orchidaceae,28.59,Orange,Desert,Arid
Their scientist,Poaceae,7.11,Orange,Forest,Tropical
Surface tell,Solanaceae,44.2,Pink,Desert,Polar
Recently defense,Solanaceae,16.58,Yellow,Marine,Arid
Range clear,Solanaceae,22.78,White,Urban,Temperate
Really discussion,Rosaceae,39.51,Purple,Desert,Subtropical
Different serve,Asteraceae,28.98,Blue,Marine,Polar
Country figure,Solanaceae,15.86,Orange,Wetland,Arid
Culture century,Solanaceae,1.66,Pink,Grassland,Polar
Tree lawyer,Fabaceae,2.9,White,Urban,Tropical
Painting why,Asteraceae,38.97,Yellow,Marine,Tropical
Allow describe,Poaceae,41.62,White,Urban,Polar
Such federal,Poaceae,10.34,White,Grassland,Mediterranean
Story plant,Rosaceae,20.31,Green,Grassland,Arid
Street piece,Asteraceae,2.86,Red,Urban,Mediterranean
